"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2021-08-08T18","US48","United States Lower 48",NA,"Demand","567279","megawatthours","D"
"2021-08-08T17","US48","United States Lower 48",NA,"Demand","542045","megawatthours","D"
"2021-08-08T16","US48","United States Lower 48",NA,"Demand","510487","megawatthours","D"
"2021-08-08T15","US48","United States Lower 48",NA,"Demand","475687","megawatthours","D"
"2021-08-08T14","US48","United States Lower 48",NA,"Demand","443260","megawatthours","D"
"2021-08-08T13","US48","United States Lower 48",NA,"Demand","418943","megawatthours","D"
"2021-08-08T12","US48","United States Lower 48",NA,"Demand","405358","megawatthours","D"
"2021-08-08T11","US48","United States Lower 48",NA,"Demand","402737","megawatthours","D"
"2021-08-08T10","US48","United States Lower 48",NA,"Demand","405203","megawatthours","D"
"2021-08-08T09","US48","United States Lower 48",NA,"Demand","410981","megawatthours","D"
"2021-08-08T08","US48","United States Lower 48",NA,"Demand","422288","megawatthours","D"
"2021-08-08T07","US48","United States Lower 48",NA,"Demand","438785","megawatthours","D"
"2021-08-08T06","US48","United States Lower 48",NA,"Demand","459021","megawatthours","D"
"2021-08-08T05","US48","United States Lower 48",NA,"Demand","484892","megawatthours","D"
"2021-08-08T04","US48","United States Lower 48",NA,"Demand","515059","megawatthours","D"
"2021-08-08T03","US48","United States Lower 48",NA,"Demand","545480","megawatthours","D"
"2021-08-08T02","US48","United States Lower 48",NA,"Demand","572267","megawatthours","D"
"2021-08-08T01","US48","United States Lower 48",NA,"Demand","590064","megawatthours","D"
"2021-08-08T00","US48","United States Lower 48",NA,"Demand","604381","megawatthours","D"
"2021-08-07T23","US48","United States Lower 48",NA,"Demand","614889","megawatthours","D"
"2021-08-07T22","US48","United States Lower 48",NA,"Demand","617296","megawatthours","D"
"2021-08-07T21","US48","United States Lower 48",NA,"Demand","612456","megawatthours","D"
"2021-08-07T20","US48","United States Lower 48",NA,"Demand","603453","megawatthours","D"
"2021-08-07T19","US48","United States Lower 48",NA,"Demand","590438","megawatthours","D"
"2021-08-07T18","US48","United States Lower 48",NA,"Demand","572235","megawatthours","D"
"2021-08-07T17","US48","United States Lower 48",NA,"Demand","548992","megawatthours","D"
"2021-08-07T16","US48","United States Lower 48",NA,"Demand","520320","megawatthours","D"
"2021-08-07T15","US48","United States Lower 48",NA,"Demand","487920","megawatthours","D"
"2021-08-07T14","US48","United States Lower 48",NA,"Demand","457380","megawatthours","D"
"2021-08-07T13","US48","United States Lower 48",NA,"Demand","432864","megawatthours","D"
"2021-08-07T12","US48","United States Lower 48",NA,"Demand","417268","megawatthours","D"
"2021-08-07T11","US48","United States Lower 48",NA,"Demand","412154","megawatthours","D"
"2021-08-07T10","US48","United States Lower 48",NA,"Demand","412111","megawatthours","D"
"2021-08-07T09","US48","United States Lower 48",NA,"Demand","417418","megawatthours","D"
"2021-08-07T08","US48","United States Lower 48",NA,"Demand","428083","megawatthours","D"
"2021-08-07T07","US48","United States Lower 48",NA,"Demand","443667","megawatthours","D"
"2021-08-07T06","US48","United States Lower 48",NA,"Demand","466476","megawatthours","D"
"2021-08-07T05","US48","United States Lower 48",NA,"Demand","494184","megawatthours","D"
"2021-08-07T04","US48","United States Lower 48",NA,"Demand","525516","megawatthours","D"
"2021-08-07T03","US48","United States Lower 48",NA,"Demand","558749","megawatthours","D"
"2021-08-07T02","US48","United States Lower 48",NA,"Demand","588076","megawatthours","D"
"2021-08-07T01","US48","United States Lower 48",NA,"Demand","609300","megawatthours","D"
"2021-08-07T00","US48","United States Lower 48",NA,"Demand","628528","megawatthours","D"
"2021-08-06T23","US48","United States Lower 48",NA,"Demand","646217","megawatthours","D"
"2021-08-06T22","US48","United States Lower 48",NA,"Demand","653084","megawatthours","D"
"2021-08-06T21","US48","United States Lower 48",NA,"Demand","650544","megawatthours","D"
"2021-08-06T20","US48","United States Lower 48",NA,"Demand","639436","megawatthours","D"
"2021-08-06T19","US48","United States Lower 48",NA,"Demand","624306","megawatthours","D"
"2021-08-06T18","US48","United States Lower 48",NA,"Demand","603651","megawatthours","D"
"2021-08-06T17","US48","United States Lower 48",NA,"Demand","576916","megawatthours","D"
"2021-08-06T16","US48","United States Lower 48",NA,"Demand","546592","megawatthours","D"
"2021-08-06T15","US48","United States Lower 48",NA,"Demand","514906","megawatthours","D"
"2021-08-06T14","US48","United States Lower 48",NA,"Demand","484952","megawatthours","D"
"2021-08-06T13","US48","United States Lower 48",NA,"Demand","460947","megawatthours","D"
"2021-08-06T12","US48","United States Lower 48",NA,"Demand","441768","megawatthours","D"
"2021-08-06T11","US48","United States Lower 48",NA,"Demand","427035","megawatthours","D"
"2021-08-06T10","US48","United States Lower 48",NA,"Demand","415807","megawatthours","D"
"2021-08-06T09","US48","United States Lower 48",NA,"Demand","414169","megawatthours","D"
"2021-08-06T08","US48","United States Lower 48",NA,"Demand","421170","megawatthours","D"
"2021-08-06T07","US48","United States Lower 48",NA,"Demand","435198","megawatthours","D"
"2021-08-06T06","US48","United States Lower 48",NA,"Demand","457818","megawatthours","D"
"2021-08-06T05","US48","United States Lower 48",NA,"Demand","485384","megawatthours","D"
"2021-08-06T04","US48","United States Lower 48",NA,"Demand","517931","megawatthours","D"
"2021-08-06T03","US48","United States Lower 48",NA,"Demand","553250","megawatthours","D"
"2021-08-06T02","US48","United States Lower 48",NA,"Demand","582312","megawatthours","D"
"2021-08-06T01","US48","United States Lower 48",NA,"Demand","600303","megawatthours","D"
"2021-08-06T00","US48","United States Lower 48",NA,"Demand","617066","megawatthours","D"
"2021-08-05T23","US48","United States Lower 48",NA,"Demand","629179","megawatthours","D"
"2021-08-05T22","US48","United States Lower 48",NA,"Demand","631726","megawatthours","D"
"2021-08-05T21","US48","United States Lower 48",NA,"Demand","624995","megawatthours","D"
"2021-08-05T20","US48","United States Lower 48",NA,"Demand","612763","megawatthours","D"
"2021-08-05T19","US48","United States Lower 48",NA,"Demand","596907","megawatthours","D"
"2021-08-05T18","US48","United States Lower 48",NA,"Demand","577178","megawatthours","D"
"2021-08-05T17","US48","United States Lower 48",NA,"Demand","553151","megawatthours","D"
"2021-08-05T16","US48","United States Lower 48",NA,"Demand","527970","megawatthours","D"
"2021-08-05T15","US48","United States Lower 48",NA,"Demand","499953","megawatthours","D"
"2021-08-05T14","US48","United States Lower 48",NA,"Demand","473760","megawatthours","D"
"2021-08-05T13","US48","United States Lower 48",NA,"Demand","451101","megawatthours","D"
"2021-08-05T12","US48","United States Lower 48",NA,"Demand","432987","megawatthours","D"
"2021-08-05T11","US48","United States Lower 48",NA,"Demand","418528","megawatthours","D"
"2021-08-05T10","US48","United States Lower 48",NA,"Demand","408945","megawatthours","D"
"2021-08-05T09","US48","United States Lower 48",NA,"Demand","406224","megawatthours","D"
"2021-08-05T08","US48","United States Lower 48",NA,"Demand","412963","megawatthours","D"
"2021-08-05T07","US48","United States Lower 48",NA,"Demand","427918","megawatthours","D"
"2021-08-05T06","US48","United States Lower 48",NA,"Demand","450414","megawatthours","D"
"2021-08-05T05","US48","United States Lower 48",NA,"Demand","476075","megawatthours","D"
"2021-08-05T04","US48","United States Lower 48",NA,"Demand","508962","megawatthours","D"
"2021-08-05T03","US48","United States Lower 48",NA,"Demand","543747","megawatthours","D"
"2021-08-05T02","US48","United States Lower 48",NA,"Demand","571954","megawatthours","D"
"2021-08-05T01","US48","United States Lower 48",NA,"Demand","589464","megawatthours","D"
"2021-08-05T00","US48","United States Lower 48",NA,"Demand","604280","megawatthours","D"
"2021-08-04T23","US48","United States Lower 48",NA,"Demand","614028","megawatthours","D"
"2021-08-04T22","US48","United States Lower 48",NA,"Demand","615295","megawatthours","D"
"2021-08-04T21","US48","United States Lower 48",NA,"Demand","607545","megawatthours","D"
"2021-08-04T20","US48","United States Lower 48",NA,"Demand","593879","megawatthours","D"
"2021-08-04T19","US48","United States Lower 48",NA,"Demand","578216","megawatthours","D"
"2021-08-04T18","US48","United States Lower 48",NA,"Demand","558974","megawatthours","D"
"2021-08-04T17","US48","United States Lower 48",NA,"Demand","536337","megawatthours","D"
"2021-08-04T16","US48","United States Lower 48",NA,"Demand","512488","megawatthours","D"
"2021-08-04T15","US48","United States Lower 48",NA,"Demand","486904","megawatthours","D"
"2021-08-04T14","US48","United States Lower 48",NA,"Demand","463524","megawatthours","D"
"2021-08-04T13","US48","United States Lower 48",NA,"Demand","444192","megawatthours","D"
"2021-08-04T12","US48","United States Lower 48",NA,"Demand","428505","megawatthours","D"
"2021-08-04T11","US48","United States Lower 48",NA,"Demand","414688","megawatthours","D"
"2021-08-04T10","US48","United States Lower 48",NA,"Demand","403403","megawatthours","D"
"2021-08-04T09","US48","United States Lower 48",NA,"Demand","400643","megawatthours","D"
"2021-08-04T08","US48","United States Lower 48",NA,"Demand","408003","megawatthours","D"
"2021-08-04T07","US48","United States Lower 48",NA,"Demand","421761","megawatthours","D"
"2021-08-04T06","US48","United States Lower 48",NA,"Demand","443806","megawatthours","D"
"2021-08-04T05","US48","United States Lower 48",NA,"Demand","471250","megawatthours","D"
"2021-08-04T04","US48","United States Lower 48",NA,"Demand","503679","megawatthours","D"
"2021-08-04T03","US48","United States Lower 48",NA,"Demand","537752","megawatthours","D"
"2021-08-04T02","US48","United States Lower 48",NA,"Demand","565878","megawatthours","D"
"2021-08-04T01","US48","United States Lower 48",NA,"Demand","581700","megawatthours","D"
"2021-08-04T00","US48","United States Lower 48",NA,"Demand","595432","megawatthours","D"
"2021-08-03T23","US48","United States Lower 48",NA,"Demand","605241","megawatthours","D"
"2021-08-03T22","US48","United States Lower 48",NA,"Demand","604856","megawatthours","D"
"2021-08-03T21","US48","United States Lower 48",NA,"Demand","597973","megawatthours","D"
"2021-08-03T20","US48","United States Lower 48",NA,"Demand","585130","megawatthours","D"
"2021-08-03T19","US48","United States Lower 48",NA,"Demand","569558","megawatthours","D"
"2021-08-03T18","US48","United States Lower 48",NA,"Demand","551794","megawatthours","D"
"2021-08-03T17","US48","United States Lower 48",NA,"Demand","531041","megawatthours","D"
"2021-08-03T16","US48","United States Lower 48",NA,"Demand","509332","megawatthours","D"
"2021-08-03T15","US48","United States Lower 48",NA,"Demand","486263","megawatthours","D"
"2021-08-03T14","US48","United States Lower 48",NA,"Demand","464917","megawatthours","D"
"2021-08-03T13","US48","United States Lower 48",NA,"Demand","446904","megawatthours","D"
"2021-08-03T12","US48","United States Lower 48",NA,"Demand","430853","megawatthours","D"
"2021-08-03T11","US48","United States Lower 48",NA,"Demand","417862","megawatthours","D"
"2021-08-03T10","US48","United States Lower 48",NA,"Demand","406213","megawatthours","D"
"2021-08-03T09","US48","United States Lower 48",NA,"Demand","403616","megawatthours","D"
"2021-08-03T08","US48","United States Lower 48",NA,"Demand","410365","megawatthours","D"
"2021-08-03T07","US48","United States Lower 48",NA,"Demand","424442","megawatthours","D"
"2021-08-03T06","US48","United States Lower 48",NA,"Demand","445107","megawatthours","D"
"2021-08-03T05","US48","United States Lower 48",NA,"Demand","471471","megawatthours","D"
"2021-08-03T04","US48","United States Lower 48",NA,"Demand","504514","megawatthours","D"
"2021-08-03T03","US48","United States Lower 48",NA,"Demand","537353","megawatthours","D"
"2021-08-03T02","US48","United States Lower 48",NA,"Demand","566454","megawatthours","D"
"2021-08-03T01","US48","United States Lower 48",NA,"Demand","584426","megawatthours","D"
"2021-08-03T00","US48","United States Lower 48",NA,"Demand","599498","megawatthours","D"
"2021-08-02T23","US48","United States Lower 48",NA,"Demand","609093","megawatthours","D"
"2021-08-02T22","US48","United States Lower 48",NA,"Demand","609997","megawatthours","D"
"2021-08-02T21","US48","United States Lower 48",NA,"Demand","603553","megawatthours","D"
"2021-08-02T20","US48","United States Lower 48",NA,"Demand","594291","megawatthours","D"
"2021-08-02T19","US48","United States Lower 48",NA,"Demand","582178","megawatthours","D"
"2021-08-02T18","US48","United States Lower 48",NA,"Demand","564795","megawatthours","D"
"2021-08-02T17","US48","United States Lower 48",NA,"Demand","545003","megawatthours","D"
"2021-08-02T16","US48","United States Lower 48",NA,"Demand","522191","megawatthours","D"
"2021-08-02T15","US48","United States Lower 48",NA,"Demand","497127","megawatthours","D"
"2021-08-02T14","US48","United States Lower 48",NA,"Demand","471559","megawatthours","D"
"2021-08-02T13","US48","United States Lower 48",NA,"Demand","448777","megawatthours","D"
"2021-08-02T12","US48","United States Lower 48",NA,"Demand","428952","megawatthours","D"
"2021-08-02T11","US48","United States Lower 48",NA,"Demand","415225","megawatthours","D"
"2021-08-02T10","US48","United States Lower 48",NA,"Demand","406140","megawatthours","D"
"2021-08-02T09","US48","United States Lower 48",NA,"Demand","403694","megawatthours","D"
"2021-08-02T08","US48","United States Lower 48",NA,"Demand","409210","megawatthours","D"
"2021-08-02T07","US48","United States Lower 48",NA,"Demand","423114","megawatthours","D"
"2021-08-02T06","US48","United States Lower 48",NA,"Demand","442209","megawatthours","D"
"2021-08-02T05","US48","United States Lower 48",NA,"Demand","467443","megawatthours","D"
"2021-08-02T04","US48","United States Lower 48",NA,"Demand","497595","megawatthours","D"
"2021-08-02T03","US48","United States Lower 48",NA,"Demand","527092","megawatthours","D"
"2021-08-02T02","US48","United States Lower 48",NA,"Demand","551901","megawatthours","D"
"2021-08-02T01","US48","United States Lower 48",NA,"Demand","566700","megawatthours","D"
"2021-08-02T00","US48","United States Lower 48",NA,"Demand","580077","megawatthours","D"
"2021-08-01T23","US48","United States Lower 48",NA,"Demand","589338","megawatthours","D"
"2021-08-01T22","US48","United States Lower 48",NA,"Demand","587984","megawatthours","D"
"2021-08-01T21","US48","United States Lower 48",NA,"Demand","580269","megawatthours","D"
"2021-08-01T20","US48","United States Lower 48",NA,"Demand","569928","megawatthours","D"
"2021-08-01T19","US48","United States Lower 48",NA,"Demand","557436","megawatthours","D"
"2021-08-01T18","US48","United States Lower 48",NA,"Demand","539992","megawatthours","D"
"2021-08-01T17","US48","United States Lower 48",NA,"Demand","517901","megawatthours","D"
"2021-08-01T16","US48","United States Lower 48",NA,"Demand","491981","megawatthours","D"
"2021-08-01T15","US48","United States Lower 48",NA,"Demand","463807","megawatthours","D"
"2021-08-01T14","US48","United States Lower 48",NA,"Demand","435447","megawatthours","D"
"2021-08-01T13","US48","United States Lower 48",NA,"Demand","413992","megawatthours","D"
"2021-08-01T12","US48","United States Lower 48",NA,"Demand","401254","megawatthours","D"
"2021-08-01T11","US48","United States Lower 48",NA,"Demand","400288","megawatthours","D"
"2021-08-01T10","US48","United States Lower 48",NA,"Demand","404140","megawatthours","D"
"2021-08-01T09","US48","United States Lower 48",NA,"Demand","410860","megawatthours","D"
"2021-08-01T08","US48","United States Lower 48",NA,"Demand","422885","megawatthours","D"
"2021-08-01T07","US48","United States Lower 48",NA,"Demand","438218","megawatthours","D"
"2021-08-01T06","US48","United States Lower 48",NA,"Demand","458088","megawatthours","D"
"2021-08-01T05","US48","United States Lower 48",NA,"Demand","484338","megawatthours","D"
"2021-08-01T04","US48","United States Lower 48",NA,"Demand","514475","megawatthours","D"
"2021-08-01T03","US48","United States Lower 48",NA,"Demand","544435","megawatthours","D"
"2021-08-01T02","US48","United States Lower 48",NA,"Demand","568944","megawatthours","D"
"2021-08-01T01","US48","United States Lower 48",NA,"Demand","585353","megawatthours","D"
"2021-08-01T00","US48","United States Lower 48",NA,"Demand","600443","megawatthours","D"
"2021-07-31T23","US48","United States Lower 48",NA,"Demand","611938","megawatthours","D"
"2021-07-31T22","US48","United States Lower 48",NA,"Demand","614053","megawatthours","D"
"2021-07-31T21","US48","United States Lower 48",NA,"Demand","607529","megawatthours","D"
"2021-07-31T20","US48","United States Lower 48",NA,"Demand","596233","megawatthours","D"
"2021-07-31T19","US48","United States Lower 48",NA,"Demand","581457","megawatthours","D"
"2021-07-31T18","US48","United States Lower 48",NA,"Demand","564236","megawatthours","D"
"2021-07-31T17","US48","United States Lower 48",NA,"Demand","542149","megawatthours","D"
"2021-07-31T16","US48","United States Lower 48",NA,"Demand","515399","megawatthours","D"
"2021-07-31T15","US48","United States Lower 48",NA,"Demand","485698","megawatthours","D"
"2021-07-31T14","US48","United States Lower 48",NA,"Demand","455777","megawatthours","D"
"2021-07-31T13","US48","United States Lower 48",NA,"Demand","432749","megawatthours","D"
"2021-07-31T12","US48","United States Lower 48",NA,"Demand","419443","megawatthours","D"
"2021-07-31T11","US48","United States Lower 48",NA,"Demand","417241","megawatthours","D"
"2021-07-31T10","US48","United States Lower 48",NA,"Demand","418647","megawatthours","D"
"2021-07-31T09","US48","United States Lower 48",NA,"Demand","424278","megawatthours","D"
"2021-07-31T08","US48","United States Lower 48",NA,"Demand","436329","megawatthours","D"
"2021-07-31T07","US48","United States Lower 48",NA,"Demand","454398","megawatthours","D"
"2021-07-31T06","US48","United States Lower 48",NA,"Demand","477929","megawatthours","D"
"2021-07-31T05","US48","United States Lower 48",NA,"Demand","508004","megawatthours","D"
"2021-07-31T04","US48","United States Lower 48",NA,"Demand","550945","megawatthours","D"
"2021-07-31T03","US48","United States Lower 48",NA,"Demand","584500","megawatthours","D"
"2021-07-31T02","US48","United States Lower 48",NA,"Demand","614093","megawatthours","D"
"2021-07-31T01","US48","United States Lower 48",NA,"Demand","625436","megawatthours","D"
"2021-07-31T00","US48","United States Lower 48",NA,"Demand","647271","megawatthours","D"
"2021-07-30T23","US48","United States Lower 48",NA,"Demand","665968","megawatthours","D"
"2021-07-30T22","US48","United States Lower 48",NA,"Demand","674338","megawatthours","D"
"2021-07-30T21","US48","United States Lower 48",NA,"Demand","671083","megawatthours","D"
"2021-07-30T20","US48","United States Lower 48",NA,"Demand","662063","megawatthours","D"
"2021-07-30T19","US48","United States Lower 48",NA,"Demand","648496","megawatthours","D"
"2021-07-30T18","US48","United States Lower 48",NA,"Demand","627431","megawatthours","D"
"2021-07-30T17","US48","United States Lower 48",NA,"Demand","603330","megawatthours","D"
"2021-07-30T16","US48","United States Lower 48",NA,"Demand","575420","megawatthours","D"
"2021-07-30T15","US48","United States Lower 48",NA,"Demand","542641","megawatthours","D"
"2021-07-30T14","US48","United States Lower 48",NA,"Demand","513152","megawatthours","D"
"2021-07-30T13","US48","United States Lower 48",NA,"Demand","489477","megawatthours","D"
"2021-07-30T12","US48","United States Lower 48",NA,"Demand","469679","megawatthours","D"
"2021-07-30T11","US48","United States Lower 48",NA,"Demand","456770","megawatthours","D"
"2021-07-30T10","US48","United States Lower 48",NA,"Demand","450295","megawatthours","D"
"2021-07-30T09","US48","United States Lower 48",NA,"Demand","450291","megawatthours","D"
"2021-07-30T08","US48","United States Lower 48",NA,"Demand","460303","megawatthours","D"
"2021-07-30T07","US48","United States Lower 48",NA,"Demand","477962","megawatthours","D"
"2021-07-30T06","US48","United States Lower 48",NA,"Demand","503335","megawatthours","D"
"2021-07-30T05","US48","United States Lower 48",NA,"Demand","536448","megawatthours","D"
"2021-07-30T04","US48","United States Lower 48",NA,"Demand","570198","megawatthours","D"
"2021-07-30T03","US48","United States Lower 48",NA,"Demand","606125","megawatthours","D"
"2021-07-30T02","US48","United States Lower 48",NA,"Demand","637026","megawatthours","D"
"2021-07-30T01","US48","United States Lower 48",NA,"Demand","658878","megawatthours","D"
"2021-07-30T00","US48","United States Lower 48",NA,"Demand","678480","megawatthours","D"
"2021-07-29T23","US48","United States Lower 48",NA,"Demand","692280","megawatthours","D"
"2021-07-29T22","US48","United States Lower 48",NA,"Demand","696573","megawatthours","D"
"2021-07-29T21","US48","United States Lower 48",NA,"Demand","693283","megawatthours","D"
"2021-07-29T20","US48","United States Lower 48",NA,"Demand","684572","megawatthours","D"
"2021-07-29T19","US48","United States Lower 48",NA,"Demand","672088","megawatthours","D"
"2021-07-29T18","US48","United States Lower 48",NA,"Demand","652326","megawatthours","D"
"2021-07-29T17","US48","United States Lower 48",NA,"Demand","625277","megawatthours","D"
"2021-07-29T16","US48","United States Lower 48",NA,"Demand","593080","megawatthours","D"
"2021-07-29T15","US48","United States Lower 48",NA,"Demand","558277","megawatthours","D"
"2021-07-29T14","US48","United States Lower 48",NA,"Demand","525491","megawatthours","D"
"2021-07-29T13","US48","United States Lower 48",NA,"Demand","498221","megawatthours","D"
"2021-07-29T12","US48","United States Lower 48",NA,"Demand","476996","megawatthours","D"
"2021-07-29T11","US48","United States Lower 48",NA,"Demand","461761","megawatthours","D"
"2021-07-29T10","US48","United States Lower 48",NA,"Demand","451037","megawatthours","D"
"2021-07-29T09","US48","United States Lower 48",NA,"Demand","450661","megawatthours","D"
"2021-07-29T08","US48","United States Lower 48",NA,"Demand","460824","megawatthours","D"
"2021-07-29T07","US48","United States Lower 48",NA,"Demand","479284","megawatthours","D"
"2021-07-29T06","US48","United States Lower 48",NA,"Demand","505339","megawatthours","D"
"2021-07-29T05","US48","United States Lower 48",NA,"Demand","537446","megawatthours","D"
"2021-07-29T04","US48","United States Lower 48",NA,"Demand","573124","megawatthours","D"
"2021-07-29T03","US48","United States Lower 48",NA,"Demand","611823","megawatthours","D"
"2021-07-29T02","US48","United States Lower 48",NA,"Demand","645398","megawatthours","D"
"2021-07-29T01","US48","United States Lower 48",NA,"Demand","665866","megawatthours","D"
"2021-07-29T00","US48","United States Lower 48",NA,"Demand","685279","megawatthours","D"
"2021-07-28T23","US48","United States Lower 48",NA,"Demand","699493","megawatthours","D"
"2021-07-28T22","US48","United States Lower 48",NA,"Demand","703166","megawatthours","D"
"2021-07-28T21","US48","United States Lower 48",NA,"Demand","697607","megawatthours","D"
"2021-07-28T20","US48","United States Lower 48",NA,"Demand","686801","megawatthours","D"
"2021-07-28T19","US48","United States Lower 48",NA,"Demand","671430","megawatthours","D"
"2021-07-28T18","US48","United States Lower 48",NA,"Demand","649838","megawatthours","D"
"2021-07-28T17","US48","United States Lower 48",NA,"Demand","622048","megawatthours","D"
"2021-07-28T16","US48","United States Lower 48",NA,"Demand","589414","megawatthours","D"
"2021-07-28T15","US48","United States Lower 48",NA,"Demand","554258","megawatthours","D"
"2021-07-28T14","US48","United States Lower 48",NA,"Demand","520747","megawatthours","D"
"2021-07-28T13","US48","United States Lower 48",NA,"Demand","494456","megawatthours","D"
"2021-07-28T12","US48","United States Lower 48",NA,"Demand","472259","megawatthours","D"
"2021-07-28T11","US48","United States Lower 48",NA,"Demand","455807","megawatthours","D"
"2021-07-28T10","US48","United States Lower 48",NA,"Demand","446613","megawatthours","D"
"2021-07-28T09","US48","United States Lower 48",NA,"Demand","445461","megawatthours","D"
"2021-07-28T08","US48","United States Lower 48",NA,"Demand","455479","megawatthours","D"
"2021-07-28T07","US48","United States Lower 48",NA,"Demand","473488","megawatthours","D"
"2021-07-28T06","US48","United States Lower 48",NA,"Demand","499653","megawatthours","D"
"2021-07-28T05","US48","United States Lower 48",NA,"Demand","531040","megawatthours","D"
"2021-07-28T04","US48","United States Lower 48",NA,"Demand","567064","megawatthours","D"
"2021-07-28T03","US48","United States Lower 48",NA,"Demand","605540","megawatthours","D"
"2021-07-28T02","US48","United States Lower 48",NA,"Demand","639183","megawatthours","D"
"2021-07-28T01","US48","United States Lower 48",NA,"Demand","662293","megawatthours","D"
"2021-07-28T00","US48","United States Lower 48",NA,"Demand","683338","megawatthours","D"
"2021-07-27T23","US48","United States Lower 48",NA,"Demand","699322","megawatthours","D"
"2021-07-27T22","US48","United States Lower 48",NA,"Demand","704371","megawatthours","D"
"2021-07-27T21","US48","United States Lower 48",NA,"Demand","700400","megawatthours","D"
"2021-07-27T20","US48","United States Lower 48",NA,"Demand","691286","megawatthours","D"
"2021-07-27T19","US48","United States Lower 48",NA,"Demand","677197","megawatthours","D"
"2021-07-27T18","US48","United States Lower 48",NA,"Demand","655464","megawatthours","D"
"2021-07-27T17","US48","United States Lower 48",NA,"Demand","626832","megawatthours","D"
"2021-07-27T16","US48","United States Lower 48",NA,"Demand","593354","megawatthours","D"
"2021-07-27T15","US48","United States Lower 48",NA,"Demand","555595","megawatthours","D"
"2021-07-27T14","US48","United States Lower 48",NA,"Demand","520454","megawatthours","D"
"2021-07-27T13","US48","United States Lower 48",NA,"Demand","491126","megawatthours","D"
"2021-07-27T12","US48","United States Lower 48",NA,"Demand","468264","megawatthours","D"
"2021-07-27T11","US48","United States Lower 48",NA,"Demand","454337","megawatthours","D"
"2021-07-27T10","US48","United States Lower 48",NA,"Demand","442917","megawatthours","D"
"2021-07-27T09","US48","United States Lower 48",NA,"Demand","441640","megawatthours","D"
"2021-07-27T08","US48","United States Lower 48",NA,"Demand","451180","megawatthours","D"
"2021-07-27T07","US48","United States Lower 48",NA,"Demand","468952","megawatthours","D"
"2021-07-27T06","US48","United States Lower 48",NA,"Demand","493676","megawatthours","D"
"2021-07-27T05","US48","United States Lower 48",NA,"Demand","524653","megawatthours","D"
"2021-07-27T04","US48","United States Lower 48",NA,"Demand","561276","megawatthours","D"
"2021-07-27T03","US48","United States Lower 48",NA,"Demand","598774","megawatthours","D"
"2021-07-27T02","US48","United States Lower 48",NA,"Demand","632257","megawatthours","D"
"2021-07-27T01","US48","United States Lower 48",NA,"Demand","656117","megawatthours","D"
"2021-07-27T00","US48","United States Lower 48",NA,"Demand","677072","megawatthours","D"
"2021-07-26T23","US48","United States Lower 48",NA,"Demand","691636","megawatthours","D"
"2021-07-26T22","US48","United States Lower 48",NA,"Demand","697120","megawatthours","D"
"2021-07-26T21","US48","United States Lower 48",NA,"Demand","695275","megawatthours","D"
"2021-07-26T20","US48","United States Lower 48",NA,"Demand","686672","megawatthours","D"
"2021-07-26T19","US48","United States Lower 48",NA,"Demand","674526","megawatthours","D"
"2021-07-26T18","US48","United States Lower 48",NA,"Demand","654975","megawatthours","D"
"2021-07-26T17","US48","United States Lower 48",NA,"Demand","628395","megawatthours","D"
"2021-07-26T16","US48","United States Lower 48",NA,"Demand","593832","megawatthours","D"
"2021-07-26T15","US48","United States Lower 48",NA,"Demand","556314","megawatthours","D"
"2021-07-26T14","US48","United States Lower 48",NA,"Demand","519751","megawatthours","D"
"2021-07-26T13","US48","United States Lower 48",NA,"Demand","487761","megawatthours","D"
"2021-07-26T12","US48","United States Lower 48",NA,"Demand","464039","megawatthours","D"
"2021-07-26T11","US48","United States Lower 48",NA,"Demand","448207","megawatthours","D"
"2021-07-26T10","US48","United States Lower 48",NA,"Demand","436289","megawatthours","D"
"2021-07-26T09","US48","United States Lower 48",NA,"Demand","433531","megawatthours","D"
"2021-07-26T08","US48","United States Lower 48",NA,"Demand","441187","megawatthours","D"
"2021-07-26T07","US48","United States Lower 48",NA,"Demand","457655","megawatthours","D"
"2021-07-26T06","US48","United States Lower 48",NA,"Demand","480866","megawatthours","D"
"2021-07-26T05","US48","United States Lower 48",NA,"Demand","510688","megawatthours","D"
"2021-07-26T04","US48","United States Lower 48",NA,"Demand","545753","megawatthours","D"
"2021-07-26T03","US48","United States Lower 48",NA,"Demand","579916","megawatthours","D"
"2021-07-26T02","US48","United States Lower 48",NA,"Demand","607696","megawatthours","D"
"2021-07-26T01","US48","United States Lower 48",NA,"Demand","626466","megawatthours","D"
"2021-07-26T00","US48","United States Lower 48",NA,"Demand","642642","megawatthours","D"
"2021-07-25T23","US48","United States Lower 48",NA,"Demand","652345","megawatthours","D"
"2021-07-25T22","US48","United States Lower 48",NA,"Demand","650163","megawatthours","D"
"2021-07-25T21","US48","United States Lower 48",NA,"Demand","639141","megawatthours","D"
"2021-07-25T20","US48","United States Lower 48",NA,"Demand","623956","megawatthours","D"
"2021-07-25T19","US48","United States Lower 48",NA,"Demand","606146","megawatthours","D"
"2021-07-25T18","US48","United States Lower 48",NA,"Demand","583291","megawatthours","D"
"2021-07-25T17","US48","United States Lower 48",NA,"Demand","555081","megawatthours","D"
"2021-07-25T16","US48","United States Lower 48",NA,"Demand","523308","megawatthours","D"
"2021-07-25T15","US48","United States Lower 48",NA,"Demand","488901","megawatthours","D"
