"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2025-10-28T00","US48","United States Lower 48",NA,"Demand","494937","megawatthours","D"
"2025-10-27T23","US48","United States Lower 48",NA,"Demand","495409","megawatthours","D"
"2025-10-27T22","US48","United States Lower 48",NA,"Demand","489673","megawatthours","D"
"2025-10-27T21","US48","United States Lower 48",NA,"Demand","483722","megawatthours","D"
"2025-10-27T20","US48","United States Lower 48",NA,"Demand","478402","megawatthours","D"
"2025-10-27T19","US48","United States Lower 48",NA,"Demand","475713","megawatthours","D"
"2025-10-27T18","US48","United States Lower 48",NA,"Demand","472587","megawatthours","D"
"2025-10-27T17","US48","United States Lower 48",NA,"Demand","465922","megawatthours","D"
"2025-10-27T16","US48","United States Lower 48",NA,"Demand","460594","megawatthours","D"
"2025-10-27T15","US48","United States Lower 48",NA,"Demand","455484","megawatthours","D"
"2025-10-27T14","US48","United States Lower 48",NA,"Demand","450809","megawatthours","D"
"2025-10-27T13","US48","United States Lower 48",NA,"Demand","446870","megawatthours","D"
"2025-10-27T12","US48","United States Lower 48",NA,"Demand","435351","megawatthours","D"
"2025-10-27T11","US48","United States Lower 48",NA,"Demand","410225","megawatthours","D"
"2025-10-27T10","US48","United States Lower 48",NA,"Demand","386036","megawatthours","D"
"2025-10-27T09","US48","United States Lower 48",NA,"Demand","374967","megawatthours","D"
"2025-10-27T08","US48","United States Lower 48",NA,"Demand","373938","megawatthours","D"
"2025-10-27T07","US48","United States Lower 48",NA,"Demand","379168","megawatthours","D"
"2025-10-27T06","US48","United States Lower 48",NA,"Demand","388926","megawatthours","D"
"2025-10-27T05","US48","United States Lower 48",NA,"Demand","402506","megawatthours","D"
"2025-10-27T04","US48","United States Lower 48",NA,"Demand","419543","megawatthours","D"
"2025-10-27T03","US48","United States Lower 48",NA,"Demand","437795","megawatthours","D"
"2025-10-27T02","US48","United States Lower 48",NA,"Demand","451716","megawatthours","D"
"2025-10-27T01","US48","United States Lower 48",NA,"Demand","461220","megawatthours","D"
"2025-10-27T00","US48","United States Lower 48",NA,"Demand","465945","megawatthours","D"
"2025-10-26T23","US48","United States Lower 48",NA,"Demand","461420","megawatthours","D"
"2025-10-26T22","US48","United States Lower 48",NA,"Demand","451774","megawatthours","D"
"2025-10-26T21","US48","United States Lower 48",NA,"Demand","443527","megawatthours","D"
"2025-10-26T20","US48","United States Lower 48",NA,"Demand","434907","megawatthours","D"
"2025-10-26T19","US48","United States Lower 48",NA,"Demand","429289","megawatthours","D"
"2025-10-26T18","US48","United States Lower 48",NA,"Demand","423489","megawatthours","D"
"2025-10-26T17","US48","United States Lower 48",NA,"Demand","413772","megawatthours","D"
"2025-10-26T16","US48","United States Lower 48",NA,"Demand","409443","megawatthours","D"
"2025-10-26T15","US48","United States Lower 48",NA,"Demand","405315","megawatthours","D"
"2025-10-26T14","US48","United States Lower 48",NA,"Demand","398700","megawatthours","D"
"2025-10-26T13","US48","United States Lower 48",NA,"Demand","390427","megawatthours","D"
"2025-10-26T12","US48","United States Lower 48",NA,"Demand","379539","megawatthours","D"
"2025-10-26T11","US48","United States Lower 48",NA,"Demand","370578","megawatthours","D"
"2025-10-26T10","US48","United States Lower 48",NA,"Demand","365944","megawatthours","D"
"2025-10-26T09","US48","United States Lower 48",NA,"Demand","366500","megawatthours","D"
"2025-10-26T08","US48","United States Lower 48",NA,"Demand","369737","megawatthours","D"
"2025-10-26T07","US48","United States Lower 48",NA,"Demand","376354","megawatthours","D"
"2025-10-26T06","US48","United States Lower 48",NA,"Demand","386098","megawatthours","D"
"2025-10-26T05","US48","United States Lower 48",NA,"Demand","397685","megawatthours","D"
"2025-10-26T04","US48","United States Lower 48",NA,"Demand","413180","megawatthours","D"
"2025-10-26T03","US48","United States Lower 48",NA,"Demand","427194","megawatthours","D"
"2025-10-26T02","US48","United States Lower 48",NA,"Demand","438026","megawatthours","D"
"2025-10-26T01","US48","United States Lower 48",NA,"Demand","444771","megawatthours","D"
"2025-10-26T00","US48","United States Lower 48",NA,"Demand","449770","megawatthours","D"
"2025-10-25T23","US48","United States Lower 48",NA,"Demand","446889","megawatthours","D"
"2025-10-25T22","US48","United States Lower 48",NA,"Demand","443348","megawatthours","D"
"2025-10-25T21","US48","United States Lower 48",NA,"Demand","439831","megawatthours","D"
"2025-10-25T20","US48","United States Lower 48",NA,"Demand","434167","megawatthours","D"
"2025-10-25T19","US48","United States Lower 48",NA,"Demand","431134","megawatthours","D"
"2025-10-25T18","US48","United States Lower 48",NA,"Demand","428574","megawatthours","D"
"2025-10-25T17","US48","United States Lower 48",NA,"Demand","422843","megawatthours","D"
"2025-10-25T16","US48","United States Lower 48",NA,"Demand","419780","megawatthours","D"
"2025-10-25T15","US48","United States Lower 48",NA,"Demand","416961","megawatthours","D"
"2025-10-25T14","US48","United States Lower 48",NA,"Demand","410550","megawatthours","D"
"2025-10-25T13","US48","United States Lower 48",NA,"Demand","405337","megawatthours","D"
"2025-10-25T12","US48","United States Lower 48",NA,"Demand","395293","megawatthours","D"
"2025-10-25T11","US48","United States Lower 48",NA,"Demand","383941","megawatthours","D"
"2025-10-25T10","US48","United States Lower 48",NA,"Demand","377570","megawatthours","D"
"2025-10-25T09","US48","United States Lower 48",NA,"Demand","377633","megawatthours","D"
"2025-10-25T08","US48","United States Lower 48",NA,"Demand","381687","megawatthours","D"
"2025-10-25T07","US48","United States Lower 48",NA,"Demand","388370","megawatthours","D"
"2025-10-25T06","US48","United States Lower 48",NA,"Demand","394423","megawatthours","D"
"2025-10-25T05","US48","United States Lower 48",NA,"Demand","412119","megawatthours","D"
"2025-10-25T04","US48","United States Lower 48",NA,"Demand","428623","megawatthours","D"
"2025-10-25T03","US48","United States Lower 48",NA,"Demand","445521","megawatthours","D"
"2025-10-25T02","US48","United States Lower 48",NA,"Demand","458391","megawatthours","D"
"2025-10-25T01","US48","United States Lower 48",NA,"Demand","467282","megawatthours","D"
"2025-10-25T00","US48","United States Lower 48",NA,"Demand","472214","megawatthours","D"
"2025-10-24T23","US48","United States Lower 48",NA,"Demand","471620","megawatthours","D"
"2025-10-24T22","US48","United States Lower 48",NA,"Demand","468405","megawatthours","D"
"2025-10-24T21","US48","United States Lower 48",NA,"Demand","463249","megawatthours","D"
"2025-10-24T20","US48","United States Lower 48",NA,"Demand","460421","megawatthours","D"
"2025-10-24T19","US48","United States Lower 48",NA,"Demand","456868","megawatthours","D"
"2025-10-24T18","US48","United States Lower 48",NA,"Demand","454810","megawatthours","D"
"2025-10-24T17","US48","United States Lower 48",NA,"Demand","450955","megawatthours","D"
"2025-10-24T16","US48","United States Lower 48",NA,"Demand","448997","megawatthours","D"
"2025-10-24T15","US48","United States Lower 48",NA,"Demand","446716","megawatthours","D"
"2025-10-24T14","US48","United States Lower 48",NA,"Demand","442791","megawatthours","D"
"2025-10-24T13","US48","United States Lower 48",NA,"Demand","443930","megawatthours","D"
"2025-10-24T12","US48","United States Lower 48",NA,"Demand","434061","megawatthours","D"
"2025-10-24T11","US48","United States Lower 48",NA,"Demand","412857","megawatthours","D"
"2025-10-24T10","US48","United States Lower 48",NA,"Demand","391497","megawatthours","D"
"2025-10-24T09","US48","United States Lower 48",NA,"Demand","383221","megawatthours","D"
"2025-10-24T08","US48","United States Lower 48",NA,"Demand","383816","megawatthours","D"
"2025-10-24T07","US48","United States Lower 48",NA,"Demand","390028","megawatthours","D"
"2025-10-24T06","US48","United States Lower 48",NA,"Demand","400422","megawatthours","D"
"2025-10-24T05","US48","United States Lower 48",NA,"Demand","414649","megawatthours","D"
"2025-10-24T04","US48","United States Lower 48",NA,"Demand","434249","megawatthours","D"
"2025-10-24T03","US48","United States Lower 48",NA,"Demand","455293","megawatthours","D"
"2025-10-24T02","US48","United States Lower 48",NA,"Demand","471393","megawatthours","D"
"2025-10-24T01","US48","United States Lower 48",NA,"Demand","481890","megawatthours","D"
"2025-10-24T00","US48","United States Lower 48",NA,"Demand","485913","megawatthours","D"
"2025-10-23T23","US48","United States Lower 48",NA,"Demand","483473","megawatthours","D"
"2025-10-23T22","US48","United States Lower 48",NA,"Demand","478859","megawatthours","D"
"2025-10-23T21","US48","United States Lower 48",NA,"Demand","461962","megawatthours","D"
"2025-10-23T20","US48","United States Lower 48",NA,"Demand","466548","megawatthours","D"
"2025-10-23T19","US48","United States Lower 48",NA,"Demand","460488","megawatthours","D"
"2025-10-23T18","US48","United States Lower 48",NA,"Demand","456574","megawatthours","D"
"2025-10-23T17","US48","United States Lower 48",NA,"Demand","452435","megawatthours","D"
"2025-10-23T16","US48","United States Lower 48",NA,"Demand","446703","megawatthours","D"
"2025-10-23T15","US48","United States Lower 48",NA,"Demand","445268","megawatthours","D"
"2025-10-23T14","US48","United States Lower 48",NA,"Demand","438934","megawatthours","D"
"2025-10-23T13","US48","United States Lower 48",NA,"Demand","442041","megawatthours","D"
"2025-10-23T12","US48","United States Lower 48",NA,"Demand","432670","megawatthours","D"
"2025-10-23T11","US48","United States Lower 48",NA,"Demand","410079","megawatthours","D"
"2025-10-23T10","US48","United States Lower 48",NA,"Demand","387908","megawatthours","D"
"2025-10-23T09","US48","United States Lower 48",NA,"Demand","378414","megawatthours","D"
"2025-10-23T08","US48","United States Lower 48",NA,"Demand","378692","megawatthours","D"
"2025-10-23T07","US48","United States Lower 48",NA,"Demand","385118","megawatthours","D"
"2025-10-23T06","US48","United States Lower 48",NA,"Demand","396419","megawatthours","D"
"2025-10-23T05","US48","United States Lower 48",NA,"Demand","410553","megawatthours","D"
"2025-10-23T04","US48","United States Lower 48",NA,"Demand","429555","megawatthours","D"
"2025-10-23T03","US48","United States Lower 48",NA,"Demand","450114","megawatthours","D"
"2025-10-23T02","US48","United States Lower 48",NA,"Demand","468370","megawatthours","D"
"2025-10-23T01","US48","United States Lower 48",NA,"Demand","480424","megawatthours","D"
"2025-10-23T00","US48","United States Lower 48",NA,"Demand","488589","megawatthours","D"
"2025-10-22T23","US48","United States Lower 48",NA,"Demand","490315","megawatthours","D"
"2025-10-22T22","US48","United States Lower 48",NA,"Demand","486725","megawatthours","D"
"2025-10-22T21","US48","United States Lower 48",NA,"Demand","479690","megawatthours","D"
"2025-10-22T20","US48","United States Lower 48",NA,"Demand","472814","megawatthours","D"
"2025-10-22T19","US48","United States Lower 48",NA,"Demand","466844","megawatthours","D"
"2025-10-22T18","US48","United States Lower 48",NA,"Demand","461199","megawatthours","D"
"2025-10-22T17","US48","United States Lower 48",NA,"Demand","455553","megawatthours","D"
"2025-10-22T16","US48","United States Lower 48",NA,"Demand","451464","megawatthours","D"
"2025-10-22T15","US48","United States Lower 48",NA,"Demand","447544","megawatthours","D"
"2025-10-22T14","US48","United States Lower 48",NA,"Demand","442721","megawatthours","D"
"2025-10-22T13","US48","United States Lower 48",NA,"Demand","437348","megawatthours","D"
"2025-10-22T12","US48","United States Lower 48",NA,"Demand","426607","megawatthours","D"
"2025-10-22T11","US48","United States Lower 48",NA,"Demand","403977","megawatthours","D"
"2025-10-22T10","US48","United States Lower 48",NA,"Demand","382145","megawatthours","D"
"2025-10-22T09","US48","United States Lower 48",NA,"Demand","375323","megawatthours","D"
"2025-10-22T08","US48","United States Lower 48",NA,"Demand","376721","megawatthours","D"
"2025-10-22T07","US48","United States Lower 48",NA,"Demand","385239","megawatthours","D"
"2025-10-22T06","US48","United States Lower 48",NA,"Demand","392533","megawatthours","D"
"2025-10-22T05","US48","United States Lower 48",NA,"Demand","412106","megawatthours","D"
"2025-10-22T04","US48","United States Lower 48",NA,"Demand","433030","megawatthours","D"
"2025-10-22T03","US48","United States Lower 48",NA,"Demand","453762","megawatthours","D"
"2025-10-22T02","US48","United States Lower 48",NA,"Demand","472557","megawatthours","D"
"2025-10-22T01","US48","United States Lower 48",NA,"Demand","485241","megawatthours","D"
"2025-10-22T00","US48","United States Lower 48",NA,"Demand","493350","megawatthours","D"
"2025-10-21T23","US48","United States Lower 48",NA,"Demand","493833","megawatthours","D"
"2025-10-21T22","US48","United States Lower 48",NA,"Demand","491292","megawatthours","D"
"2025-10-21T21","US48","United States Lower 48",NA,"Demand","484951","megawatthours","D"
"2025-10-21T20","US48","United States Lower 48",NA,"Demand","478994","megawatthours","D"
"2025-10-21T19","US48","United States Lower 48",NA,"Demand","472623","megawatthours","D"
"2025-10-21T18","US48","United States Lower 48",NA,"Demand","468095","megawatthours","D"
"2025-10-21T17","US48","United States Lower 48",NA,"Demand","460733","megawatthours","D"
"2025-10-21T16","US48","United States Lower 48",NA,"Demand","453317","megawatthours","D"
"2025-10-21T15","US48","United States Lower 48",NA,"Demand","448295","megawatthours","D"
"2025-10-21T14","US48","United States Lower 48",NA,"Demand","443421","megawatthours","D"
"2025-10-21T13","US48","United States Lower 48",NA,"Demand","440329","megawatthours","D"
"2025-10-21T12","US48","United States Lower 48",NA,"Demand","431790","megawatthours","D"
"2025-10-21T11","US48","United States Lower 48",NA,"Demand","409530","megawatthours","D"
"2025-10-21T10","US48","United States Lower 48",NA,"Demand","388081","megawatthours","D"
"2025-10-21T09","US48","United States Lower 48",NA,"Demand","379525","megawatthours","D"
"2025-10-21T08","US48","United States Lower 48",NA,"Demand","380314","megawatthours","D"
"2025-10-21T07","US48","United States Lower 48",NA,"Demand","388121","megawatthours","D"
"2025-10-21T06","US48","United States Lower 48",NA,"Demand","399490","megawatthours","D"
"2025-10-21T05","US48","United States Lower 48",NA,"Demand","415258","megawatthours","D"
"2025-10-21T04","US48","United States Lower 48",NA,"Demand","435388","megawatthours","D"
"2025-10-21T03","US48","United States Lower 48",NA,"Demand","458066","megawatthours","D"
"2025-10-21T02","US48","United States Lower 48",NA,"Demand","478328","megawatthours","D"
"2025-10-21T01","US48","United States Lower 48",NA,"Demand","491472","megawatthours","D"
"2025-10-21T00","US48","United States Lower 48",NA,"Demand","497184","megawatthours","D"
"2025-10-20T23","US48","United States Lower 48",NA,"Demand","495696","megawatthours","D"
"2025-10-20T22","US48","United States Lower 48",NA,"Demand","490400","megawatthours","D"
"2025-10-20T21","US48","United States Lower 48",NA,"Demand","483667","megawatthours","D"
"2025-10-20T20","US48","United States Lower 48",NA,"Demand","476445","megawatthours","D"
"2025-10-20T19","US48","United States Lower 48",NA,"Demand","471231","megawatthours","D"
"2025-10-20T18","US48","United States Lower 48",NA,"Demand","465532","megawatthours","D"
"2025-10-20T17","US48","United States Lower 48",NA,"Demand","458532","megawatthours","D"
"2025-10-20T16","US48","United States Lower 48",NA,"Demand","451484","megawatthours","D"
"2025-10-20T15","US48","United States Lower 48",NA,"Demand","446127","megawatthours","D"
"2025-10-20T14","US48","United States Lower 48",NA,"Demand","438464","megawatthours","D"
"2025-10-20T13","US48","United States Lower 48",NA,"Demand","430159","megawatthours","D"
"2025-10-20T12","US48","United States Lower 48",NA,"Demand","417293","megawatthours","D"
"2025-10-20T11","US48","United States Lower 48",NA,"Demand","393919","megawatthours","D"
"2025-10-20T10","US48","United States Lower 48",NA,"Demand","372004","megawatthours","D"
"2025-10-20T09","US48","United States Lower 48",NA,"Demand","363149","megawatthours","D"
"2025-10-20T08","US48","United States Lower 48",NA,"Demand","362860","megawatthours","D"
"2025-10-20T07","US48","United States Lower 48",NA,"Demand","367252","megawatthours","D"
"2025-10-20T06","US48","United States Lower 48",NA,"Demand","376795","megawatthours","D"
"2025-10-20T05","US48","United States Lower 48",NA,"Demand","396235","megawatthours","D"
"2025-10-20T04","US48","United States Lower 48",NA,"Demand","414178","megawatthours","D"
"2025-10-20T03","US48","United States Lower 48",NA,"Demand","434863","megawatthours","D"
"2025-10-20T02","US48","United States Lower 48",NA,"Demand","452659","megawatthours","D"
"2025-10-20T01","US48","United States Lower 48",NA,"Demand","464391","megawatthours","D"
"2025-10-20T00","US48","United States Lower 48",NA,"Demand","464929","megawatthours","D"
"2025-10-19T23","US48","United States Lower 48",NA,"Demand","467630","megawatthours","D"
"2025-10-19T22","US48","United States Lower 48",NA,"Demand","461815","megawatthours","D"
"2025-10-19T21","US48","United States Lower 48",NA,"Demand","456733","megawatthours","D"
"2025-10-19T20","US48","United States Lower 48",NA,"Demand","448273","megawatthours","D"
"2025-10-19T19","US48","United States Lower 48",NA,"Demand","440715","megawatthours","D"
"2025-10-19T18","US48","United States Lower 48",NA,"Demand","433072","megawatthours","D"
"2025-10-19T17","US48","United States Lower 48",NA,"Demand","423141","megawatthours","D"
"2025-10-19T16","US48","United States Lower 48",NA,"Demand","410897","megawatthours","D"
"2025-10-19T15","US48","United States Lower 48",NA,"Demand","402652","megawatthours","D"
"2025-10-19T14","US48","United States Lower 48",NA,"Demand","392027","megawatthours","D"
"2025-10-19T13","US48","United States Lower 48",NA,"Demand","380657","megawatthours","D"
"2025-10-19T12","US48","United States Lower 48",NA,"Demand","371657","megawatthours","D"
"2025-10-19T11","US48","United States Lower 48",NA,"Demand","365362","megawatthours","D"
"2025-10-19T10","US48","United States Lower 48",NA,"Demand","362448","megawatthours","D"
"2025-10-19T09","US48","United States Lower 48",NA,"Demand","364458","megawatthours","D"
"2025-10-19T08","US48","United States Lower 48",NA,"Demand","369910","megawatthours","D"
"2025-10-19T07","US48","United States Lower 48",NA,"Demand","379432","megawatthours","D"
"2025-10-19T06","US48","United States Lower 48",NA,"Demand","391982","megawatthours","D"
"2025-10-19T05","US48","United States Lower 48",NA,"Demand","407817","megawatthours","D"
"2025-10-19T04","US48","United States Lower 48",NA,"Demand","426219","megawatthours","D"
"2025-10-19T03","US48","United States Lower 48",NA,"Demand","443768","megawatthours","D"
"2025-10-19T02","US48","United States Lower 48",NA,"Demand","459484","megawatthours","D"
"2025-10-19T01","US48","United States Lower 48",NA,"Demand","470588","megawatthours","D"
"2025-10-19T00","US48","United States Lower 48",NA,"Demand","478877","megawatthours","D"
"2025-10-18T23","US48","United States Lower 48",NA,"Demand","481546","megawatthours","D"
"2025-10-18T22","US48","United States Lower 48",NA,"Demand","481991","megawatthours","D"
"2025-10-18T21","US48","United States Lower 48",NA,"Demand","476878","megawatthours","D"
"2025-10-18T20","US48","United States Lower 48",NA,"Demand","468302","megawatthours","D"
"2025-10-18T19","US48","United States Lower 48",NA,"Demand","461296","megawatthours","D"
"2025-10-18T18","US48","United States Lower 48",NA,"Demand","453989","megawatthours","D"
"2025-10-18T17","US48","United States Lower 48",NA,"Demand","443187","megawatthours","D"
"2025-10-18T16","US48","United States Lower 48",NA,"Demand","431675","megawatthours","D"
"2025-10-18T15","US48","United States Lower 48",NA,"Demand","421413","megawatthours","D"
"2025-10-18T14","US48","United States Lower 48",NA,"Demand","409500","megawatthours","D"
"2025-10-18T13","US48","United States Lower 48",NA,"Demand","398790","megawatthours","D"
"2025-10-18T12","US48","United States Lower 48",NA,"Demand","388411","megawatthours","D"
"2025-10-18T11","US48","United States Lower 48",NA,"Demand","379754","megawatthours","D"
"2025-10-18T10","US48","United States Lower 48",NA,"Demand","374666","megawatthours","D"
"2025-10-18T09","US48","United States Lower 48",NA,"Demand","375116","megawatthours","D"
"2025-10-18T08","US48","United States Lower 48",NA,"Demand","379967","megawatthours","D"
"2025-10-18T07","US48","United States Lower 48",NA,"Demand","388084","megawatthours","D"
"2025-10-18T06","US48","United States Lower 48",NA,"Demand","400986","megawatthours","D"
"2025-10-18T05","US48","United States Lower 48",NA,"Demand","417563","megawatthours","D"
"2025-10-18T04","US48","United States Lower 48",NA,"Demand","437304","megawatthours","D"
"2025-10-18T03","US48","United States Lower 48",NA,"Demand","455276","megawatthours","D"
"2025-10-18T02","US48","United States Lower 48",NA,"Demand","471764","megawatthours","D"
"2025-10-18T01","US48","United States Lower 48",NA,"Demand","483688","megawatthours","D"
"2025-10-18T00","US48","United States Lower 48",NA,"Demand","493489","megawatthours","D"
"2025-10-17T23","US48","United States Lower 48",NA,"Demand","500813","megawatthours","D"
"2025-10-17T22","US48","United States Lower 48",NA,"Demand","503949","megawatthours","D"
"2025-10-17T21","US48","United States Lower 48",NA,"Demand","499329","megawatthours","D"
"2025-10-17T20","US48","United States Lower 48",NA,"Demand","492452","megawatthours","D"
"2025-10-17T19","US48","United States Lower 48",NA,"Demand","484675","megawatthours","D"
"2025-10-17T18","US48","United States Lower 48",NA,"Demand","475388","megawatthours","D"
"2025-10-17T17","US48","United States Lower 48",NA,"Demand","464457","megawatthours","D"
"2025-10-17T16","US48","United States Lower 48",NA,"Demand","455361","megawatthours","D"
"2025-10-17T15","US48","United States Lower 48",NA,"Demand","447084","megawatthours","D"
"2025-10-17T14","US48","United States Lower 48",NA,"Demand","438726","megawatthours","D"
"2025-10-17T13","US48","United States Lower 48",NA,"Demand","432696","megawatthours","D"
"2025-10-17T12","US48","United States Lower 48",NA,"Demand","424087","megawatthours","D"
"2025-10-17T11","US48","United States Lower 48",NA,"Demand","404165","megawatthours","D"
"2025-10-17T10","US48","United States Lower 48",NA,"Demand","384657","megawatthours","D"
"2025-10-17T09","US48","United States Lower 48",NA,"Demand","378145","megawatthours","D"
"2025-10-17T08","US48","United States Lower 48",NA,"Demand","381612","megawatthours","D"
"2025-10-17T07","US48","United States Lower 48",NA,"Demand","389743","megawatthours","D"
"2025-10-17T06","US48","United States Lower 48",NA,"Demand","401853","megawatthours","D"
"2025-10-17T05","US48","United States Lower 48",NA,"Demand","419100","megawatthours","D"
"2025-10-17T04","US48","United States Lower 48",NA,"Demand","440486","megawatthours","D"
"2025-10-17T03","US48","United States Lower 48",NA,"Demand","463501","megawatthours","D"
"2025-10-17T02","US48","United States Lower 48",NA,"Demand","481663","megawatthours","D"
"2025-10-17T01","US48","United States Lower 48",NA,"Demand","495006","megawatthours","D"
"2025-10-17T00","US48","United States Lower 48",NA,"Demand","502914","megawatthours","D"
"2025-10-16T23","US48","United States Lower 48",NA,"Demand","507394","megawatthours","D"
"2025-10-16T22","US48","United States Lower 48",NA,"Demand","508115","megawatthours","D"
"2025-10-16T21","US48","United States Lower 48",NA,"Demand","501772","megawatthours","D"
"2025-10-16T20","US48","United States Lower 48",NA,"Demand","492347","megawatthours","D"
"2025-10-16T19","US48","United States Lower 48",NA,"Demand","482637","megawatthours","D"
"2025-10-16T18","US48","United States Lower 48",NA,"Demand","473494","megawatthours","D"
"2025-10-16T17","US48","United States Lower 48",NA,"Demand","462991","megawatthours","D"
"2025-10-16T16","US48","United States Lower 48",NA,"Demand","452630","megawatthours","D"
"2025-10-16T15","US48","United States Lower 48",NA,"Demand","444155","megawatthours","D"
"2025-10-16T14","US48","United States Lower 48",NA,"Demand","435019","megawatthours","D"
"2025-10-16T13","US48","United States Lower 48",NA,"Demand","429170","megawatthours","D"
"2025-10-16T12","US48","United States Lower 48",NA,"Demand","419811","megawatthours","D"
"2025-10-16T11","US48","United States Lower 48",NA,"Demand","400160","megawatthours","D"
"2025-10-16T10","US48","United States Lower 48",NA,"Demand","381232","megawatthours","D"
"2025-10-16T09","US48","United States Lower 48",NA,"Demand","374383","megawatthours","D"
"2025-10-16T08","US48","United States Lower 48",NA,"Demand","376622","megawatthours","D"
"2025-10-16T07","US48","United States Lower 48",NA,"Demand","384955","megawatthours","D"
"2025-10-16T06","US48","United States Lower 48",NA,"Demand","398450","megawatthours","D"
"2025-10-16T05","US48","United States Lower 48",NA,"Demand","415360","megawatthours","D"
"2025-10-16T04","US48","United States Lower 48",NA,"Demand","436250","megawatthours","D"
"2025-10-16T03","US48","United States Lower 48",NA,"Demand","460616","megawatthours","D"
"2025-10-16T02","US48","United States Lower 48",NA,"Demand","481018","megawatthours","D"
"2025-10-16T01","US48","United States Lower 48",NA,"Demand","497231","megawatthours","D"
"2025-10-16T00","US48","United States Lower 48",NA,"Demand","507816","megawatthours","D"
"2025-10-15T23","US48","United States Lower 48",NA,"Demand","514176","megawatthours","D"
"2025-10-15T22","US48","United States Lower 48",NA,"Demand","514072","megawatthours","D"
"2025-10-15T21","US48","United States Lower 48",NA,"Demand","506460","megawatthours","D"
"2025-10-15T20","US48","United States Lower 48",NA,"Demand","496516","megawatthours","D"
"2025-10-15T19","US48","United States Lower 48",NA,"Demand","485845","megawatthours","D"
"2025-10-15T18","US48","United States Lower 48",NA,"Demand","476602","megawatthours","D"
"2025-10-15T17","US48","United States Lower 48",NA,"Demand","467577","megawatthours","D"
"2025-10-15T16","US48","United States Lower 48",NA,"Demand","457544","megawatthours","D"
"2025-10-15T15","US48","United States Lower 48",NA,"Demand","449252","megawatthours","D"
"2025-10-15T14","US48","United States Lower 48",NA,"Demand","437443","megawatthours","D"
"2025-10-15T13","US48","United States Lower 48",NA,"Demand","428928","megawatthours","D"
"2025-10-15T12","US48","United States Lower 48",NA,"Demand","418995","megawatthours","D"
"2025-10-15T11","US48","United States Lower 48",NA,"Demand","399422","megawatthours","D"
"2025-10-15T10","US48","United States Lower 48",NA,"Demand","379772","megawatthours","D"
"2025-10-15T09","US48","United States Lower 48",NA,"Demand","373287","megawatthours","D"
"2025-10-15T08","US48","United States Lower 48",NA,"Demand","376348","megawatthours","D"
"2025-10-15T07","US48","United States Lower 48",NA,"Demand","381854","megawatthours","D"
"2025-10-15T06","US48","United States Lower 48",NA,"Demand","398487","megawatthours","D"
"2025-10-15T05","US48","United States Lower 48",NA,"Demand","416193","megawatthours","D"
"2025-10-15T04","US48","United States Lower 48",NA,"Demand","439575","megawatthours","D"
"2025-10-15T03","US48","United States Lower 48",NA,"Demand","463248","megawatthours","D"
"2025-10-15T02","US48","United States Lower 48",NA,"Demand","484076","megawatthours","D"
"2025-10-15T01","US48","United States Lower 48",NA,"Demand","503211","megawatthours","D"
"2025-10-15T00","US48","United States Lower 48",NA,"Demand","515201","megawatthours","D"
"2025-10-14T23","US48","United States Lower 48",NA,"Demand","521053","megawatthours","D"
"2025-10-14T22","US48","United States Lower 48",NA,"Demand","520247","megawatthours","D"
"2025-10-14T21","US48","United States Lower 48",NA,"Demand","513439","megawatthours","D"
"2025-10-14T20","US48","United States Lower 48",NA,"Demand","502065","megawatthours","D"
"2025-10-14T19","US48","United States Lower 48",NA,"Demand","492609","megawatthours","D"
"2025-10-14T18","US48","United States Lower 48",NA,"Demand","483620","megawatthours","D"
"2025-10-14T17","US48","United States Lower 48",NA,"Demand","474408","megawatthours","D"
"2025-10-14T16","US48","United States Lower 48",NA,"Demand","463677","megawatthours","D"
"2025-10-14T15","US48","United States Lower 48",NA,"Demand","453083","megawatthours","D"
"2025-10-14T14","US48","United States Lower 48",NA,"Demand","440812","megawatthours","D"
"2025-10-14T13","US48","United States Lower 48",NA,"Demand","431377","megawatthours","D"
"2025-10-14T12","US48","United States Lower 48",NA,"Demand","419345","megawatthours","D"
"2025-10-14T11","US48","United States Lower 48",NA,"Demand","399147","megawatthours","D"
"2025-10-14T10","US48","United States Lower 48",NA,"Demand","379699","megawatthours","D"
"2025-10-14T09","US48","United States Lower 48",NA,"Demand","373909","megawatthours","D"
"2025-10-14T08","US48","United States Lower 48",NA,"Demand","376051","megawatthours","D"
"2025-10-14T07","US48","United States Lower 48",NA,"Demand","384159","megawatthours","D"
"2025-10-14T06","US48","United States Lower 48",NA,"Demand","397282","megawatthours","D"
"2025-10-14T05","US48","United States Lower 48",NA,"Demand","415502","megawatthours","D"
"2025-10-14T04","US48","United States Lower 48",NA,"Demand","438460","megawatthours","D"
"2025-10-14T03","US48","United States Lower 48",NA,"Demand","462870","megawatthours","D"
"2025-10-14T02","US48","United States Lower 48",NA,"Demand","484680","megawatthours","D"
"2025-10-14T01","US48","United States Lower 48",NA,"Demand","500890","megawatthours","D"
"2025-10-14T00","US48","United States Lower 48",NA,"Demand","510093","megawatthours","D"
"2025-10-13T23","US48","United States Lower 48",NA,"Demand","515292","megawatthours","D"
"2025-10-13T22","US48","United States Lower 48",NA,"Demand","517063","megawatthours","D"
"2025-10-13T21","US48","United States Lower 48",NA,"Demand","513520","megawatthours","D"
