"period","fromba","fromba-name","toba","toba-name","value","value-units"
"2026-09-14T06","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-1125,"megawatthours"
"2026-09-14T06","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",888,"megawatthours"
"2026-09-14T06","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-51,"megawatthours"
"2026-09-14T06","CAL","California","NW","Northwest",-1125,"megawatthours"
"2026-09-14T06","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-9,"megawatthours"
"2026-09-14T06","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",218,"megawatthours"
"2026-09-14T06","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",44,"megawatthours"
"2026-09-14T06","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",21,"megawatthours"
"2026-09-14T06","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-203,"megawatthours"
"2026-09-14T06","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T06","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-151,"megawatthours"
"2026-09-14T06","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-149,"megawatthours"
"2026-09-14T06","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",120,"megawatthours"
"2026-09-14T06","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",71,"megawatthours"
"2026-09-14T06","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-286,"megawatthours"
"2026-09-14T06","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T06","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-311,"megawatthours"
"2026-09-14T06","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",42,"megawatthours"
"2026-09-14T05","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-1111,"megawatthours"
"2026-09-14T05","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",907,"megawatthours"
"2026-09-14T05","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-81,"megawatthours"
"2026-09-14T05","BHBA","Black Hills Energy","PACE","PacifiCorp East",81,"megawatthours"
"2026-09-14T05","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-166,"megawatthours"
"2026-09-14T05","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",68,"megawatthours"
"2026-09-14T05","CAL","California","NW","Northwest",-1111,"megawatthours"
"2026-09-14T05","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-8,"megawatthours"
"2026-09-14T05","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",237,"megawatthours"
"2026-09-14T05","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",80,"megawatthours"
"2026-09-14T05","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",24,"megawatthours"
"2026-09-14T05","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-397,"megawatthours"
"2026-09-14T05","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T05","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-219,"megawatthours"
"2026-09-14T05","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-135,"megawatthours"
"2026-09-14T05","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",63,"megawatthours"
"2026-09-14T05","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",77,"megawatthours"
"2026-09-14T05","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-236,"megawatthours"
"2026-09-14T05","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",48,"megawatthours"
"2026-09-14T05","NW","Northwest","CENT","Central",-166,"megawatthours"
"2026-09-14T05","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T05","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-350,"megawatthours"
"2026-09-14T05","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",48,"megawatthours"
"2026-09-14T04","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",297,"megawatthours"
"2026-09-14T04","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-22,"megawatthours"
"2026-09-14T04","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",41,"megawatthours"
"2026-09-14T04","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-469,"megawatthours"
"2026-09-14T04","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",196,"megawatthours"
"2026-09-14T04","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-1101,"megawatthours"
"2026-09-14T04","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",919,"megawatthours"
"2026-09-14T04","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-123,"megawatthours"
"2026-09-14T04","BHBA","Black Hills Energy","PACE","PacifiCorp East",123,"megawatthours"
"2026-09-14T04","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-194,"megawatthours"
"2026-09-14T04","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",120,"megawatthours"
"2026-09-14T04","CAL","California","NW","Northwest",-1101,"megawatthours"
"2026-09-14T04","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-6,"megawatthours"
"2026-09-14T04","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",294,"megawatthours"
"2026-09-14T04","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",21,"megawatthours"
"2026-09-14T04","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",25,"megawatthours"
"2026-09-14T04","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-463,"megawatthours"
"2026-09-14T04","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T04","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-290,"megawatthours"
"2026-09-14T04","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-121,"megawatthours"
"2026-09-14T04","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",13,"megawatthours"
"2026-09-14T04","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",83,"megawatthours"
"2026-09-14T04","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-156,"megawatthours"
"2026-09-14T04","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",115,"megawatthours"
"2026-09-14T04","NW","Northwest","CENT","Central",-194,"megawatthours"
"2026-09-14T04","SE","Southeast","CAR","Carolinas",-330,"megawatthours"
"2026-09-14T04","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-73,"megawatthours"
"2026-09-14T04","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-243,"megawatthours"
"2026-09-14T04","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-14,"megawatthours"
"2026-09-14T04","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",272,"megawatthours"
"2026-09-14T04","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T04","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-315,"megawatthours"
"2026-09-14T04","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",52,"megawatthours"
"2026-09-14T03","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",484,"megawatthours"
"2026-09-14T03","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-18,"megawatthours"
"2026-09-14T03","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",14,"megawatthours"
"2026-09-14T03","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-574,"megawatthours"
"2026-09-14T03","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",197,"megawatthours"
"2026-09-14T03","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-1065,"megawatthours"
"2026-09-14T03","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",1180,"megawatthours"
"2026-09-14T03","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-119,"megawatthours"
"2026-09-14T03","BHBA","Black Hills Energy","PACE","PacifiCorp East",112,"megawatthours"
"2026-09-14T03","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-190,"megawatthours"
"2026-09-14T03","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",114,"megawatthours"
"2026-09-14T03","CAL","California","NW","Northwest",-1065,"megawatthours"
"2026-09-14T03","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-5,"megawatthours"
"2026-09-14T03","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",326,"megawatthours"
"2026-09-14T03","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",53,"megawatthours"
"2026-09-14T03","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",27,"megawatthours"
"2026-09-14T03","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-536,"megawatthours"
"2026-09-14T03","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T03","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-359,"megawatthours"
"2026-09-14T03","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",527,"megawatthours"
"2026-09-14T03","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-482,"megawatthours"
"2026-09-14T03","FMPP","Florida Municipal Power Pool","JEA","JEA",-4,"megawatthours"
"2026-09-14T03","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-130,"megawatthours"
"2026-09-14T03","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-115,"megawatthours"
"2026-09-14T03","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",-94,"megawatthours"
"2026-09-14T03","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",81,"megawatthours"
"2026-09-14T03","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-77,"megawatthours"
"2026-09-14T03","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-45,"megawatthours"
"2026-09-14T03","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",0,"megawatthours"
"2026-09-14T03","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",157,"megawatthours"
"2026-09-14T03","MIDW","Midwest","CENT","Central",-560,"megawatthours"
"2026-09-14T03","MIDW","Midwest","TEN","Tennessee",197,"megawatthours"
"2026-09-14T03","NW","Northwest","CENT","Central",-190,"megawatthours"
"2026-09-14T03","SE","Southeast","CAR","Carolinas",-367,"megawatthours"
"2026-09-14T03","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",507,"megawatthours"
"2026-09-14T03","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1193,"megawatthours"
"2026-09-14T03","SEC","Seminole Electric Cooperative","JEA","JEA",63,"megawatthours"
"2026-09-14T03","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",167,"megawatthours"
"2026-09-14T03","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-92,"megawatthours"
"2026-09-14T03","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-262,"megawatthours"
"2026-09-14T03","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-13,"megawatthours"
"2026-09-14T03","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",311,"megawatthours"
"2026-09-14T03","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T03","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-296,"megawatthours"
"2026-09-14T03","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",48,"megawatthours"
"2026-09-14T02","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",522,"megawatthours"
"2026-09-14T02","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-21,"megawatthours"
"2026-09-14T02","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",45,"megawatthours"
"2026-09-14T02","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-568,"megawatthours"
"2026-09-14T02","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",209,"megawatthours"
"2026-09-14T02","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-968,"megawatthours"
"2026-09-14T02","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",1226,"megawatthours"
"2026-09-14T02","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-194,"megawatthours"
"2026-09-14T02","BHBA","Black Hills Energy","PACE","PacifiCorp East",41,"megawatthours"
"2026-09-14T02","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-119,"megawatthours"
"2026-09-14T02","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",61,"megawatthours"
"2026-09-14T02","CAL","California","NW","Northwest",-968,"megawatthours"
"2026-09-14T02","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-5,"megawatthours"
"2026-09-14T02","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",330,"megawatthours"
"2026-09-14T02","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",89,"megawatthours"
"2026-09-14T02","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",26,"megawatthours"
"2026-09-14T02","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-527,"megawatthours"
"2026-09-14T02","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T02","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-433,"megawatthours"
"2026-09-14T02","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",552,"megawatthours"
"2026-09-14T02","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-527,"megawatthours"
"2026-09-14T02","FMPP","Florida Municipal Power Pool","JEA","JEA",-6,"megawatthours"
"2026-09-14T02","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-95,"megawatthours"
"2026-09-14T02","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-91,"megawatthours"
"2026-09-14T02","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",-49,"megawatthours"
"2026-09-14T02","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",79,"megawatthours"
"2026-09-14T02","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-137,"megawatthours"
"2026-09-14T02","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-49,"megawatthours"
"2026-09-14T02","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-1,"megawatthours"
"2026-09-14T02","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",95,"megawatthours"
"2026-09-14T02","MIDW","Midwest","CENT","Central",-523,"megawatthours"
"2026-09-14T02","MIDW","Midwest","TEN","Tennessee",209,"megawatthours"
"2026-09-14T02","NW","Northwest","CENT","Central",-119,"megawatthours"
"2026-09-14T02","SE","Southeast","CAR","Carolinas",-328,"megawatthours"
"2026-09-14T02","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",443,"megawatthours"
"2026-09-14T02","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1226,"megawatthours"
"2026-09-14T02","SEC","Seminole Electric Cooperative","JEA","JEA",55,"megawatthours"
"2026-09-14T02","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",235,"megawatthours"
"2026-09-14T02","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-80,"megawatthours"
"2026-09-14T02","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-236,"megawatthours"
"2026-09-14T02","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-12,"megawatthours"
"2026-09-14T02","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",265,"megawatthours"
"2026-09-14T02","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T02","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-283,"megawatthours"
"2026-09-14T02","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",47,"megawatthours"
"2026-09-14T01","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",538,"megawatthours"
"2026-09-14T01","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-23,"megawatthours"
"2026-09-14T01","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-40,"megawatthours"
"2026-09-14T01","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-623,"megawatthours"
"2026-09-14T01","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",197,"megawatthours"
"2026-09-14T01","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-581,"megawatthours"
"2026-09-14T01","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",592,"megawatthours"
"2026-09-14T01","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-440,"megawatthours"
"2026-09-14T01","BHBA","Black Hills Energy","PACE","PacifiCorp East",35,"megawatthours"
"2026-09-14T01","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-102,"megawatthours"
"2026-09-14T01","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",-7,"megawatthours"
"2026-09-14T01","CAL","California","NW","Northwest",-581,"megawatthours"
"2026-09-14T01","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-7,"megawatthours"
"2026-09-14T01","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",239,"megawatthours"
"2026-09-14T01","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",99,"megawatthours"
"2026-09-14T01","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",25,"megawatthours"
"2026-09-14T01","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-530,"megawatthours"
"2026-09-14T01","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T01","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-415,"megawatthours"
"2026-09-14T01","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",506,"megawatthours"
"2026-09-14T01","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-509,"megawatthours"
"2026-09-14T01","FMPP","Florida Municipal Power Pool","JEA","JEA",-16,"megawatthours"
"2026-09-14T01","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-57,"megawatthours"
"2026-09-14T01","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-65,"megawatthours"
"2026-09-14T01","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",63,"megawatthours"
"2026-09-14T01","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",79,"megawatthours"
"2026-09-14T01","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-179,"megawatthours"
"2026-09-14T01","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-62,"megawatthours"
"2026-09-14T01","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-18,"megawatthours"
"2026-09-14T01","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",41,"megawatthours"
"2026-09-14T01","MIDW","Midwest","CENT","Central",-663,"megawatthours"
"2026-09-14T01","MIDW","Midwest","TEN","Tennessee",197,"megawatthours"
"2026-09-14T01","NW","Northwest","CENT","Central",-102,"megawatthours"
"2026-09-14T01","SE","Southeast","CAR","Carolinas",-187,"megawatthours"
"2026-09-14T01","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",536,"megawatthours"
"2026-09-14T01","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1189,"megawatthours"
"2026-09-14T01","SEC","Seminole Electric Cooperative","JEA","JEA",24,"megawatthours"
"2026-09-14T01","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",227,"megawatthours"
"2026-09-14T01","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-26,"megawatthours"
"2026-09-14T01","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-155,"megawatthours"
"2026-09-14T01","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-6,"megawatthours"
"2026-09-14T01","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",225,"megawatthours"
"2026-09-14T01","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T01","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-318,"megawatthours"
"2026-09-14T01","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",50,"megawatthours"
"2026-09-14T00","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",528,"megawatthours"
"2026-09-14T00","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-24,"megawatthours"
"2026-09-14T00","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-92,"megawatthours"
"2026-09-14T00","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-730,"megawatthours"
"2026-09-14T00","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",209,"megawatthours"
"2026-09-14T00","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-37,"megawatthours"
"2026-09-14T00","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",-202,"megawatthours"
"2026-09-14T00","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-632,"megawatthours"
"2026-09-14T00","BHBA","Black Hills Energy","PACE","PacifiCorp East",38,"megawatthours"
"2026-09-14T00","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-71,"megawatthours"
"2026-09-14T00","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",-28,"megawatthours"
"2026-09-14T00","CAL","California","NW","Northwest",-37,"megawatthours"
"2026-09-14T00","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-10,"megawatthours"
"2026-09-14T00","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",188,"megawatthours"
"2026-09-14T00","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",41,"megawatthours"
"2026-09-14T00","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",24,"megawatthours"
"2026-09-14T00","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-443,"megawatthours"
"2026-09-14T00","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-14T00","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-353,"megawatthours"
"2026-09-14T00","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",505,"megawatthours"
"2026-09-14T00","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-532,"megawatthours"
"2026-09-14T00","FMPP","Florida Municipal Power Pool","JEA","JEA",-21,"megawatthours"
"2026-09-14T00","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-57,"megawatthours"
"2026-09-14T00","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-83,"megawatthours"
"2026-09-14T00","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",2,"megawatthours"
"2026-09-14T00","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",77,"megawatthours"
"2026-09-14T00","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-209,"megawatthours"
"2026-09-14T00","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-79,"megawatthours"
"2026-09-14T00","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-31,"megawatthours"
"2026-09-14T00","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",46,"megawatthours"
"2026-09-14T00","MIDW","Midwest","CENT","Central",-822,"megawatthours"
"2026-09-14T00","MIDW","Midwest","TEN","Tennessee",209,"megawatthours"
"2026-09-14T00","NW","Northwest","CENT","Central",-71,"megawatthours"
"2026-09-14T00","SE","Southeast","CAR","Carolinas",-51,"megawatthours"
"2026-09-14T00","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",596,"megawatthours"
"2026-09-14T00","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1169,"megawatthours"
"2026-09-14T00","SEC","Seminole Electric Cooperative","JEA","JEA",7,"megawatthours"
"2026-09-14T00","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",215,"megawatthours"
"2026-09-14T00","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-8,"megawatthours"
"2026-09-14T00","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-48,"megawatthours"
"2026-09-14T00","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",5,"megawatthours"
"2026-09-14T00","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",311,"megawatthours"
"2026-09-14T00","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-14T00","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-374,"megawatthours"
"2026-09-14T00","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",49,"megawatthours"
"2026-09-13T23","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",446,"megawatthours"
"2026-09-13T23","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-18,"megawatthours"
"2026-09-13T23","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-159,"megawatthours"
"2026-09-13T23","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-562,"megawatthours"
