"period","fromba","fromba-name","toba","toba-name","value","value-units"
"2026-09-12T22","SPA","Southwestern Power Administration","SIKE","Sikeston Board of Municipal Utilities",-104,"megawatthours"
"2026-09-12T22","SPA","Southwestern Power Administration","SWPP","Southwest Power Pool",252,"megawatthours"
"2026-09-12T22","SRP","Salt River Project Agricultural Improvement and Power District","AZPS","Arizona Public Service Company",4294,"megawatthours"
"2026-09-12T22","SRP","Salt River Project Agricultural Improvement and Power District","CISO","California Independent System Operator",339,"megawatthours"
"2026-09-12T22","SRP","Salt River Project Agricultural Improvement and Power District","DEAA","Arlington Valley, LLC",-481,"megawatthours"
"2026-09-12T22","SRP","Salt River Project Agricultural Improvement and Power District","GRID","Gridforce Energy Management, LLC",-702,"megawatthours"
"2026-09-12T22","SRP","Salt River Project Agricultural Improvement and Power District","TEPC","Tucson Electric Power",-54,"megawatthours"
"2026-09-12T22","SRP","Salt River Project Agricultural Improvement and Power District","WALC","Western Area Power Administration - Desert Southwest Region",-105,"megawatthours"
"2026-09-12T22","SW","Southwest","CAL","California",1772,"megawatthours"
"2026-09-12T22","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-12T22","SW","Southwest","NW","Northwest",-981,"megawatthours"
"2026-09-12T22","SWPP","Southwest Power Pool","AECI","Associated Electric Cooperative, Inc.",425,"megawatthours"
"2026-09-12T22","SWPP","Southwest Power Pool","EPE","El Paso Electric Company",0,"megawatthours"
"2026-09-12T22","SWPP","Southwest Power Pool","ERCO","Electric Reliability Council of Texas, Inc.",-1258,"megawatthours"
"2026-09-12T22","SWPP","Southwest Power Pool","MISO","Midcontinent Independent System Operator, Inc.",127,"megawatthours"
"2026-09-12T22","SWPP","Southwest Power Pool","PNM","Public Service Company of New Mexico",0,"megawatthours"
"2026-09-12T22","SWPP","Southwest Power Pool","PSCO","Public Service Company of Colorado",-390,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","AZPS","Arizona Public Service Company",-13,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","BHBA","Black Hills Energy",140,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","NWMT","NorthWestern Corporation",-21,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","PACE","PacifiCorp East",212,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","PNM","Public Service Company of New Mexico",-238,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","PSCO","Public Service Company of Colorado",-556,"megawatthours"
"2026-09-12T22","SWPW","Southwest Power Pool West Balancing Authority Area","WALC","Western Area Power Administration - Desert Southwest Region",109,"megawatthours"
"2026-09-12T22","TAL","City of Tallahassee","FPC","Duke Energy Florida, Inc.",115,"megawatthours"
"2026-09-12T22","TAL","City of Tallahassee","SOCO","Southern Company Services, Inc. - Trans",-116,"megawatthours"
"2026-09-12T22","TEC","Tampa Electric Company","FMPP","Florida Municipal Power Pool",111,"megawatthours"
"2026-09-12T22","TEC","Tampa Electric Company","FPC","Duke Energy Florida, Inc.",-926,"megawatthours"
"2026-09-12T22","TEC","Tampa Electric Company","FPL","Florida Power & Light Co.",876,"megawatthours"
"2026-09-12T22","TEC","Tampa Electric Company","SEC","Seminole Electric Cooperative",-330,"megawatthours"
"2026-09-12T22","TEN","Tennessee","CAR","Carolinas",160,"megawatthours"
"2026-09-12T22","TEN","Tennessee","MIDA","Mid-Atlantic",822,"megawatthours"
"2026-09-12T22","TEN","Tennessee","MIDW","Midwest",-2656,"megawatthours"
"2026-09-12T22","TEN","Tennessee","SE","Southeast",316,"megawatthours"
"2026-09-12T22","TEPC","Tucson Electric Power","AZPS","Arizona Public Service Company",40,"megawatthours"
"2026-09-12T22","TEPC","Tucson Electric Power","EPE","El Paso Electric Company",391,"megawatthours"
"2026-09-12T22","TEPC","Tucson Electric Power","PNM","Public Service Company of New Mexico",-54,"megawatthours"
"2026-09-12T22","TEPC","Tucson Electric Power","SRP","Salt River Project Agricultural Improvement and Power District",54,"megawatthours"
"2026-09-12T22","TEPC","Tucson Electric Power","WALC","Western Area Power Administration - Desert Southwest Region",-333,"megawatthours"
"2026-09-12T22","TEX","Texas","CENT","Central",399,"megawatthours"
"2026-09-12T22","TEX","Texas","MEX","Mexico",0,"megawatthours"
"2026-09-12T22","TIDC","Turlock Irrigation District","BANC","Balancing Authority of Northern California",522,"megawatthours"
"2026-09-12T22","TIDC","Turlock Irrigation District","CISO","California Independent System Operator",-652,"megawatthours"
"2026-09-12T22","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-354,"megawatthours"
"2026-09-12T22","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",39,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","AECI","Associated Electric Cooperative, Inc.",-116,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","CPLW","Duke Energy Progress West",2,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","DUK","Duke Energy Carolinas",158,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company",255,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","MISO","Midcontinent Independent System Operator, Inc.",-2795,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","PJM","PJM Interconnection, LLC",822,"megawatthours"
"2026-09-12T22","TVA","Tennessee Valley Authority","SOCO","Southern Company Services, Inc. - Trans",316,"megawatthours"
"2026-09-12T22","US48","United States Lower 48","CAN","Canada",-6437,"megawatthours"
"2026-09-12T22","US48","United States Lower 48","MEX","Mexico",532,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","AZPS","Arizona Public Service Company",-623,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","CISO","California Independent System Operator",-117,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","GRID","Gridforce Energy Management, LLC",-451,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","IID","Imperial Irrigation District",14,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","LDWP","Los Angeles Department of Water and Power",500,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","NEVP","Nevada Power Company",363,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","SRP","Salt River Project Agricultural Improvement and Power District",105,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","SWPW","Southwest Power Pool West Balancing Authority Area",-189,"megawatthours"
"2026-09-12T22","WALC","Western Area Power Administration - Desert Southwest Region","TEPC","Tucson Electric Power",333,"megawatthours"
"2026-09-12T22","WWA","NaturEner Wind Watch, LLC","NWMT","NorthWestern Corporation",0,"megawatthours"
"2026-09-12T22","YAD","Alcoa Power Generating, Inc. - Yadkin Division","CPLE","Duke Energy Progress East",41,"megawatthours"
"2026-09-12T22","YAD","Alcoa Power Generating, Inc. - Yadkin Division","DUK","Duke Energy Carolinas",44,"megawatthours"
"2026-09-12T21","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",285,"megawatthours"
"2026-09-12T21","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",-3,"megawatthours"
"2026-09-12T21","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-159,"megawatthours"
"2026-09-12T21","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-748,"megawatthours"
"2026-09-12T21","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",106,"megawatthours"
"2026-09-12T21","AVA","Avista Corporation","BPAT","Bonneville Power Administration",-307,"megawatthours"
"2026-09-12T21","AVA","Avista Corporation","CHPD","Public Utility District No. 1 of Chelan County",5,"megawatthours"
"2026-09-12T21","AVA","Avista Corporation","GCPD","Public Utility District No. 2 of Grant County, Washington",27,"megawatthours"
"2026-09-12T21","AVA","Avista Corporation","IPCO","Idaho Power Company",-70,"megawatthours"
"2026-09-12T21","AVA","Avista Corporation","NWMT","NorthWestern Corporation",-56,"megawatthours"
"2026-09-12T21","AVA","Avista Corporation","PACW","PacifiCorp West",50,"megawatthours"
"2026-09-12T21","AVRN","Avangrid Renewables, LLC","BPAT","Bonneville Power Administration",260,"megawatthours"
"2026-09-12T21","AVRN","Avangrid Renewables, LLC","PACW","PacifiCorp West",461,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","CISO","California Independent System Operator",764,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","IID","Imperial Irrigation District",0,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","LDWP","Los Angeles Department of Water and Power",264,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","PACE","PacifiCorp East",7,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","PNM","Public Service Company of New Mexico",108,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","SRP","Salt River Project Agricultural Improvement and Power District",-4563,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","SWPW","Southwest Power Pool West Balancing Authority Area",133,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","TEPC","Tucson Electric Power",-98,"megawatthours"
"2026-09-12T21","AZPS","Arizona Public Service Company","WALC","Western Area Power Administration - Desert Southwest Region",670,"megawatthours"
"2026-09-12T21","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",330,"megawatthours"
"2026-09-12T21","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",-643,"megawatthours"
"2026-09-12T21","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-547,"megawatthours"
"2026-09-12T21","BHBA","Black Hills Energy","PACE","PacifiCorp East",228,"megawatthours"
"2026-09-12T21","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-12T21","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",-79,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","AVA","Avista Corporation",11,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","AVRN","Avangrid Renewables, LLC",-260,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","BANC","Balancing Authority of Northern California",-330,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","BCHA","British Columbia Hydro and Power Authority",-2111,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","CHPD","Public Utility District No. 1 of Chelan County",-239,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","CISO","California Independent System Operator",-500,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","DOPD","PUD No. 1 of Douglas County",62,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","GCPD","Public Utility District No. 2 of Grant County, Washington",253,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","GRID","Gridforce Energy Management, LLC",-775,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","IPCO","Idaho Power Company",-63,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","LDWP","Los Angeles Department of Water and Power",914,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","NEVP","Nevada Power Company",-42,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","NWMT","NorthWestern Corporation",-920,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","PACW","PacifiCorp West",385,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","PGE","Portland General Electric Company",1279,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","PSEI","Puget Sound Energy, Inc.",1509,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","SCL","Seattle City Light",312,"megawatthours"
"2026-09-12T21","BPAT","Bonneville Power Administration","TPWR","City of Tacoma, Department of Public Utilities, Light Division",360,"megawatthours"
"2026-09-12T21","CAL","California","MEX","Mexico",454,"megawatthours"
"2026-09-12T21","CAL","California","NW","Northwest",-1297,"megawatthours"
"2026-09-12T21","CAL","California","SW","Southwest",-2122,"megawatthours"
"2026-09-12T21","CAR","Carolinas","MIDA","Mid-Atlantic",609,"megawatthours"
"2026-09-12T21","CAR","Carolinas","SE","Southeast",-1590,"megawatthours"
"2026-09-12T21","CAR","Carolinas","TEN","Tennessee",-130,"megawatthours"
"2026-09-12T21","CENT","Central","MIDW","Midwest",300,"megawatthours"
"2026-09-12T21","CENT","Central","NW","Northwest",-274,"megawatthours"
"2026-09-12T21","CENT","Central","SW","Southwest",0,"megawatthours"
"2026-09-12T21","CENT","Central","TEX","Texas",-1514,"megawatthours"
"2026-09-12T21","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",-5,"megawatthours"
"2026-09-12T21","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",238,"megawatthours"
"2026-09-12T21","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",29,"megawatthours"
"2026-09-12T21","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",11,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","AZPS","Arizona Public Service Company",-892,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","BANC","Balancing Authority of Northern California",643,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","BPAT","Bonneville Power Administration",500,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","CEN","Centro Nacional de Control de Energia",454,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","IID","Imperial Irrigation District",-246,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","LDWP","Los Angeles Department of Water and Power",-581,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","NEVP","Nevada Power Company",-1298,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","PACW","PacifiCorp West",1,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","SRP","Salt River Project Agricultural Improvement and Power District",-436,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","TIDC","Turlock Irrigation District",662,"megawatthours"
"2026-09-12T21","CISO","California Independent System Operator","WALC","Western Area Power Administration - Desert Southwest Region",126,"megawatthours"
"2026-09-12T21","CPLE","Duke Energy Progress East","DUK","Duke Energy Carolinas",-1359,"megawatthours"
"2026-09-12T21","CPLE","Duke Energy Progress East","PJM","PJM Interconnection, LLC",392,"megawatthours"
"2026-09-12T21","CPLE","Duke Energy Progress East","SC","South Carolina Public Service Authority",18,"megawatthours"
"2026-09-12T21","CPLE","Duke Energy Progress East","SCEG","Dominion Energy South Carolina, Inc.",-206,"megawatthours"
"2026-09-12T21","CPLE","Duke Energy Progress East","YAD","Alcoa Power Generating, Inc. - Yadkin Division",-15,"megawatthours"
"2026-09-12T21","CPLW","Duke Energy Progress West","DUK","Duke Energy Carolinas",44,"megawatthours"
"2026-09-12T21","CPLW","Duke Energy Progress West","PJM","PJM Interconnection, LLC",6,"megawatthours"
"2026-09-12T21","CPLW","Duke Energy Progress West","TVA","Tennessee Valley Authority",1,"megawatthours"
"2026-09-12T21","DEAA","Arlington Valley, LLC","SRP","Salt River Project Agricultural Improvement and Power District",480,"megawatthours"
"2026-09-12T21","DOPD","PUD No. 1 of Douglas County","BPAT","Bonneville Power Administration",-63,"megawatthours"
"2026-09-12T21","DOPD","PUD No. 1 of Douglas County","CHPD","Public Utility District No. 1 of Chelan County",-19,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","CPLE","Duke Energy Progress East",1359,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","CPLW","Duke Energy Progress West",-44,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","PJM","PJM Interconnection, LLC",211,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","SC","South Carolina Public Service Authority",-646,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","SCEG","Dominion Energy South Carolina, Inc.",-141,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","SEPA","Southeastern Power Administration",117,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","SOCO","Southern Company Services, Inc. - Trans",425,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","TVA","Tennessee Valley Authority",-131,"megawatthours"
"2026-09-12T21","DUK","Duke Energy Carolinas","YAD","Alcoa Power Generating, Inc. - Yadkin Division",17,"megawatthours"
"2026-09-12T21","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-247,"megawatthours"
"2026-09-12T21","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-12T21","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-274,"megawatthours"
"2026-09-12T21","ERCO","Electric Reliability Council of Texas, Inc.","CEN","Centro Nacional de Control de Energia",-1,"megawatthours"
"2026-09-12T21","ERCO","Electric Reliability Council of Texas, Inc.","SWPP","Southwest Power Pool",313,"megawatthours"
"2026-09-12T21","FLA","Florida","SE","Southeast",-585,"megawatthours"
"2026-09-12T21","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",650,"megawatthours"
"2026-09-12T21","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-524,"megawatthours"
"2026-09-12T21","FMPP","Florida Municipal Power Pool","JEA","JEA",-49,"megawatthours"
"2026-09-12T21","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-88,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","FMPP","Florida Municipal Power Pool",-622,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","FPL","Florida Power & Light Co.",-1694,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","GVL","Gainesville Regional Utilities",70,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","SEC","Seminole Electric Cooperative",-331,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","SOCO","Southern Company Services, Inc. - Trans",116,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","TAL","City of Tallahassee",-97,"megawatthours"
"2026-09-12T21","FPC","Duke Energy Florida, Inc.","TEC","Tampa Electric Company",908,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","FMPP","Florida Municipal Power Pool",524,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","FPC","Duke Energy Florida, Inc.",1694,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","GVL","Gainesville Regional Utilities",0,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","HST","City of Homestead",87,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","JEA","JEA",790,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","SEC","Seminole Electric Cooperative",-1061,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","SOCO","Southern Company Services, Inc. - Trans",-603,"megawatthours"
"2026-09-12T21","FPL","Florida Power & Light Co.","TEC","Tampa Electric Company",-903,"megawatthours"
"2026-09-12T21","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-27,"megawatthours"
"2026-09-12T21","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",-254,"megawatthours"
"2026-09-12T21","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",75,"megawatthours"
"2026-09-12T21","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-156,"megawatthours"
"2026-09-12T21","GRID","Gridforce Energy Management, LLC","BPAT","Bonneville Power Administration",800,"megawatthours"
"2026-09-12T21","GRID","Gridforce Energy Management, LLC","PNM","Public Service Company of New Mexico",87,"megawatthours"
"2026-09-12T21","GRID","Gridforce Energy Management, LLC","SRP","Salt River Project Agricultural Improvement and Power District",706,"megawatthours"
"2026-09-12T21","GRID","Gridforce Energy Management, LLC","WALC","Western Area Power Administration - Desert Southwest Region",453,"megawatthours"
"2026-09-12T21","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-70,"megawatthours"
"2026-09-12T21","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",0,"megawatthours"
"2026-09-12T21","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",36,"megawatthours"
"2026-09-12T21","HST","City of Homestead","FPL","Florida Power & Light Co.",-85,"megawatthours"
"2026-09-12T21","IID","Imperial Irrigation District","AZPS","Arizona Public Service Company",0,"megawatthours"
"2026-09-12T21","IID","Imperial Irrigation District","CISO","California Independent System Operator",246,"megawatthours"
"2026-09-12T21","IID","Imperial Irrigation District","WALC","Western Area Power Administration - Desert Southwest Region",-4,"megawatthours"
"2026-09-12T21","IPCO","Idaho Power Company","AVA","Avista Corporation",70,"megawatthours"
"2026-09-12T21","IPCO","Idaho Power Company","BPAT","Bonneville Power Administration",63,"megawatthours"
"2026-09-12T21","IPCO","Idaho Power Company","NEVP","Nevada Power Company",-111,"megawatthours"
"2026-09-12T21","IPCO","Idaho Power Company","NWMT","NorthWestern Corporation",-10,"megawatthours"
"2026-09-12T21","IPCO","Idaho Power Company","PACE","PacifiCorp East",-1052,"megawatthours"
"2026-09-12T21","IPCO","Idaho Power Company","PACW","PacifiCorp West",518,"megawatthours"
"2026-09-12T21","ISNE","ISO New England","HQT","Hydro-Quebec TransEnergie",-290,"megawatthours"
"2026-09-12T21","ISNE","ISO New England","NBSO","New Brunswick System Operator",220,"megawatthours"
"2026-09-12T21","ISNE","ISO New England","NYIS","New York Independent System Operator",553,"megawatthours"
"2026-09-12T21","JEA","JEA","FMPP","Florida Municipal Power Pool",49,"megawatthours"
"2026-09-12T21","JEA","JEA","FPL","Florida Power & Light Co.",-790,"megawatthours"
"2026-09-12T21","JEA","JEA","SEC","Seminole Electric Cooperative",16,"megawatthours"
"2026-09-12T21","LDWP","Los Angeles Department of Water and Power","AZPS","Arizona Public Service Company",-264,"megawatthours"
"2026-09-12T21","LDWP","Los Angeles Department of Water and Power","BPAT","Bonneville Power Administration",-914,"megawatthours"
"2026-09-12T21","LDWP","Los Angeles Department of Water and Power","CISO","California Independent System Operator",582,"megawatthours"
"2026-09-12T21","LDWP","Los Angeles Department of Water and Power","NEVP","Nevada Power Company",355,"megawatthours"
"2026-09-12T21","LDWP","Los Angeles Department of Water and Power","PACE","PacifiCorp East",-271,"megawatthours"
"2026-09-12T21","LDWP","Los Angeles Department of Water and Power","WALC","Western Area Power Administration - Desert Southwest Region",-652,"megawatthours"
"2026-09-12T21","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company","MISO","Midcontinent Independent System Operator, Inc.",-461,"megawatthours"
"2026-09-12T21","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company","PJM","PJM Interconnection, LLC",145,"megawatthours"
"2026-09-12T21","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company","TVA","Tennessee Valley Authority",-209,"megawatthours"
"2026-09-12T21","MIDA","Mid-Atlantic","CAR","Carolinas",-541,"megawatthours"
"2026-09-12T21","MIDA","Mid-Atlantic","MIDW","Midwest",-2308,"megawatthours"
"2026-09-12T21","MIDA","Mid-Atlantic","NY","New York",580,"megawatthours"
"2026-09-12T21","MIDA","Mid-Atlantic","TEN","Tennessee",-151,"megawatthours"
"2026-09-12T21","MIDW","Midwest","CAN","Canada",-2895,"megawatthours"
"2026-09-12T21","MIDW","Midwest","CENT","Central",-1206,"megawatthours"
"2026-09-12T21","MIDW","Midwest","MIDA","Mid-Atlantic",-468,"megawatthours"
"2026-09-12T21","MIDW","Midwest","SE","Southeast",-840,"megawatthours"
"2026-09-12T21","MIDW","Midwest","TEN","Tennessee",2605,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","AECI","Associated Electric Cooperative, Inc.",-293,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","IESO","Ontario IESO",-1297,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company",467,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","MHEB","Manitoba Hydro",-1598,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","PJM","PJM Interconnection, LLC",-613,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","SIKE","Sikeston Board of Municipal Utilities",-41,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","SOCO","Southern Company Services, Inc. - Trans",-840,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","SPA","Southwestern Power Administration",69,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","SWPP","Southwest Power Pool",-356,"megawatthours"
"2026-09-12T21","MISO","Midcontinent Independent System Operator, Inc.","TVA","Tennessee Valley Authority",2708,"megawatthours"
"2026-09-12T21","NE","New England","CAN","Canada",-70,"megawatthours"
"2026-09-12T21","NE","New England","NY","New York",553,"megawatthours"
"2026-09-12T21","NEVP","Nevada Power Company","BPAT","Bonneville Power Administration",42,"megawatthours"
"2026-09-12T21","NEVP","Nevada Power Company","CISO","California Independent System Operator",1295,"megawatthours"
"2026-09-12T21","NEVP","Nevada Power Company","IPCO","Idaho Power Company",-19,"megawatthours"
"2026-09-12T21","NEVP","Nevada Power Company","LDWP","Los Angeles Department of Water and Power",-355,"megawatthours"
"2026-09-12T21","NEVP","Nevada Power Company","PACE","PacifiCorp East",-53,"megawatthours"
"2026-09-12T21","NEVP","Nevada Power Company","WALC","Western Area Power Administration - Desert Southwest Region",-268,"megawatthours"
"2026-09-12T21","NW","Northwest","CAL","California",1294,"megawatthours"
"2026-09-12T21","NW","Northwest","CAN","Canada",-2111,"megawatthours"
"2026-09-12T21","NW","Northwest","CENT","Central",170,"megawatthours"
"2026-09-12T21","NW","Northwest","SW","Southwest",938,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","AESO","Alberta Electric System Operator",0,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","AVA","Avista Corporation",56,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","BPAT","Bonneville Power Administration",920,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","GWA","NaturEner Power Watch, LLC",-37,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","IPCO","Idaho Power Company",10,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","PACE","PacifiCorp East",51,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","SWPW","Southwest Power Pool West Balancing Authority Area",36,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","WAUW","Western Area Power Administration - Upper Great Plains West",0,"megawatthours"
"2026-09-12T21","NWMT","NorthWestern Corporation","WWA","NaturEner Wind Watch, LLC",0,"megawatthours"
"2026-09-12T21","NY","New York","CAN","Canada",-328,"megawatthours"
"2026-09-12T21","NY","New York","MIDA","Mid-Atlantic",-1616,"megawatthours"
"2026-09-12T21","NY","New York","NE","New England",-528,"megawatthours"
