"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"2024","AK","Alaska","395009","121336","92715","228890","6202782","6020426","0","282127",NA,"6046503","61020","487724","0","1","6690506","6046503",NA,NA,"6690506","6690506","132986","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","AL","Alabama","0","0","5025329","5244160","137895887","104914796","0","4083781","16949","87505983","32981091","5025329","45473808","1.47","142921216","87522932",NA,NA,"142921216","142921216","596535","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","AR","Arkansas","50310","1059673","1010404","856920","60481769","54385955","0","2328116","70789","49825023","5036141","1060714","8121558","1.15","61542484","49895812",NA,NA,"61542484","61542484","340078","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","AZ","Arizona","152660","34036","33847","549614","115840004","86748533","0","4238707","738806","90104482","29057435","186507","19773352","1.21","116026511","90843288","2384",NA,"116026511","116026511","619166","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","CA","California","2371729","9767848","11790774","13039332","200028880","75921531","89617960","11465052","2028838","154070347","114339501","14162504","-53170113",".81","220220020","245717145","1493856","6028637","214191383","220220020","1674749","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","CO","Colorado","21856","59100","247854","293978","58528685","37597975","0","2652264","176696","56666208","20871610","269711","-1378178",".98","58798395","56842904",NA,NA,"58798395","58798395","387427","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","CT","Connecticut","189153","160421","656183","912867","43916076","133816","13488089","1276202","129566","13733700","43621839","845337","15034568","1.51","44761412","27351355",NA,NA,"44761412","44761412","186420","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","DC","District of Columbia","155547","0","0","152337","31648","1486","6920746","473264","9774","3212395","30161","155547","-10650452",".02","187195","10142915",NA,NA,"187195","187195","69132","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","DE","Delaware","5160","114521","1160753","677927","3633299","72718","3871501","530702","3901","7498514","3446060","1165913","-7860855",".38","4799212","11373916",NA,NA,"4799212","4799212","77522","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","FL","Florida","993722","1683815","3499109","3809128","261626404","249530741","0","11902640","2373","255093085","10411848","4492832","-6426658",".98","266119236","255095458",NA,NA,"266119236","266119236","1738669","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","GA","Georgia","2975","456261","4855906","4923024","134946548","115578040","0","6999118","2870","150001095","18912247","4858881","-23143069",".86","139805428","150003965",NA,NA,"139805428","139805428","1022391","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","HI","Hawaii","345325","1390707","227558","377288","8588095","5577115","0","417703","70323","8881811","1620273","572884","0","1","9160979","8952134",NA,NA,"9160979","9160979","-586146","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","IA","Iowa","132530","0","2248469","2386953","68083148","55445254","0","2563029","5133","54925289","12637894","2381000","10209351","1.17","70464148","54930422",NA,NA,"70464148","70464148","374392","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","ID","Idaho","76647","23551","529092","574660","19429699","13475312","0","1230392",NA,"26369555","5930836","605739","-8318897",".71","20035438","26369555",NA,NA,"20035438","20035438","179728","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","IL","Illinois","400781","669931","1962524","2586569","182649630","4244628","79764753","6216308","543823","52918331","177735071","2363305","42075109","1.29","185012935","133226907",NA,NA,"185012935","185012935","908042","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","IN","Indiana","229531","6702383","4635990","7221008","92147360","59951925","0","4629542",NA,"99219607","25493052","4865520","-14733534",".87","97012880","99219607",NA,NA,"97012880","97012880","676257","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","KS","Kansas","12744","0","375274","284332","57308137","30081305","0","1925090","12220","41245990","27226832","388018","13947317","1.32","57696155","41258210",NA,NA,"57696155","57696155","281206","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","KY","Kentucky","1554","0","510103","307235","66439191","65645705","0","3471745","129710","74276161","793486","511657","-11741135",".85","66950848","74405871",NA,NA,"66950848","66950848","507132","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","LA","Louisiana","57670","2967209","27683262","15215299","71881904","64884441","0","4449307",NA,"95356829","4030254","27740931","-16048529",".86","99622835","95356829",NA,NA,"99622835","99622835","649929","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MA","Massachusetts","1727252","1610954","147557","864995","19040080","547032","33713254","2305849","334073","15371248","16882095","1874809","-32011354",".4","20914890","49418575",NA,NA,"20914890","20914890","336825","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MD","Maryland","321578","1291014","55819","296115","35047418","2973907","27055975","2753786","295376","31667337","30782497","377398","-27046030",".57","35424816","59018688",NA,NA,"35424816","35424816","402257","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","ME","Maine","41151","498495","1012958","1428108","13601069","2558","4903173","529194","139809","6298609","13100015","1054109","2183717","1.16","16084767","11341591","524855","1429589","14655178","16084767","77302","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MI","Michigan","721043","17879556","1284060","2257139","122194987","90700020","8526167","4618876","399941","90064906","13615411","2005103","18656491","1.17","127564535","98991014","2366316","3364445","124200090","127564535","674699","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MN","Minnesota","255896","1645213","1443099","1737526","56896226","40859064","0","3012439","59389","64502719","14391949","1698995","-7299302",".9","63677106","64562108","1224295","5081884","58595222","63677106","440040","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MO","Missouri","192488","210337","40261","291580","66642961","60065316","0","3628995",NA,"77776034","6367308","232749","-15351002",".81","66875710","77776034",NA,NA,"66875710","66875710","530103","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MS","Mississippi","0","0","1851586","1852126","75485125","71679097","0","2271602","627","48683985","3806029","1851586","24196549","1.46","77336712","48684612",NA,NA,"77336712","77336712","331823","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","MT","Montana","0","381832","26193","24585","26846690","11663292","3084916","726350",NA,"12482097","14801566","26193","10218513","1.6","27236261","15567013","593700","363378","26872883","27236261","106101","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NC","North Carolina","262515","26371","1310844","1620973","133392037","112771407","0","6387904","126925","136777601","20594259","1573359","-10881115",".93","134965396","136904526",NA,NA,"134965396","134965396","933108","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","ND","North Dakota","130","0","171116","183212","42385997","32737889","0","1389041","0","29769698","9648108","171246","10579449","1.32","43255574","29769698","1131271","698331","42557243","43255574","202903","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NE","Nebraska","19586","0","327231","437899","36882133","24875737","0","1641998","36405","35154640","12006396","346817","-281846",".99","37228950","35191045",NA,NA,"37228950","37228950","239854","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NH","New Hampshire","59718","0","23440","86983","16859321","6888","6738771","509241",NA,"4175190","16852433","83158","5357908","1.46","16942479","10913961",NA,NA,"16942479","16942479","74387","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NJ","New Jersey","1137865","5953781","630011","1848153","58407369","263583","27485159","3430943","573404","45472861","52190005","1767876","-19136447",".76","60175245","73531424",NA,NA,"60175245","60175245","501172","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NM","New Mexico","109793","18344","69151","257489","39518350","20682823","0","1413614","113651","30182703","18817183","178944","7523344","1.23","39697294","30296354",NA,NA,"39697294","39697294","206493","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NV","Nevada","109549","1084679","480809","174583","44938069","26477919","6636032","1897394","6152","34022455","17375471","590358","2514651","1.06","45528427","40664639",NA,NA,"45528427","45528427","277160","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","NY","New York","1798499","13351959","857455","2663590","126359539","36206575","61848266","6555550","473062","78176173","76801006","2655953","-15534925",".9","137866347","140497501","2727033","8850854","129015493","137866347","957597","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","OH","Ohio","293148","1851091","743696","1210523","141709861","15750379","115536524","7171917","196842","37974010","124108392","1036844","-20390743",".88","142746706","153707376",NA,NA,"142746706","142746706","1047632","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","OK","Oklahoma","-6352","0","849176","885781","93226321","46637698","0","3363397",NA,"72083773","46588623","842824","17244889","1.22","94069145","72083773",NA,NA,"94069145","94069145","491306","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","OR","Oregon","80196","7047425","756175","635425","63824878","41615710","3195874","2784675","5241","56479586","15161743","836371","1153679","1.02","64661249","59680701",NA,NA,"64661249","64661249","406769","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","PA","Pennsylvania","585006","9217444","3745760","6926108","237167882","112494","88760505","6632493","320004","53066005","227837944","4330766","84824698","1.54","241498648","142146514",NA,NA,"241498648","241498648","968836","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","RI","Rhode Island","40620","0","147275","200287","9589131","119","4071522","345945","30839","3311886","9589012","187895","1766013","1.22","9777026","7414247",NA,NA,"9777026","9777026","50534","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","SC","South Carolina","2743","737884","1620516","1956994","98862156","94346752","0","3917603",NA,"83961428","3777520","1623259","10077131","1.11","100485416","83961428",NA,NA,"100485416","100485416","572261","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","SD","South Dakota","15","0","64693","65249","20807286","10820658","0","636306",NA,"13637204","9986628","64708","6440287","1.45","20871994","13637204",NA,NA,"20871994","20871994","92948","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","TN","Tennessee","204562","0","2089036","2383987","73873169","71979795","0","4804181","56830","102905605","1893374","2293597","-34685604",".69","76166766","102962435",NA,NA,"76166766","76166766","701767","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","TX","Texas","601265","46361302","42123070","37853112","523778353","94888698","0","23583199","10266139","495165178","382528352","42724335","-4382744",".99","566527444","505431317","597663","24756","566502688","566527444","3444897","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","US","United States","15258042","136603217","136749223","135040521","4156627033","2256336248","593516397","185489533","17429967","3364435468","1763687568","152007264","0","1","4341888785","3975381832","19437047","33254488","4308634297","4341888785","26539852","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","UT","Utah","149771","115632","348912","587404","34635224","27900028","0","1618530","2696","34685387","6619564","498682","-1996537",".95","35133906","34688083",NA,NA,"35133906","35133906","236426","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","VA","Virginia","828113","2088756","2209775","2468908","99660727","76210758","5989398","6441107","37517","132017857","21361213","3037888","-45197052",".69","102698615","138044772",NA,NA,"102698615","102698615","940880","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","VT","Vermont","2337","0","0","2958","2256554","900131","0","254712","5392","5453555","1356423","2337","2683457","1.47","8438845","5458947","1564","6179954","2258891","8438845","37207","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","WA","Washington","16871","0","1834978","445604","100545862","87935319","2307812","4198502",NA,"87673817","12610543","1851849","7514232","1.08","103630371","89981629","877110","1232660","102397711","103630371","613293","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","WI","Wisconsin","107780","20357","1321456","1463939","63847108","52258080","0","3186447","6904","68284520","11568671","1429236","-8130924",".89","65276344","68291424",NA,NA,"65276344","65276344","465458","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","WV","West Virginia","0","0","1160618","743675","49434200","38220038","0","1539325",NA,"32990570","11214162","1160618","15096392","1.43","50594818","32990570",NA,NA,"50594818","50594818","224856","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2024","WY","Wyoming","0","0","1457346","1543990","39251805","34034785","0","803333",NA,"17216901","5217020","1457346","21027580","2.07","40709150","17216901",NA,NA,"40709150","40709150","117346","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","AK","Alaska","384137","143360","117398","257915","6216291","6022622","0","266812","47","6024551","50309","501534","0","1","6717825","6024598",NA,NA,"6717825","6717825","168500","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","AL","Alabama","0","5422456","4724524","5491093","134710486","97500930","0","3759111","15526","84864833","31787099","4724524","44873804","1.47","139435010","84880359","0","0","139435010","139435010","430643","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","AR","Arkansas","55480","1213353","905744","1062832","62234422","57014938","0","2154540","17608","48631692","4006131","961224","11082151","1.21","63195647","48649300","0","0","63195647","63195647","246824","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","AZ","Arizona","150807","149275","33506","164805","111654423","86637418","0","3805100","77714","85841084","24867730","184313","21510386","1.24","111838736","85918798","3735",NA,"111838736","111838736","435912","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","CA","California","2503686","11550177","11688077","13048166","202437031","77632620","87269085","10605911","2002513","150208854","113254234","14191763","-43244434",".84","222302899","239480452","1197792","5674105","216628794","222302899","1215012","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","CO","Colorado","23979","60481","220180","251618","57297560","39335503","0","2460853","175842","55389977","17901576","244159","-1018485",".98","57541720","55565819","0","0","57541720","57541720","281915","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","CT","Connecticut","294400","168386","655013","925931","39717006","135024","12740189","1181811","144730","13800257","39413596","949413","11738112","1.41","40666418","26685176","0","0","40666418","40666418","135388","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","DC","District of Columbia","147276","0","0","149439","24594","3226","6422278","437545","10153","3447283","21368","147276","-10344953",".02","171870","9879714","0","0","171870","171870","50125","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","DE","Delaware","6809","89817","1262161","707486","3503089","24560","3719808","490776","3589","7358274","3388712","1268970","-7564097",".39","4772059","11081671","0","0","4772059","4772059","56223","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","FL","Florida","1096984","2023840","3644064","3905015","255057431","243421282","0","11113431","4046","250936168","9612310","4741048","-7433335",".97","259798479","250940214","0","0","259798479","259798479","1273154","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","GA","Georgia","2416","421802","4326930","4764167","124892167","105782142","0","6290055","2884","142025947","18688223","4329346","-24582128",".84","129221513","142028831","0","0","129221513","129221513","720588","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
