"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"1999","MA","Massachusetts","427603","6332803","452833","4302809","39694959","4359511","1586664","3876119","0","47820780","29002645","880435","-13045490",".77","42509765","49407444","21","1934370","40575395","42509765","51625405","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","MD","Maryland","24883","1527960","467759","1091511","51192975","49323828","0","4635440","0","59086225","341187","492643","-14748689",".78","51685618","59086225","0","0","51685618","51685618","61738689","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","ME","Maine","182346","828690","4524281","3913806","7967301","1189273","0","937003","0","11943634","5949337","4706627","3094417","1.22","17110209","11943634","583136","4436281","12673928","17110209","12479795","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","MI","Michigan","683703","11079892","1877968","2973171","100678044","87874695","501329","8157531","0","103479677","1723457","2561671","-13892710",".88","104128931","103981006","1108301","889216","103239715","104128931","108648854","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","MN","Minnesota","130607","605974","2797248","2858845","45591525","44153826","0","4503081","0","57399085","831725","2927855","-10022208",".85","55620155","57399085","1103213","7100775","48519380","55620155","59975811","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","MO","Missouri","141028","0","169800","310124","73504882","73504882","69318","5416725","0","68975652","0","310828","-3811422",".95","73819269","69044970","122","3559","73815710","73819269","72144489","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","MS","Mississippi","25084","0","2351101","2381026","32468786","32212133","0","3450308","0","43979792","256653","2376185","-14605799",".7","34844971","43979792","0","0","34844971","34844971","45954101","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","MT","Montana","0","489744","66572","131849","31352763","27596974","1149744","1041970","0","12131855","3266045","66572","16469590","2.1","31438161","13281599","35360","18826","31419335","31438161","13877828","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NC","North Carolina","107359","2834663","4058828","3990375","113191429","109882388","0","9023182","0","115015125","474377","4166187","-11962882",".91","117357616","115015125","0","0","117357616","117357616","120178310","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","ND","North Dakota","0","0","157573","157573","31259830","31259830","0","714871","0","9112193","0","157573","21011911","2.98","31598555","9112193","341256","181152","31417403","31598555","9521248","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NE","Nebraska","18289","8733","47762","74784","29989700","29980967","0","1789494","0","22810012","0","66051","4367738","1.17","30082480","22810012","68382","26729","30055751","30082480","23833981","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NH","New Hampshire","27870","94192","373357","461225","15788020","13875659","165209","775741","0","9722869","1818169","401226","7005536","1.63","18123617","9888078","21","1934370","16189247","18123617","10331969","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NJ","New Jersey","160361","13524590","3021560","2434464","53621500","38867608","121473","5546812","0","70581680","1229302","3181921","-22693636",".71","56803421","70703153","0","0","56803421","56803421","73877107","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NM","New Mexico","56984","524477","285915","387112","32178957","31654480","43800","1415378","0","17997502","0","342899","12236852","1.6","32521856","18041302","0","0","32521856","32521856","18851198","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NV","Nevada","0","2334811","0","244027","30532130","26485602","0","2059628","0","26253307","1711717","0","1014149","1.03","30532130","26253307","0","0","30532130","30532130","27431856","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","NY","New York","834146","21096791","2471286","4344332","142975431","97009440","9543250","10934472","0","129834391","24869200","3305432","-9454649",".94","149450760","139377641","2192729","3169897","146280863","149450760","145634485","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","OH","Ohio","3436","117106","1297749","1376555","141029246","140912140","0","12887396","0","164270662","0","1301185","-42367776",".77","142330431","164270830","0","0","142330431","142330431","171645163","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","OK","Oklahoma","39272","3433579","1113717","1002821","53712371","50278792","0","3666588","0","46736630","0","1152989","2316335","1.04","54865361","46736630","0","0","54865361","54865361","48834699","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","OR","Oregon","6303","3915583","645608","670217","56196436","51698318","547341","3729905","0","46996366","582535","651911","3702055","1.07","57325666","47543707","167483","477320","56848346","57325666","49678010","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","PA","Pennsylvania","430820","7107445","3764115","4288063","190333112","161595988","32859903","10111170","0","96023410","21629679","4194934","49598244","1.34","194541396","128883313","29760","13350","194528046","194541396","134669051","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","RI","Rhode Island","48832","472964","2364","61021","6325685","9436","495561","560938","0","6654512","5843285","51196","272035","1.03","8311251","7150073","21","1934370","6376881","8311251","7471046","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","SC","South Carolina","65164","627468","2153938","1972255","88014407","87347364","0","5750820","0","73303562","39575","2219102","7813160","1.09","90233509","73303562","0","0","90233509","90233509","76594253","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","SD","South Dakota","0","0","0","0","10557027","10557027","0","621525","0","7922354","0","0","1876577","1.21","10828151","7922354","44132","271124","10557027","10828151","8277995","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","TN","Tennessee","136410","146","3289134","3381996","89894590","89682569","0","7310199","0","93180379","211876","3425544","-11449997",".89","93320134","93180379","0","0","93320134","93320134","97363370","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","TX","Texas","503162","25590396","39321347","42987715","319120234","292458336","0","23680318","0","301844180","1071502","39824509","19709773","1.06","359148860","301844180","19575","204117","358944743","359148860","315394362","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","US","United States","8563054","155404288","156264291","171629285","3529982463","3173673550","76188042","259840277","0","3235899039","200904625","164827345","0","1","3738024552","3312087081","14221773","43214744","3694809808","3738024552","3460478786","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","UT","Utah","26310","8169","269853","327340","36488465","36071421","0","1716456","0","21879032","408876","296163","12184757","1.5","36784629","21879032","0","0","36784629","36784629","22861208","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","VA","Virginia","543276","3233798","2641144","2983983","70713189","65071068","0","7298595","0","93032468","2408323","3184420","-30705823",".71","73897608","93032468","0","0","73897608","73897608","97208820","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","VT","Vermont","0","0","35757","112268","5667836","4734555","0","433631","0","5527328","933281","35757","7161177","2.12","13540985","5527328","165078","7837392","5703593","13540985","5775459","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","WA","Washington","117921","3047598","1362400","1422104","115603696","112071721","4874988","7769140","0","94155336","484377","1480321","7546923","1.06","125917939","99030324","7025492","8833922","117084017","125917939","103475932","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","WI","Wisconsin","152010","813001","2636062","2767317","55750779","54704370","0","4985433","0","63547448","233407","2788072","-12513742",".82","58941432","63547448","3248","402581","58538851","58941432","66400179","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","WV","West Virginia","0","435126","1687816","1763441","93004781","91677692","0","2129505","0","27144008","891963","1687816","64171644","3.1","94692597","27144008","0","0","94692597","94692597","28362540","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1999","WY","Wyoming","0","0","670284","670284","42962207","42951057","0","924350","0","11782349","11150","670284","30384413","3.29","43632491","11782349","0","0","43632491","43632491","12311275","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","AK","Alaska","150828","211373","876375","1104129","4801643","4590270","0","362264","0","5094584","0","1027202","0","1","5829837","5094584","0","992","5828845","5829837","5461375","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","AL","Alabama","0","842095","5621779","6441674","114240345","113393840","0","5629812","0","79173033","4410","5621779","31423683","1.36","119862125","79173033","0","0","119862125","119862125","82723015","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","AR","Arkansas","41182","0","2422110","2416635","43202008","43198908","0","2795613","0","39315195","3100","2463292","1749928","1.04","45665300","39315195","0","0","45665300","45665300","41078027","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","AZ","Arizona","20228","410095","365506","385928","81709336","81299241","0","3970887","0","55843277","0","385735","19724756","1.32","82099071","55843277","0","4000","82095071","82099071","58347198","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","CA","California","2037539","23266896","17441143","13870511","170122024","114926213","10038283","16812276","0","226395687","31928915","19478682","-75113861",".72","190952568","236433970","1968578","1351861","189600707","190952568","247035270","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","CO","Colorado","161072","2850204","90582","507183","38629910","35471294","0","2814047","0","39574437","308412","251654","-5320256",".88","38882764","39574437","0","1200","38881564","38882764","41348891","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","CT","Connecticut","481675","2263539","362505","598457","18847313","15122925","0","2059005","0","28956144","1460849","844180","-10892219",".66","21457064","28956144","6239","1765571","19691493","21457064","30254484","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","DC","District of Columbia","0","0","0","0","243975","243975","0","731063","0","10281067","0","0","-11239425",".02","243975","10281067","0","0","243975","243975","10742056","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","DE","Delaware","0","0","580846","580846","6317738","6317738","0","739366","0","10397825","0","580846","-4715811",".59","6898584","10397825","0","0","6898584","6898584","10864051","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","FL","Florida","132489","9348091","6443329","7229835","183053177","169447167","0","13322354","0","187354592","4257920","6575818","-19643197",".91","189628995","187354592","0","0","189628995","189628995","195755253","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","GA","Georgia","17786","791807","5390500","5422551","109915421","108716930","0","7873067","0","110720323","406684","5408285","-8350336",".93","115323706","110720323","0","0","115323706","115323706","115684832","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","HI","Hawaii","0","2789931","489878","432239","9738204","6301169","0","658533","0","9261071","647104","489878","0","1","10228082","9261071","0","0","10228082","10228082","9559856","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","IA","Iowa","108037","145669","1086550","1296156","37254201","37085476","0","2653618","0","37318292","23057","1194587","-3168399",".92","38556676","37318292","41264","107888","38448788","38556676","38991579","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","ID","Idaho","0","214535","758335","772803","13150338","11978079","800607","1569842","0","21276346","957724","758335","-10602499",".57","14057116","22076953","70","148443","13908673","14057116","23066854","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","IL","Illinois","269841","293627","3106334","3615722","135088388","131273709","479696","9364678","0","131217397","3521052","3376175","-8637603",".94","138464563","131697093","0","0","138464563","138464563","137602175","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","IN","Indiana","196594","0","3715306","4298130","113559624","112771878","0","6546092","0","92058825","787746","3911900","14642484","1.14","117471525","92058825","0","0","117471525","117471525","96186592","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","KS","Kansas","1243","0","91732","93703","41492252","41480827","0","2427630","0","34140176","11425","92975","3456095","1.09","41588927","34140176","0","3700","41585227","41588927","35670968","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","KY","Kentucky","0","0","15652","11314","90917375","86151121","0","5393541","0","75850311","4766254","15652","6212315","1.07","90933027","75850311","0","0","90933027","90933027","79251310","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","LA","Louisiana","28405","1663546","20584810","20351947","69035397","66107474","0","5526212","0","77716091","1264378","20613215","2823583","1.03","89648612","77716091","0","0","89648612","89648612","81200748","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MA","Massachusetts","358603","6295786","392163","1851289","44932848","26036881","0","3456342","0","48607144","12600181","750766","-6850456",".87","47449185","48607144","6239","1765571","45683614","47449185","50786602","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MD","Maryland","29566","1404885","399999","1065636","50223452","48513503","0","4112417","0","57833638","305063","429565","-13945102",".78","50653017","57833638","0","0","50653017","50653017","60426803","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","ME","Maine","201274","841585","4606816","4659261","6195230","3549008","0","824757","0","11598695","1804636","4808090","1984713","1.15","14960269","11598695","15775","3956949","11003320","14960269","12118766","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MI","Michigan","638193","11014262","1931810","2872197","97907390","85146307","0","7146765","0","100506195","1746821","2570003","-13319056",".89","102504865","100506195","3561049","2027472","100477393","102504865","105012728","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MN","Minnesota","123878","650177","2761277","2899574","45132750","43976935","0","4034939","0","56744047","505638","2885155","-7428906",".88","56971792","56744047","1017758","8953887","48017905","56971792","59288357","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MO","Missouri","116623","0","176535","293159","74894188","74894188","24373","4907137","0","68985563","0","293159","-1893028",".98","75187946","69009936","314","599","75187347","75187946","72104219","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MS","Mississippi","21861","0","2391461","2417381","31995735","31991676","0","3022805","0","42510238","4059","2413322","-13075003",".72","34409057","42510238","0","0","34409057","34409057","44416327","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","MT","Montana","0","442824","59336","109500","28401180","27616913","371268","1005806","0","13773564","341443","59336","12684082","1.8","28487356","14144832","4153","26840","28460516","28487356","14779060","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","NC","North Carolina","118786","3024234","4656616","4567766","116603424","113112235","0","8077572","0","113596306","466955","4775401","-5506688",".96","121378825","113596306","0","0","121378825","121378825","118689777","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","ND","North Dakota","0","0","152974","152974","30518976","30518976","0","584532","0","8220384","0","152974","21289803","3.22","30895741","8220384","424064","223791","30671950","30895741","8588968","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","NE","Nebraska","20573","8400","47610","76582","28728609","28720209","0","1645781","0","23144897","0","68183","2896873","1.11","28826393","23144897","77840","29602","28796791","28826393","24182678","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","NH","New Hampshire","26113","92418","372321","459167","15690418","14237580","49467","661528","0","9253715","1360420","398434","7456564","1.72","17854423","9303182","6239","1765571","16088852","17854423","9720329","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
