"period","respondent","respondent-name","fueltype","type-name","value","value-units"
"2026-09-09T06","AVA","Avista Corporation","NG","Natural Gas",424,"megawatthours"
"2026-09-09T06","AVA","Avista Corporation","OTH","Other",129,"megawatthours"
"2026-09-09T06","AVA","Avista Corporation","SUN","Solar",0,"megawatthours"
"2026-09-09T06","AVA","Avista Corporation","WAT","Hydro",167,"megawatthours"
"2026-09-09T06","AVA","Avista Corporation","WND","Wind",40,"megawatthours"
"2026-09-09T06","AVRN","Avangrid Renewables, LLC","NG","Natural Gas",503,"megawatthours"
"2026-09-09T06","AVRN","Avangrid Renewables, LLC","SUN","Solar",0,"megawatthours"
"2026-09-09T06","AVRN","Avangrid Renewables, LLC","WAT","Hydro",0,"megawatthours"
"2026-09-09T06","AVRN","Avangrid Renewables, LLC","WND","Wind",0,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","BAT","Battery storage",1270,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","COL","Coal",1013,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","NG","Natural Gas",2109,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","NUC","Nuclear",0,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","OTH","Other",28,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","SUN","Solar",63,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","UES","Unknown energy storage",-10,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","WAT","Hydro",0,"megawatthours"
"2026-09-09T06","AZPS","Arizona Public Service Company","WND","Wind",139,"megawatthours"
"2026-09-09T06","BANC","Balancing Authority of Northern California","NG","Natural Gas",1622,"megawatthours"
"2026-09-09T06","BANC","Balancing Authority of Northern California","OTH","Other",9,"megawatthours"
"2026-09-09T06","BANC","Balancing Authority of Northern California","SUN","Solar",0,"megawatthours"
"2026-09-09T06","BANC","Balancing Authority of Northern California","WAT","Hydro",945,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","NG","Natural Gas",1030,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","NUC","Nuclear",1150,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","OTH","Other",88,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","SNB","Solar with integrated battery storage",1,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","SUN","Solar",-2,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","WAT","Hydro",5747,"megawatthours"
"2026-09-09T06","BPAT","Bonneville Power Administration","WND","Wind",51,"megawatthours"
"2026-09-09T06","CAL","California","BAT","Battery storage",147,"megawatthours"
"2026-09-09T06","CAL","California","COL","Coal",0,"megawatthours"
"2026-09-09T06","CAL","California","GEO","Geothermal",1144,"megawatthours"
"2026-09-09T06","CAL","California","NG","Natural Gas",22610,"megawatthours"
"2026-09-09T06","CAL","California","NUC","Nuclear",2242,"megawatthours"
"2026-09-09T06","CAL","California","OIL","Petroleum",18,"megawatthours"
"2026-09-09T06","CAL","California","OTH","Other",2347,"megawatthours"
"2026-09-09T06","CAL","California","PS","Pumped storage",178,"megawatthours"
"2026-09-09T06","CAL","California","SNB","Solar with integrated battery storage",9,"megawatthours"
"2026-09-09T06","CAL","California","SUN","Solar",-43,"megawatthours"
"2026-09-09T06","CAL","California","WAT","Hydro",5134,"megawatthours"
"2026-09-09T06","CAL","California","WND","Wind",1293,"megawatthours"
"2026-09-09T06","CAR","Carolinas","BAT","Battery storage",-51,"megawatthours"
"2026-09-09T06","CAR","Carolinas","COL","Coal",3732,"megawatthours"
"2026-09-09T06","CAR","Carolinas","NG","Natural Gas",5341,"megawatthours"
"2026-09-09T06","CAR","Carolinas","NUC","Nuclear",10590,"megawatthours"
"2026-09-09T06","CAR","Carolinas","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","CAR","Carolinas","OTH","Other",798,"megawatthours"
"2026-09-09T06","CAR","Carolinas","PS","Pumped storage",-1384,"megawatthours"
"2026-09-09T06","CAR","Carolinas","SNB","Solar with integrated battery storage",-3,"megawatthours"
"2026-09-09T06","CAR","Carolinas","SUN","Solar",-4,"megawatthours"
"2026-09-09T06","CAR","Carolinas","WAT","Hydro",29,"megawatthours"
"2026-09-09T06","CHPD","Public Utility District No. 1 of Chelan County","WAT","Hydro",774,"megawatthours"
"2026-09-09T06","CHPD","Public Utility District No. 1 of Chelan County","WND","Wind",0,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","COL","Coal",0,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","GEO","Geothermal",720,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","NG","Natural Gas",18126,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","NUC","Nuclear",2242,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","OIL","Petroleum",18,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","OTH","Other",2135,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","SUN","Solar",-43,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","WAT","Hydro",3991,"megawatthours"
"2026-09-09T06","CISO","California Independent System Operator","WND","Wind",1236,"megawatthours"
"2026-09-09T06","DEAA","Arlington Valley, LLC","NG","Natural Gas",535,"megawatthours"
"2026-09-09T06","DOPD","PUD No. 1 of Douglas County","WAT","Hydro",326,"megawatthours"
"2026-09-09T06","EPE","El Paso Electric Company","NG","Natural Gas",901,"megawatthours"
"2026-09-09T06","EPE","El Paso Electric Company","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T06","EPE","El Paso Electric Company","SUN","Solar",131,"megawatthours"
"2026-09-09T06","GCPD","Public Utility District No. 2 of Grant County, Washington","WAT","Hydro",469,"megawatthours"
"2026-09-09T06","GRID","Gridforce Energy Management, LLC","COL","Coal",0,"megawatthours"
"2026-09-09T06","GRID","Gridforce Energy Management, LLC","NG","Natural Gas",1948,"megawatthours"
"2026-09-09T06","GRID","Gridforce Energy Management, LLC","SUN","Solar",-1,"megawatthours"
"2026-09-09T06","GRID","Gridforce Energy Management, LLC","WND","Wind",419,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","BAT","Battery storage",147,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","GEO","Geothermal",424,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","NG","Natural Gas",78,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","SNB","Solar with integrated battery storage",9,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","SUN","Solar",0,"megawatthours"
"2026-09-09T06","IID","Imperial Irrigation District","WAT","Hydro",14,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","BAT","Battery storage",-5,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","GEO","Geothermal",26,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","NG","Natural Gas",684,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","OTH","Other",22,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","SUN","Solar",0,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","WAT","Hydro",827,"megawatthours"
"2026-09-09T06","IPCO","Idaho Power Company","WND","Wind",161,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","BAT","Battery storage",0,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","NG","Natural Gas",2370,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","OTH","Other",203,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","PS","Pumped storage",178,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","SUN","Solar",0,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","WAT","Hydro",121,"megawatthours"
"2026-09-09T06","LDWP","Los Angeles Department of Water and Power","WND","Wind",57,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","COL","Coal",511,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","NG","Natural Gas",3159,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","NUC","Nuclear",0,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","OTH","Other",269,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","SUN","Solar",-2,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","WAT","Hydro",4,"megawatthours"
"2026-09-09T06","NEVP","Nevada Power Company","WND","Wind",62,"megawatthours"
"2026-09-09T06","PACW","PacifiCorp West","NG","Natural Gas",677,"megawatthours"
"2026-09-09T06","PACW","PacifiCorp West","OTH","Other",40,"megawatthours"
"2026-09-09T06","PACW","PacifiCorp West","SUN","Solar",0,"megawatthours"
"2026-09-09T06","PACW","PacifiCorp West","WAT","Hydro",108,"megawatthours"
"2026-09-09T06","PACW","PacifiCorp West","WND","Wind",24,"megawatthours"
"2026-09-09T06","PGE","Portland General Electric Company","BAT","Battery storage",45,"megawatthours"
"2026-09-09T06","PGE","Portland General Electric Company","COL","Coal",0,"megawatthours"
"2026-09-09T06","PGE","Portland General Electric Company","NG","Natural Gas",550,"megawatthours"
"2026-09-09T06","PGE","Portland General Electric Company","OTH","Other",0,"megawatthours"
"2026-09-09T06","PGE","Portland General Electric Company","WAT","Hydro",194,"megawatthours"
"2026-09-09T06","PGE","Portland General Electric Company","WND","Wind",0,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","BAT","Battery storage",11,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","COL","Coal",388,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","GEO","Geothermal",8,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","NG","Natural Gas",794,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","SUN","Solar",-3,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","WAT","Hydro",0,"megawatthours"
"2026-09-09T06","PNM","Public Service Company of New Mexico","WND","Wind",298,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","COL","Coal",0,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","NG","Natural Gas",668,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","OTH","Other",24,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","SUN","Solar",0,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","WAT","Hydro",23,"megawatthours"
"2026-09-09T06","PSEI","Puget Sound Energy, Inc.","WND","Wind",93,"megawatthours"
"2026-09-09T06","SCL","Seattle City Light","WAT","Hydro",477,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","BAT","Battery storage",10,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","COL","Coal",1193,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","NG","Natural Gas",4462,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","NUC","Nuclear",3921,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","SNB","Solar with integrated battery storage",1,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","SUN","Solar",-7,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","WAT","Hydro",141,"megawatthours"
"2026-09-09T06","SRP","Salt River Project Agricultural Improvement and Power District","WND","Wind",5,"megawatthours"
"2026-09-09T06","SW","Southwest","BAT","Battery storage",1377,"megawatthours"
"2026-09-09T06","SW","Southwest","COL","Coal",3404,"megawatthours"
"2026-09-09T06","SW","Southwest","GEO","Geothermal",8,"megawatthours"
"2026-09-09T06","SW","Southwest","NG","Natural Gas",11210,"megawatthours"
"2026-09-09T06","SW","Southwest","NUC","Nuclear",3921,"megawatthours"
"2026-09-09T06","SW","Southwest","OIL","Petroleum",0,"megawatthours"
"2026-09-09T06","SW","Southwest","OTH","Other",28,"megawatthours"
"2026-09-09T06","SW","Southwest","SNB","Solar with integrated battery storage",3,"megawatthours"
"2026-09-09T06","SW","Southwest","SUN","Solar",184,"megawatthours"
"2026-09-09T06","SW","Southwest","UES","Unknown energy storage",-10,"megawatthours"
"2026-09-09T06","SW","Southwest","WAT","Hydro",711,"megawatthours"
"2026-09-09T06","SW","Southwest","WND","Wind",597,"megawatthours"
"2026-09-09T06","TEPC","Tucson Electric Power","BAT","Battery storage",86,"megawatthours"
"2026-09-09T06","TEPC","Tucson Electric Power","COL","Coal",810,"megawatthours"
"2026-09-09T06","TEPC","Tucson Electric Power","NG","Natural Gas",1514,"megawatthours"
"2026-09-09T06","TEPC","Tucson Electric Power","SUN","Solar",0,"megawatthours"
"2026-09-09T06","TEPC","Tucson Electric Power","WND","Wind",155,"megawatthours"
"2026-09-09T06","TIDC","Turlock Irrigation District","NG","Natural Gas",414,"megawatthours"
"2026-09-09T06","TIDC","Turlock Irrigation District","WAT","Hydro",63,"megawatthours"
"2026-09-09T06","TPWR","City of Tacoma, Department of Public Utilities, Light Division","WAT","Hydro",126,"megawatthours"
"2026-09-09T06","WALC","Western Area Power Administration - Desert Southwest Region","NG","Natural Gas",895,"megawatthours"
"2026-09-09T06","WALC","Western Area Power Administration - Desert Southwest Region","SNB","Solar with integrated battery storage",2,"megawatthours"
"2026-09-09T06","WALC","Western Area Power Administration - Desert Southwest Region","SUN","Solar",0,"megawatthours"
"2026-09-09T06","WALC","Western Area Power Administration - Desert Southwest Region","WAT","Hydro",570,"megawatthours"
"2026-09-09T06","WALC","Western Area Power Administration - Desert Southwest Region","WND","Wind",0,"megawatthours"
"2026-09-09T05","AVA","Avista Corporation","NG","Natural Gas",424,"megawatthours"
"2026-09-09T05","AVA","Avista Corporation","OTH","Other",130,"megawatthours"
"2026-09-09T05","AVA","Avista Corporation","SUN","Solar",0,"megawatthours"
"2026-09-09T05","AVA","Avista Corporation","WAT","Hydro",412,"megawatthours"
"2026-09-09T05","AVA","Avista Corporation","WND","Wind",33,"megawatthours"
"2026-09-09T05","AVRN","Avangrid Renewables, LLC","NG","Natural Gas",504,"megawatthours"
"2026-09-09T05","AVRN","Avangrid Renewables, LLC","SUN","Solar",0,"megawatthours"
"2026-09-09T05","AVRN","Avangrid Renewables, LLC","WAT","Hydro",0,"megawatthours"
"2026-09-09T05","AVRN","Avangrid Renewables, LLC","WND","Wind",20,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","BAT","Battery storage",1539,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","COL","Coal",1014,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","NG","Natural Gas",2119,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","NUC","Nuclear",0,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","OTH","Other",28,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","SUN","Solar",72,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","UES","Unknown energy storage",-6,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","WAT","Hydro",0,"megawatthours"
"2026-09-09T05","AZPS","Arizona Public Service Company","WND","Wind",203,"megawatthours"
"2026-09-09T05","BANC","Balancing Authority of Northern California","NG","Natural Gas",1626,"megawatthours"
"2026-09-09T05","BANC","Balancing Authority of Northern California","OTH","Other",11,"megawatthours"
"2026-09-09T05","BANC","Balancing Authority of Northern California","SUN","Solar",0,"megawatthours"
"2026-09-09T05","BANC","Balancing Authority of Northern California","WAT","Hydro",868,"megawatthours"
"2026-09-09T05","BHBA","Black Hills Energy","COL","Coal",735,"megawatthours"
"2026-09-09T05","BHBA","Black Hills Energy","NG","Natural Gas",241,"megawatthours"
"2026-09-09T05","BHBA","Black Hills Energy","OIL","Petroleum",0,"megawatthours"
"2026-09-09T05","BHBA","Black Hills Energy","SUN","Solar",0,"megawatthours"
"2026-09-09T05","BHBA","Black Hills Energy","WAT","Hydro",2,"megawatthours"
"2026-09-09T05","BHBA","Black Hills Energy","WND","Wind",69,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","NG","Natural Gas",1023,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","NUC","Nuclear",1140,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","OTH","Other",89,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","SNB","Solar with integrated battery storage",11,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","SUN","Solar",-3,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","WAT","Hydro",5582,"megawatthours"
"2026-09-09T05","BPAT","Bonneville Power Administration","WND","Wind",67,"megawatthours"
"2026-09-09T05","CAL","California","BAT","Battery storage",43,"megawatthours"
"2026-09-09T05","CAL","California","COL","Coal",0,"megawatthours"
"2026-09-09T05","CAL","California","GEO","Geothermal",1154,"megawatthours"
"2026-09-09T05","CAL","California","NG","Natural Gas",23045,"megawatthours"
"2026-09-09T05","CAL","California","NUC","Nuclear",2241,"megawatthours"
"2026-09-09T05","CAL","California","OIL","Petroleum",19,"megawatthours"
"2026-09-09T05","CAL","California","OTH","Other",5737,"megawatthours"
"2026-09-09T05","CAL","California","PS","Pumped storage",179,"megawatthours"
"2026-09-09T05","CAL","California","SNB","Solar with integrated battery storage",1,"megawatthours"
"2026-09-09T05","CAL","California","SUN","Solar",-44,"megawatthours"
"2026-09-09T05","CAL","California","WAT","Hydro",5356,"megawatthours"
"2026-09-09T05","CAL","California","WND","Wind",1424,"megawatthours"
"2026-09-09T05","CAR","Carolinas","BAT","Battery storage",-1,"megawatthours"
"2026-09-09T05","CAR","Carolinas","COL","Coal",4102,"megawatthours"
"2026-09-09T05","CAR","Carolinas","NG","Natural Gas",6028,"megawatthours"
"2026-09-09T05","CAR","Carolinas","NUC","Nuclear",10599,"megawatthours"
"2026-09-09T05","CAR","Carolinas","OIL","Petroleum",0,"megawatthours"
"2026-09-09T05","CAR","Carolinas","OTH","Other",829,"megawatthours"
"2026-09-09T05","CAR","Carolinas","PS","Pumped storage",671,"megawatthours"
"2026-09-09T05","CAR","Carolinas","SNB","Solar with integrated battery storage",-3,"megawatthours"
"2026-09-09T05","CAR","Carolinas","SUN","Solar",-2,"megawatthours"
"2026-09-09T05","CAR","Carolinas","WAT","Hydro",132,"megawatthours"
"2026-09-09T05","CHPD","Public Utility District No. 1 of Chelan County","WAT","Hydro",898,"megawatthours"
"2026-09-09T05","CHPD","Public Utility District No. 1 of Chelan County","WND","Wind",0,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","COL","Coal",0,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","GEO","Geothermal",735,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","NG","Natural Gas",18553,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","NUC","Nuclear",2241,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","OIL","Petroleum",19,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","OTH","Other",5515,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","SUN","Solar",-44,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","WAT","Hydro",4275,"megawatthours"
"2026-09-09T05","CISO","California Independent System Operator","WND","Wind",1344,"megawatthours"
"2026-09-09T05","DEAA","Arlington Valley, LLC","NG","Natural Gas",533,"megawatthours"
"2026-09-09T05","DOPD","PUD No. 1 of Douglas County","WAT","Hydro",340,"megawatthours"
"2026-09-09T05","EPE","El Paso Electric Company","NG","Natural Gas",898,"megawatthours"
"2026-09-09T05","EPE","El Paso Electric Company","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T05","EPE","El Paso Electric Company","SUN","Solar",17,"megawatthours"
"2026-09-09T05","GCPD","Public Utility District No. 2 of Grant County, Washington","WAT","Hydro",663,"megawatthours"
"2026-09-09T05","GRID","Gridforce Energy Management, LLC","COL","Coal",0,"megawatthours"
"2026-09-09T05","GRID","Gridforce Energy Management, LLC","NG","Natural Gas",1975,"megawatthours"
"2026-09-09T05","GRID","Gridforce Energy Management, LLC","SUN","Solar",0,"megawatthours"
"2026-09-09T05","GRID","Gridforce Energy Management, LLC","WND","Wind",459,"megawatthours"
"2026-09-09T05","GWA","NaturEner Power Watch, LLC","WND","Wind",170,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","BAT","Battery storage",43,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","GEO","Geothermal",419,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","NG","Natural Gas",81,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","OIL","Petroleum",0,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","SNB","Solar with integrated battery storage",1,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","SUN","Solar",0,"megawatthours"
"2026-09-09T05","IID","Imperial Irrigation District","WAT","Hydro",16,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","BAT","Battery storage",1,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","GEO","Geothermal",26,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","NG","Natural Gas",682,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","OTH","Other",26,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","SUN","Solar",0,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","WAT","Hydro",834,"megawatthours"
"2026-09-09T05","IPCO","Idaho Power Company","WND","Wind",198,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","BAT","Battery storage",0,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","NG","Natural Gas",2375,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","OTH","Other",211,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","PS","Pumped storage",179,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","SUN","Solar",0,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","WAT","Hydro",121,"megawatthours"
"2026-09-09T05","LDWP","Los Angeles Department of Water and Power","WND","Wind",80,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","COL","Coal",481,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","NG","Natural Gas",3255,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","NUC","Nuclear",0,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","OTH","Other",253,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","SUN","Solar",-2,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","WAT","Hydro",4,"megawatthours"
"2026-09-09T05","NEVP","Nevada Power Company","WND","Wind",70,"megawatthours"
"2026-09-09T05","NW","Northwest","BAT","Battery storage",179,"megawatthours"
"2026-09-09T05","NW","Northwest","COL","Coal",9932,"megawatthours"
"2026-09-09T05","NW","Northwest","GEO","Geothermal",26,"megawatthours"
"2026-09-09T05","NW","Northwest","NG","Natural Gas",15064,"megawatthours"
"2026-09-09T05","NW","Northwest","NUC","Nuclear",1140,"megawatthours"
"2026-09-09T05","NW","Northwest","OIL","Petroleum",59,"megawatthours"
"2026-09-09T05","NW","Northwest","OTH","Other",711,"megawatthours"
"2026-09-09T05","NW","Northwest","SNB","Solar with integrated battery storage",11,"megawatthours"
"2026-09-09T05","NW","Northwest","SUN","Solar",-10,"megawatthours"
"2026-09-09T05","NW","Northwest","WAT","Hydro",11278,"megawatthours"
"2026-09-09T05","NW","Northwest","WND","Wind",6251,"megawatthours"
"2026-09-09T05","NWMT","NorthWestern Corporation","COL","Coal",1449,"megawatthours"
"2026-09-09T05","NWMT","NorthWestern Corporation","NG","Natural Gas",306,"megawatthours"
"2026-09-09T05","NWMT","NorthWestern Corporation","OIL","Petroleum",59,"megawatthours"
"2026-09-09T05","NWMT","NorthWestern Corporation","SUN","Solar",0,"megawatthours"
"2026-09-09T05","NWMT","NorthWestern Corporation","WAT","Hydro",343,"megawatthours"
"2026-09-09T05","NWMT","NorthWestern Corporation","WND","Wind",804,"megawatthours"
"2026-09-09T05","PACE","PacifiCorp East","COL","Coal",3981,"megawatthours"
"2026-09-09T05","PACE","PacifiCorp East","NG","Natural Gas",1725,"megawatthours"
"2026-09-09T05","PACE","PacifiCorp East","OTH","Other",141,"megawatthours"
"2026-09-09T05","PACE","PacifiCorp East","SUN","Solar",-1,"megawatthours"
"2026-09-09T05","PACE","PacifiCorp East","WAT","Hydro",109,"megawatthours"
"2026-09-09T05","PACE","PacifiCorp East","WND","Wind",2430,"megawatthours"
"2026-09-09T05","PACW","PacifiCorp West","NG","Natural Gas",665,"megawatthours"
"2026-09-09T05","PACW","PacifiCorp West","OTH","Other",38,"megawatthours"
"2026-09-09T05","PACW","PacifiCorp West","SUN","Solar",0,"megawatthours"
"2026-09-09T05","PACW","PacifiCorp West","WAT","Hydro",170,"megawatthours"
"2026-09-09T05","PACW","PacifiCorp West","WND","Wind",28,"megawatthours"
"2026-09-09T05","PGE","Portland General Electric Company","BAT","Battery storage",78,"megawatthours"
"2026-09-09T05","PGE","Portland General Electric Company","COL","Coal",0,"megawatthours"
"2026-09-09T05","PGE","Portland General Electric Company","NG","Natural Gas",548,"megawatthours"
"2026-09-09T05","PGE","Portland General Electric Company","OTH","Other",0,"megawatthours"
"2026-09-09T05","PGE","Portland General Electric Company","WAT","Hydro",192,"megawatthours"
"2026-09-09T05","PGE","Portland General Electric Company","WND","Wind",0,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","BAT","Battery storage",637,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","COL","Coal",387,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","GEO","Geothermal",7,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","NG","Natural Gas",825,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","SUN","Solar",-4,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","WAT","Hydro",0,"megawatthours"
"2026-09-09T05","PNM","Public Service Company of New Mexico","WND","Wind",364,"megawatthours"
"2026-09-09T05","PSCO","Public Service Company of Colorado","BAT","Battery storage",96,"megawatthours"
"2026-09-09T05","PSCO","Public Service Company of Colorado","COL","Coal",2252,"megawatthours"
"2026-09-09T05","PSCO","Public Service Company of Colorado","NG","Natural Gas",2265,"megawatthours"
