"period","respondent","respondent-name","fueltype","type-name","value","value-units"
"2026-09-09T04","PACW","PacifiCorp West","OTH","Other",40,"megawatthours"
"2026-09-09T04","PACW","PacifiCorp West","SUN","Solar",0,"megawatthours"
"2026-09-09T04","PACW","PacifiCorp West","WAT","Hydro",92,"megawatthours"
"2026-09-09T04","PACW","PacifiCorp West","WND","Wind",19,"megawatthours"
"2026-09-09T04","PGE","Portland General Electric Company","BAT","Battery storage",113,"megawatthours"
"2026-09-09T04","PGE","Portland General Electric Company","COL","Coal",0,"megawatthours"
"2026-09-09T04","PGE","Portland General Electric Company","NG","Natural Gas",544,"megawatthours"
"2026-09-09T04","PGE","Portland General Electric Company","OTH","Other",0,"megawatthours"
"2026-09-09T04","PGE","Portland General Electric Company","WAT","Hydro",194,"megawatthours"
"2026-09-09T04","PGE","Portland General Electric Company","WND","Wind",0,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","BAT","Battery storage",767,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","COL","Coal",388,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","GEO","Geothermal",8,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","NG","Natural Gas",838,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","SUN","Solar",-4,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","WAT","Hydro",0,"megawatthours"
"2026-09-09T04","PNM","Public Service Company of New Mexico","WND","Wind",274,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","BAT","Battery storage",251,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","COL","Coal",2227,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","NG","Natural Gas",2358,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","OIL","Petroleum",0,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","SUN","Solar",-9,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","WAT","Hydro",4,"megawatthours"
"2026-09-09T04","PSCO","Public Service Company of Colorado","WND","Wind",1643,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","COL","Coal",0,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","NG","Natural Gas",867,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","OIL","Petroleum",0,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","OTH","Other",23,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","SUN","Solar",0,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","WAT","Hydro",133,"megawatthours"
"2026-09-09T04","PSEI","Puget Sound Energy, Inc.","WND","Wind",56,"megawatthours"
"2026-09-09T04","SCL","Seattle City Light","WAT","Hydro",675,"megawatthours"
"2026-09-09T04","SE","Southeast","BAT","Battery storage",-30,"megawatthours"
"2026-09-09T04","SE","Southeast","COL","Coal",7624,"megawatthours"
"2026-09-09T04","SE","Southeast","NG","Natural Gas",15289,"megawatthours"
"2026-09-09T04","SE","Southeast","NUC","Nuclear",7881,"megawatthours"
"2026-09-09T04","SE","Southeast","OES","Other energy storage",0,"megawatthours"
"2026-09-09T04","SE","Southeast","OIL","Petroleum",-1,"megawatthours"
"2026-09-09T04","SE","Southeast","OTH","Other",0,"megawatthours"
"2026-09-09T04","SE","Southeast","PS","Pumped storage",-274,"megawatthours"
"2026-09-09T04","SE","Southeast","SNB","Solar with integrated battery storage",-2,"megawatthours"
"2026-09-09T04","SE","Southeast","SUN","Solar",-1,"megawatthours"
"2026-09-09T04","SE","Southeast","WAT","Hydro",210,"megawatthours"
"2026-09-09T04","SE","Southeast","WND","Wind",0,"megawatthours"
"2026-09-09T04","SEPA","Southeastern Power Administration","WAT","Hydro",0,"megawatthours"
"2026-09-09T04","SIKE","Sikeston Board of Municipal Utilities","COL","Coal",31,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","BAT","Battery storage",-30,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","COL","Coal",7624,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","NG","Natural Gas",15289,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","NUC","Nuclear",7881,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","OES","Other energy storage",0,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","OIL","Petroleum",-1,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","OTH","Other",0,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","PS","Pumped storage",-274,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","SNB","Solar with integrated battery storage",-2,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","SUN","Solar",-1,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","WAT","Hydro",210,"megawatthours"
"2026-09-09T04","SOCO","Southern Company Services, Inc. - Trans","WND","Wind",0,"megawatthours"
"2026-09-09T04","SPA","Southwestern Power Administration","WAT","Hydro",12,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","BAT","Battery storage",294,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","COL","Coal",1180,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","NG","Natural Gas",4971,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","NUC","Nuclear",3920,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","SNB","Solar with integrated battery storage",109,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","SUN","Solar",207,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","WAT","Hydro",140,"megawatthours"
"2026-09-09T04","SRP","Salt River Project Agricultural Improvement and Power District","WND","Wind",16,"megawatthours"
"2026-09-09T04","SW","Southwest","BAT","Battery storage",3224,"megawatthours"
"2026-09-09T04","SW","Southwest","COL","Coal",3391,"megawatthours"
"2026-09-09T04","SW","Southwest","GEO","Geothermal",8,"megawatthours"
"2026-09-09T04","SW","Southwest","NG","Natural Gas",11789,"megawatthours"
"2026-09-09T04","SW","Southwest","NUC","Nuclear",3920,"megawatthours"
"2026-09-09T04","SW","Southwest","OIL","Petroleum",0,"megawatthours"
"2026-09-09T04","SW","Southwest","OTH","Other",28,"megawatthours"
"2026-09-09T04","SW","Southwest","SNB","Solar with integrated battery storage",150,"megawatthours"
"2026-09-09T04","SW","Southwest","SUN","Solar",280,"megawatthours"
"2026-09-09T04","SW","Southwest","UES","Unknown energy storage",-6,"megawatthours"
"2026-09-09T04","SW","Southwest","WAT","Hydro",870,"megawatthours"
"2026-09-09T04","SW","Southwest","WND","Wind",655,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","BAT","Battery storage",10,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","COL","Coal",1017,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","NG","Natural Gas",605,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","NUC","Nuclear",0,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","OIL","Petroleum",1,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","OTH","Other",15,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","SUN","Solar",0,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","WAT","Hydro",886,"megawatthours"
"2026-09-09T04","SWPW","Southwest Power Pool West Balancing Authority Area","WND","Wind",417,"megawatthours"
"2026-09-09T04","TEN","Tennessee","BAT","Battery storage",0,"megawatthours"
"2026-09-09T04","TEN","Tennessee","COL","Coal",3876,"megawatthours"
"2026-09-09T04","TEN","Tennessee","GEO","Geothermal",0,"megawatthours"
"2026-09-09T04","TEN","Tennessee","NG","Natural Gas",8863,"megawatthours"
"2026-09-09T04","TEN","Tennessee","NUC","Nuclear",8048,"megawatthours"
"2026-09-09T04","TEN","Tennessee","OES","Other energy storage",0,"megawatthours"
"2026-09-09T04","TEN","Tennessee","OIL","Petroleum",0,"megawatthours"
"2026-09-09T04","TEN","Tennessee","OTH","Other",40,"megawatthours"
"2026-09-09T04","TEN","Tennessee","PS","Pumped storage",-2,"megawatthours"
"2026-09-09T04","TEN","Tennessee","SNB","Solar with integrated battery storage",-4,"megawatthours"
"2026-09-09T04","TEN","Tennessee","SUN","Solar",-5,"megawatthours"
"2026-09-09T04","TEN","Tennessee","UNK","Unknown",0,"megawatthours"
"2026-09-09T04","TEN","Tennessee","WAT","Hydro",829,"megawatthours"
"2026-09-09T04","TEN","Tennessee","WNB","Wind with integrated battery storage",0,"megawatthours"
"2026-09-09T04","TEN","Tennessee","WND","Wind",0,"megawatthours"
"2026-09-09T04","TEPC","Tucson Electric Power","BAT","Battery storage",427,"megawatthours"
"2026-09-09T04","TEPC","Tucson Electric Power","COL","Coal",811,"megawatthours"
"2026-09-09T04","TEPC","Tucson Electric Power","NG","Natural Gas",1503,"megawatthours"
"2026-09-09T04","TEPC","Tucson Electric Power","SUN","Solar",0,"megawatthours"
"2026-09-09T04","TEPC","Tucson Electric Power","WND","Wind",153,"megawatthours"
"2026-09-09T04","TEX","Texas","BAT","Battery storage",830,"megawatthours"
"2026-09-09T04","TEX","Texas","COL","Coal",8447,"megawatthours"
"2026-09-09T04","TEX","Texas","NG","Natural Gas",42230,"megawatthours"
"2026-09-09T04","TEX","Texas","NUC","Nuclear",4955,"megawatthours"
"2026-09-09T04","TEX","Texas","OTH","Other",92,"megawatthours"
"2026-09-09T04","TEX","Texas","SUN","Solar",1,"megawatthours"
"2026-09-09T04","TEX","Texas","WAT","Hydro",12,"megawatthours"
"2026-09-09T04","TEX","Texas","WND","Wind",17744,"megawatthours"
"2026-09-09T04","TIDC","Turlock Irrigation District","NG","Natural Gas",409,"megawatthours"
"2026-09-09T04","TIDC","Turlock Irrigation District","WAT","Hydro",90,"megawatthours"
"2026-09-09T04","TPWR","City of Tacoma, Department of Public Utilities, Light Division","WAT","Hydro",414,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","BAT","Battery storage",0,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","COL","Coal",3876,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","GEO","Geothermal",0,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","NG","Natural Gas",8863,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","NUC","Nuclear",8048,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","OES","Other energy storage",0,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","OIL","Petroleum",0,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","OTH","Other",40,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","PS","Pumped storage",-2,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","SNB","Solar with integrated battery storage",-4,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","SUN","Solar",-5,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","UNK","Unknown",0,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","WAT","Hydro",829,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","WNB","Wind with integrated battery storage",0,"megawatthours"
"2026-09-09T04","TVA","Tennessee Valley Authority","WND","Wind",0,"megawatthours"
"2026-09-09T04","WALC","Western Area Power Administration - Desert Southwest Region","NG","Natural Gas",926,"megawatthours"
"2026-09-09T04","WALC","Western Area Power Administration - Desert Southwest Region","SNB","Solar with integrated battery storage",41,"megawatthours"
"2026-09-09T04","WALC","Western Area Power Administration - Desert Southwest Region","SUN","Solar",0,"megawatthours"
"2026-09-09T04","WALC","Western Area Power Administration - Desert Southwest Region","WAT","Hydro",730,"megawatthours"
"2026-09-09T04","WALC","Western Area Power Administration - Desert Southwest Region","WND","Wind",10,"megawatthours"
"2026-09-09T03","AECI","Associated Electric Cooperative, Inc.","COL","Coal",898,"megawatthours"
"2026-09-09T03","AECI","Associated Electric Cooperative, Inc.","NG","Natural Gas",1200,"megawatthours"
"2026-09-09T03","AECI","Associated Electric Cooperative, Inc.","WND","Wind",547,"megawatthours"
"2026-09-09T03","AVA","Avista Corporation","NG","Natural Gas",418,"megawatthours"
"2026-09-09T03","AVA","Avista Corporation","OTH","Other",130,"megawatthours"
"2026-09-09T03","AVA","Avista Corporation","SUN","Solar",0,"megawatthours"
"2026-09-09T03","AVA","Avista Corporation","WAT","Hydro",623,"megawatthours"
"2026-09-09T03","AVA","Avista Corporation","WND","Wind",1,"megawatthours"
"2026-09-09T03","AVRN","Avangrid Renewables, LLC","NG","Natural Gas",505,"megawatthours"
"2026-09-09T03","AVRN","Avangrid Renewables, LLC","SUN","Solar",0,"megawatthours"
"2026-09-09T03","AVRN","Avangrid Renewables, LLC","WAT","Hydro",0,"megawatthours"
"2026-09-09T03","AVRN","Avangrid Renewables, LLC","WND","Wind",61,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","BAT","Battery storage",2116,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","COL","Coal",1014,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","NG","Natural Gas",2138,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","NUC","Nuclear",0,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","OTH","Other",28,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","SUN","Solar",72,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","UES","Unknown energy storage",-4,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","WAT","Hydro",0,"megawatthours"
"2026-09-09T03","AZPS","Arizona Public Service Company","WND","Wind",102,"megawatthours"
"2026-09-09T03","BANC","Balancing Authority of Northern California","NG","Natural Gas",1619,"megawatthours"
"2026-09-09T03","BANC","Balancing Authority of Northern California","OTH","Other",11,"megawatthours"
"2026-09-09T03","BANC","Balancing Authority of Northern California","SUN","Solar",2,"megawatthours"
"2026-09-09T03","BANC","Balancing Authority of Northern California","WAT","Hydro",1222,"megawatthours"
"2026-09-09T03","BHBA","Black Hills Energy","COL","Coal",752,"megawatthours"
"2026-09-09T03","BHBA","Black Hills Energy","NG","Natural Gas",278,"megawatthours"
"2026-09-09T03","BHBA","Black Hills Energy","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","BHBA","Black Hills Energy","SUN","Solar",0,"megawatthours"
"2026-09-09T03","BHBA","Black Hills Energy","WAT","Hydro",2,"megawatthours"
"2026-09-09T03","BHBA","Black Hills Energy","WND","Wind",126,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","NG","Natural Gas",999,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","NUC","Nuclear",1137,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","OTH","Other",88,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","SNB","Solar with integrated battery storage",27,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","SUN","Solar",1,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","WAT","Hydro",6602,"megawatthours"
"2026-09-09T03","BPAT","Bonneville Power Administration","WND","Wind",72,"megawatthours"
"2026-09-09T03","CAL","California","BAT","Battery storage",-17,"megawatthours"
"2026-09-09T03","CAL","California","COL","Coal",0,"megawatthours"
"2026-09-09T03","CAL","California","GEO","Geothermal",1141,"megawatthours"
"2026-09-09T03","CAL","California","NG","Natural Gas",22272,"megawatthours"
"2026-09-09T03","CAL","California","NUC","Nuclear",2240,"megawatthours"
"2026-09-09T03","CAL","California","OIL","Petroleum",18,"megawatthours"
"2026-09-09T03","CAL","California","OTH","Other",10102,"megawatthours"
"2026-09-09T03","CAL","California","PS","Pumped storage",0,"megawatthours"
"2026-09-09T03","CAL","California","SNB","Solar with integrated battery storage",65,"megawatthours"
"2026-09-09T03","CAL","California","SUN","Solar",-17,"megawatthours"
"2026-09-09T03","CAL","California","WAT","Hydro",5467,"megawatthours"
"2026-09-09T03","CAL","California","WND","Wind",1534,"megawatthours"
"2026-09-09T03","CAR","Carolinas","BAT","Battery storage",-1,"megawatthours"
"2026-09-09T03","CAR","Carolinas","COL","Coal",6705,"megawatthours"
"2026-09-09T03","CAR","Carolinas","NG","Natural Gas",8108,"megawatthours"
"2026-09-09T03","CAR","Carolinas","NUC","Nuclear",10605,"megawatthours"
"2026-09-09T03","CAR","Carolinas","OIL","Petroleum",-1,"megawatthours"
"2026-09-09T03","CAR","Carolinas","OTH","Other",1134,"megawatthours"
"2026-09-09T03","CAR","Carolinas","PS","Pumped storage",564,"megawatthours"
"2026-09-09T03","CAR","Carolinas","SNB","Solar with integrated battery storage",-3,"megawatthours"
"2026-09-09T03","CAR","Carolinas","SUN","Solar",-4,"megawatthours"
"2026-09-09T03","CAR","Carolinas","WAT","Hydro",268,"megawatthours"
"2026-09-09T03","CENT","Central","WAT","Hydro",228,"megawatthours"
"2026-09-09T03","CHPD","Public Utility District No. 1 of Chelan County","WAT","Hydro",1222,"megawatthours"
"2026-09-09T03","CHPD","Public Utility District No. 1 of Chelan County","WND","Wind",0,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","COL","Coal",0,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","GEO","Geothermal",723,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","NG","Natural Gas",17798,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","NUC","Nuclear",2240,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","OIL","Petroleum",18,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","OTH","Other",9858,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","SUN","Solar",-19,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","WAT","Hydro",4000,"megawatthours"
"2026-09-09T03","CISO","California Independent System Operator","WND","Wind",1408,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","BAT","Battery storage",0,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","COL","Coal",1566,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","NG","Natural Gas",1537,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","NUC","Nuclear",3587,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","OTH","Other",898,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","SNB","Solar with integrated battery storage",-3,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","SUN","Solar",-3,"megawatthours"
"2026-09-09T03","CPLE","Duke Energy Progress East","WAT","Hydro",5,"megawatthours"
"2026-09-09T03","CPLW","Duke Energy Progress West","BAT","Battery storage",0,"megawatthours"
"2026-09-09T03","CPLW","Duke Energy Progress West","NG","Natural Gas",317,"megawatthours"
"2026-09-09T03","CPLW","Duke Energy Progress West","OTH","Other",169,"megawatthours"
"2026-09-09T03","CPLW","Duke Energy Progress West","SUN","Solar",0,"megawatthours"
"2026-09-09T03","CPLW","Duke Energy Progress West","WAT","Hydro",4,"megawatthours"
"2026-09-09T03","DEAA","Arlington Valley, LLC","NG","Natural Gas",444,"megawatthours"
"2026-09-09T03","DOPD","PUD No. 1 of Douglas County","WAT","Hydro",475,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","BAT","Battery storage",-1,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","COL","Coal",3246,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","NG","Natural Gas",3931,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","NUC","Nuclear",6050,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","OTH","Other",-1,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","PS","Pumped storage",564,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","SUN","Solar",-1,"megawatthours"
"2026-09-09T03","DUK","Duke Energy Carolinas","WAT","Hydro",46,"megawatthours"
"2026-09-09T03","EPE","El Paso Electric Company","NG","Natural Gas",889,"megawatthours"
"2026-09-09T03","EPE","El Paso Electric Company","SNB","Solar with integrated battery storage",16,"megawatthours"
"2026-09-09T03","EPE","El Paso Electric Company","SUN","Solar",67,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","BAT","Battery storage",3857,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","COL","Coal",8692,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","NG","Natural Gas",43465,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","NUC","Nuclear",4954,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","OTH","Other",105,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","SUN","Solar",1,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","WAT","Hydro",46,"megawatthours"
"2026-09-09T03","ERCO","Electric Reliability Council of Texas, Inc.","WND","Wind",16483,"megawatthours"
"2026-09-09T03","FLA","Florida","BAT","Battery storage",-1,"megawatthours"
"2026-09-09T03","FLA","Florida","COL","Coal",2852,"megawatthours"
"2026-09-09T03","FLA","Florida","NG","Natural Gas",28642,"megawatthours"
"2026-09-09T03","FLA","Florida","NUC","Nuclear",3831,"megawatthours"
"2026-09-09T03","FLA","Florida","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","FLA","Florida","OTH","Other",619,"megawatthours"
"2026-09-09T03","FLA","Florida","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T03","FLA","Florida","SUN","Solar",0,"megawatthours"
"2026-09-09T03","FLA","Florida","WAT","Hydro",12,"megawatthours"
"2026-09-09T03","FMPP","Florida Municipal Power Pool","COL","Coal",935,"megawatthours"
"2026-09-09T03","FMPP","Florida Municipal Power Pool","NG","Natural Gas",1495,"megawatthours"
"2026-09-09T03","FMPP","Florida Municipal Power Pool","NUC","Nuclear",131,"megawatthours"
"2026-09-09T03","FMPP","Florida Municipal Power Pool","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","FMPP","Florida Municipal Power Pool","OTH","Other",14,"megawatthours"
"2026-09-09T03","FMPP","Florida Municipal Power Pool","SUN","Solar",0,"megawatthours"
"2026-09-09T03","FPC","Duke Energy Florida, Inc.","COL","Coal",516,"megawatthours"
"2026-09-09T03","FPC","Duke Energy Florida, Inc.","NG","Natural Gas",5435,"megawatthours"
"2026-09-09T03","FPC","Duke Energy Florida, Inc.","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","FPC","Duke Energy Florida, Inc.","OTH","Other",53,"megawatthours"
"2026-09-09T03","FPC","Duke Energy Florida, Inc.","SUN","Solar",0,"megawatthours"
"2026-09-09T03","FPC","Duke Energy Florida, Inc.","WAT","Hydro",12,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","BAT","Battery storage",-1,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","NG","Natural Gas",16071,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","NUC","Nuclear",3700,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","OTH","Other",431,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T03","FPL","Florida Power & Light Co.","SUN","Solar",0,"megawatthours"
"2026-09-09T03","GCPD","Public Utility District No. 2 of Grant County, Washington","WAT","Hydro",909,"megawatthours"
"2026-09-09T03","GRID","Gridforce Energy Management, LLC","COL","Coal",0,"megawatthours"
"2026-09-09T03","GRID","Gridforce Energy Management, LLC","NG","Natural Gas",1972,"megawatthours"
"2026-09-09T03","GRID","Gridforce Energy Management, LLC","SUN","Solar",-1,"megawatthours"
"2026-09-09T03","GRID","Gridforce Energy Management, LLC","WND","Wind",391,"megawatthours"
"2026-09-09T03","GVL","Gainesville Regional Utilities","COL","Coal",0,"megawatthours"
"2026-09-09T03","GVL","Gainesville Regional Utilities","NG","Natural Gas",213,"megawatthours"
"2026-09-09T03","GVL","Gainesville Regional Utilities","OTH","Other",68,"megawatthours"
"2026-09-09T03","GWA","NaturEner Power Watch, LLC","WND","Wind",210,"megawatthours"
"2026-09-09T03","HST","City of Homestead","NG","Natural Gas",0,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","BAT","Battery storage",-18,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","GEO","Geothermal",418,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","NG","Natural Gas",85,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","SNB","Solar with integrated battery storage",33,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","SUN","Solar",0,"megawatthours"
"2026-09-09T03","IID","Imperial Irrigation District","WAT","Hydro",16,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","BAT","Battery storage",157,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","GEO","Geothermal",23,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","NG","Natural Gas",677,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","OTH","Other",27,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","SUN","Solar",0,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","WAT","Hydro",882,"megawatthours"
"2026-09-09T03","IPCO","Idaho Power Company","WND","Wind",237,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","BAT","Battery storage",10,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","NG","Natural Gas",8257,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","NUC","Nuclear",3601,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","OIL","Petroleum",8,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","OTH","Other",697,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","PS","Pumped storage",142,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","SNB","Solar with integrated battery storage",0,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","SUN","Solar",7,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","WAT","Hydro",231,"megawatthours"
"2026-09-09T03","ISNE","ISO New England","WND","Wind",372,"megawatthours"
"2026-09-09T03","JEA","JEA","COL","Coal",819,"megawatthours"
"2026-09-09T03","JEA","JEA","NG","Natural Gas",648,"megawatthours"
"2026-09-09T03","JEA","JEA","OIL","Petroleum",0,"megawatthours"
"2026-09-09T03","JEA","JEA","OTH","Other",2,"megawatthours"
