"period","stateId","stateDescription","producertypeid","producerTypeDescription","energysourceid","energySourceDescription","capability","capability-units"
"2024","AK","Alaska","EU","Electric Utilities","ALL","All","2638.9","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","BAT","Battery","131.7","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","COL","Coal","97.1","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","HYC","Hydroelectric","431.1","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","NG","Natural Gas","1236.6","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","NGCC","Natural Gas - CC","374.6","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","NGGT","Natural Gas - GT","687.6","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","NGIC","Natural Gas - IC","174.4","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","OT","Other","3.1","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","PET","Petroleum","698.5","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","PETGT","Petroleum - GT","237","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","PETIC","Petroleum - IC","410.5","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","PETOTH","Petroleum - OTH","51","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","SOL","Solar","1.7","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","SOLPV","Solar - PV","1.7","megawatts"
"2024","AK","Alaska","EU","Electric Utilities","WND","Wind","39.1","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","ALL","All","214.5","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","COL","Coal","70.8","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","HYC","Hydroelectric","45.2","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","NG","Natural Gas","20.9","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","NGGT","Natural Gas - GT","20.9","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","OBM","Other Biomass","7","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","PET","Petroleum","44.7","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","PETIC","Petroleum - IC","44.7","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","SOL","Solar","6","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","SOLPV","Solar - PV","6","megawatts"
"2024","AK","Alaska","IPP","Independent Power Producers","WND","Wind","19.9","megawatts"
"2024","AK","Alaska","TOT","All sectors","ALL","All","2853.4","megawatts"
"2024","AK","Alaska","TOT","All sectors","BAT","Battery","131.7","megawatts"
"2024","AK","Alaska","TOT","All sectors","COL","Coal","167.9","megawatts"
"2024","AK","Alaska","TOT","All sectors","HYC","Hydroelectric","476.3","megawatts"
"2024","AK","Alaska","TOT","All sectors","NG","Natural Gas","1257.5","megawatts"
"2024","AK","Alaska","TOT","All sectors","NGCC","Natural Gas - CC","374.6","megawatts"
"2024","AK","Alaska","TOT","All sectors","NGGT","Natural Gas - GT","708.5","megawatts"
"2024","AK","Alaska","TOT","All sectors","NGIC","Natural Gas - IC","174.4","megawatts"
"2024","AK","Alaska","TOT","All sectors","OBM","Other Biomass","7","megawatts"
"2024","AK","Alaska","TOT","All sectors","OT","Other","3.1","megawatts"
"2024","AK","Alaska","TOT","All sectors","PET","Petroleum","743.2","megawatts"
"2024","AK","Alaska","TOT","All sectors","PETGT","Petroleum - GT","237","megawatts"
"2024","AK","Alaska","TOT","All sectors","PETIC","Petroleum - IC","455.2","megawatts"
"2024","AK","Alaska","TOT","All sectors","PETOTH","Petroleum - OTH","51","megawatts"
"2024","AK","Alaska","TOT","All sectors","SOL","Solar","7.7","megawatts"
"2024","AK","Alaska","TOT","All sectors","SOLPV","Solar - PV","7.7","megawatts"
"2024","AK","Alaska","TOT","All sectors","WND","Wind","59","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","ALL","All","22836.9","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","COL","Coal","4728","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","HYC","Hydroelectric","3290.6","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","NG","Natural Gas","9284","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","NGCC","Natural Gas - CC","4442.7","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","NGGT","Natural Gas - GT","3120.2","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","NGOTH","Natural Gas - OTH","25","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","NGST","Natural Gas - ST","1696.1","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","NUC","Nuclear","5452.7","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","PET","Petroleum","33.6","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","PETGT","Petroleum - GT","16","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","PETIC","Petroleum - IC","17.6","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","SOL","Solar","48","megawatts"
"2024","AL","Alabama","EU","Electric Utilities","SOLPV","Solar - PV","48","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","ALL","All","8158.8","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","BAT","Battery","1","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","NG","Natural Gas","6915.6","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","NGCC","Natural Gas - CC","6695.6","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","NGGT","Natural Gas - GT","164.6","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","NGST","Natural Gas - ST","55.4","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","OBM","Other Biomass","6.4","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","OOG","Other Gas","3.8","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","PET","Petroleum","9","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","PETIC","Petroleum - IC","9","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","SOL","Solar","615.5","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","SOLPV","Solar - PV","615.5","megawatts"
"2024","AL","Alabama","IPP","Independent Power Producers","WOO","Wood","607.5","megawatts"
"2024","AL","Alabama","TOT","All sectors","ALL","All","30995.7","megawatts"
"2024","AL","Alabama","TOT","All sectors","BAT","Battery","1","megawatts"
"2024","AL","Alabama","TOT","All sectors","COL","Coal","4728","megawatts"
"2024","AL","Alabama","TOT","All sectors","HYC","Hydroelectric","3290.6","megawatts"
"2024","AL","Alabama","TOT","All sectors","NG","Natural Gas","16199.6","megawatts"
"2024","AL","Alabama","TOT","All sectors","NGCC","Natural Gas - CC","11138.3","megawatts"
"2024","AL","Alabama","TOT","All sectors","NGGT","Natural Gas - GT","3284.8","megawatts"
"2024","AL","Alabama","TOT","All sectors","NGOTH","Natural Gas - OTH","25","megawatts"
"2024","AL","Alabama","TOT","All sectors","NGST","Natural Gas - ST","1751.5","megawatts"
"2024","AL","Alabama","TOT","All sectors","NUC","Nuclear","5452.7","megawatts"
"2024","AL","Alabama","TOT","All sectors","OBM","Other Biomass","6.4","megawatts"
"2024","AL","Alabama","TOT","All sectors","OOG","Other Gas","3.8","megawatts"
"2024","AL","Alabama","TOT","All sectors","PET","Petroleum","42.6","megawatts"
"2024","AL","Alabama","TOT","All sectors","PETGT","Petroleum - GT","16","megawatts"
"2024","AL","Alabama","TOT","All sectors","PETIC","Petroleum - IC","26.6","megawatts"
"2024","AL","Alabama","TOT","All sectors","SOL","Solar","663.5","megawatts"
"2024","AL","Alabama","TOT","All sectors","SOLPV","Solar - PV","663.5","megawatts"
"2024","AL","Alabama","TOT","All sectors","WOO","Wood","607.5","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","ALL","All","13680.6","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","BAT","Battery","11.2","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","COL","Coal","4049.6","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","HPS","Pumped Storage","30","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","HYC","Hydroelectric","1251.1","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","NG","Natural Gas","5800.8","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","NGCC","Natural Gas - CC","4429.2","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","NGGT","Natural Gas - GT","697.6","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","NGIC","Natural Gas - IC","18","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","NGST","Natural Gas - ST","656","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","NUC","Nuclear","1821","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","PET","Petroleum","9","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","PETIC","Petroleum - IC","9","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","SOL","Solar","707.9","megawatts"
"2024","AR","Arkansas","EU","Electric Utilities","SOLPV","Solar - PV","707.9","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","ALL","All","2226.2","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","BAT","Battery","17","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","COL","Coal","680","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","HYC","Hydroelectric","13.4","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","NG","Natural Gas","213.5","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","NGCC","Natural Gas - CC","179","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","NGGT","Natural Gas - GT","5.2","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","NGIC","Natural Gas - IC","1.3","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","NGST","Natural Gas - ST","28","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","OBM","Other Biomass","8.8","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","SOL","Solar","1076.6","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","SOLPV","Solar - PV","1076.6","megawatts"
"2024","AR","Arkansas","IPP","Independent Power Producers","WOO","Wood","216.9","megawatts"
"2024","AR","Arkansas","TOT","All sectors","ALL","All","15906.8","megawatts"
"2024","AR","Arkansas","TOT","All sectors","BAT","Battery","28.2","megawatts"
"2024","AR","Arkansas","TOT","All sectors","COL","Coal","4729.6","megawatts"
"2024","AR","Arkansas","TOT","All sectors","HPS","Pumped Storage","30","megawatts"
"2024","AR","Arkansas","TOT","All sectors","HYC","Hydroelectric","1264.5","megawatts"
"2024","AR","Arkansas","TOT","All sectors","NG","Natural Gas","6014.3","megawatts"
"2024","AR","Arkansas","TOT","All sectors","NGCC","Natural Gas - CC","4608.2","megawatts"
"2024","AR","Arkansas","TOT","All sectors","NGGT","Natural Gas - GT","702.8","megawatts"
"2024","AR","Arkansas","TOT","All sectors","NGIC","Natural Gas - IC","19.3","megawatts"
"2024","AR","Arkansas","TOT","All sectors","NGST","Natural Gas - ST","684","megawatts"
"2024","AR","Arkansas","TOT","All sectors","NUC","Nuclear","1821","megawatts"
"2024","AR","Arkansas","TOT","All sectors","OBM","Other Biomass","8.8","megawatts"
"2024","AR","Arkansas","TOT","All sectors","PET","Petroleum","9","megawatts"
"2024","AR","Arkansas","TOT","All sectors","PETIC","Petroleum - IC","9","megawatts"
"2024","AR","Arkansas","TOT","All sectors","SOL","Solar","1784.5","megawatts"
"2024","AR","Arkansas","TOT","All sectors","SOLPV","Solar - PV","1784.5","megawatts"
"2024","AR","Arkansas","TOT","All sectors","WOO","Wood","216.9","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","ALL","All","21790.8","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","BAT","Battery","261","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","COL","Coal","2936","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","HPS","Pumped Storage","216.3","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","HYC","Hydroelectric","2720.6","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","NG","Natural Gas","11158.1","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","NGCC","Natural Gas - CC","6760","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","NGGT","Natural Gas - GT","3121.1","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","NGIC","Natural Gas - IC","182","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","NGST","Natural Gas - ST","1095","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","NUC","Nuclear","3937","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","PET","Petroleum","84.7","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","PETGT","Petroleum - GT","84.7","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","SOL","Solar","477.1","megawatts"
"2024","AZ","Arizona","EU","Electric Utilities","SOLPV","Solar - PV","477.1","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","ALL","All","11085.7","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","BAT","Battery","1860","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","NG","Natural Gas","3388.1","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","NGCC","Natural Gas - CC","3378.6","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","NGGT","Natural Gas - GT","7.9","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","NGIC","Natural Gas - IC","1.6","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","OBM","Other Biomass","3.2","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","PET","Petroleum","1.5","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","PETIC","Petroleum - IC","1.5","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","SOL","Solar","4573.7","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","SOLPV","Solar - PV","4278.1","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","SOLTH","Solar - TH","295.6","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","WND","Wind","1234.5","megawatts"
"2024","AZ","Arizona","IPP","Independent Power Producers","WOO","Wood","24.7","megawatts"
"2024","AZ","Arizona","TOT","All sectors","ALL","All","32876.5","megawatts"
"2024","AZ","Arizona","TOT","All sectors","BAT","Battery","2121","megawatts"
"2024","AZ","Arizona","TOT","All sectors","COL","Coal","2936","megawatts"
"2024","AZ","Arizona","TOT","All sectors","HPS","Pumped Storage","216.3","megawatts"
"2024","AZ","Arizona","TOT","All sectors","HYC","Hydroelectric","2720.6","megawatts"
"2024","AZ","Arizona","TOT","All sectors","NG","Natural Gas","14546.2","megawatts"
"2024","AZ","Arizona","TOT","All sectors","NGCC","Natural Gas - CC","10138.6","megawatts"
"2024","AZ","Arizona","TOT","All sectors","NGGT","Natural Gas - GT","3129","megawatts"
"2024","AZ","Arizona","TOT","All sectors","NGIC","Natural Gas - IC","183.6","megawatts"
"2024","AZ","Arizona","TOT","All sectors","NGST","Natural Gas - ST","1095","megawatts"
"2024","AZ","Arizona","TOT","All sectors","NUC","Nuclear","3937","megawatts"
"2024","AZ","Arizona","TOT","All sectors","OBM","Other Biomass","3.2","megawatts"
"2024","AZ","Arizona","TOT","All sectors","PET","Petroleum","86.2","megawatts"
"2024","AZ","Arizona","TOT","All sectors","PETGT","Petroleum - GT","84.7","megawatts"
"2024","AZ","Arizona","TOT","All sectors","PETIC","Petroleum - IC","1.5","megawatts"
"2024","AZ","Arizona","TOT","All sectors","SOL","Solar","5050.8","megawatts"
"2024","AZ","Arizona","TOT","All sectors","SOLPV","Solar - PV","4755.2","megawatts"
"2024","AZ","Arizona","TOT","All sectors","SOLTH","Solar - TH","295.6","megawatts"
"2024","AZ","Arizona","TOT","All sectors","WND","Wind","1234.5","megawatts"
"2024","AZ","Arizona","TOT","All sectors","WOO","Wood","24.7","megawatts"
"2024","CA","California","EU","Electric Utilities","ALL","All","29003.5","megawatts"
"2024","CA","California","EU","Electric Utilities","BAT","Battery","807.1","megawatts"
"2024","CA","California","EU","Electric Utilities","GEO","Geothermal","125","megawatts"
"2024","CA","California","EU","Electric Utilities","HPS","Pumped Storage","3869.9","megawatts"
"2024","CA","California","EU","Electric Utilities","HYC","Hydroelectric","9649.3","megawatts"
"2024","CA","California","EU","Electric Utilities","NG","Natural Gas","11526.7","megawatts"
"2024","CA","California","EU","Electric Utilities","NGCC","Natural Gas - CC","7136.7","megawatts"
"2024","CA","California","EU","Electric Utilities","NGGT","Natural Gas - GT","3289.9","megawatts"
"2024","CA","California","EU","Electric Utilities","NGIC","Natural Gas - IC","228.2","megawatts"
"2024","CA","California","EU","Electric Utilities","NGST","Natural Gas - ST","871.9","megawatts"
"2024","CA","California","EU","Electric Utilities","NUC","Nuclear","2240","megawatts"
"2024","CA","California","EU","Electric Utilities","PET","Petroleum","116.3","megawatts"
"2024","CA","California","EU","Electric Utilities","PETGT","Petroleum - GT","76.9","megawatts"
"2024","CA","California","EU","Electric Utilities","PETIC","Petroleum - IC","39.4","megawatts"
"2024","CA","California","EU","Electric Utilities","SOL","Solar","233.7","megawatts"
"2024","CA","California","EU","Electric Utilities","SOLPV","Solar - PV","233.7","megawatts"
"2024","CA","California","EU","Electric Utilities","WND","Wind","435.5","megawatts"
"2024","CA","California","IPP","Independent Power Producers","ALL","All","67769.7","megawatts"
"2024","CA","California","IPP","Independent Power Producers","BAT","Battery","10910.2","megawatts"
"2024","CA","California","IPP","Independent Power Producers","COL","Coal","57","megawatts"
"2024","CA","California","IPP","Independent Power Producers","GEO","Geothermal","1756.2","megawatts"
"2024","CA","California","IPP","Independent Power Producers","HYC","Hydroelectric","564.3","megawatts"
"2024","CA","California","IPP","Independent Power Producers","NG","Natural Gas","24802.4","megawatts"
"2024","CA","California","IPP","Independent Power Producers","NGCC","Natural Gas - CC","13275.9","megawatts"
"2024","CA","California","IPP","Independent Power Producers","NGGT","Natural Gas - GT","8216.4","megawatts"
"2024","CA","California","IPP","Independent Power Producers","NGIC","Natural Gas - IC","297.9","megawatts"
"2024","CA","California","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","140.1","megawatts"
"2024","CA","California","IPP","Independent Power Producers","NGST","Natural Gas - ST","2872.1","megawatts"
"2024","CA","California","IPP","Independent Power Producers","OBM","Other Biomass","437.5","megawatts"
"2024","CA","California","IPP","Independent Power Producers","OOG","Other Gas","212.5","megawatts"
"2024","CA","California","IPP","Independent Power Producers","OT","Other","91.2","megawatts"
"2024","CA","California","IPP","Independent Power Producers","PET","Petroleum","325.9","megawatts"
"2024","CA","California","IPP","Independent Power Producers","PETGT","Petroleum - GT","110","megawatts"
"2024","CA","California","IPP","Independent Power Producers","PETIC","Petroleum - IC","215.9","megawatts"
"2024","CA","California","IPP","Independent Power Producers","SOL","Solar","22049.3","megawatts"
"2024","CA","California","IPP","Independent Power Producers","SOLPV","Solar - PV","21131.5","megawatts"
"2024","CA","California","IPP","Independent Power Producers","SOLTH","Solar - TH","917.8","megawatts"
"2024","CA","California","IPP","Independent Power Producers","WND","Wind","6021.3","megawatts"
"2024","CA","California","IPP","Independent Power Producers","WOO","Wood","541.9","megawatts"
"2024","CA","California","TOT","All sectors","ALL","All","96773.2","megawatts"
"2024","CA","California","TOT","All sectors","BAT","Battery","11717.3","megawatts"
"2024","CA","California","TOT","All sectors","COL","Coal","57","megawatts"
"2024","CA","California","TOT","All sectors","GEO","Geothermal","1881.2","megawatts"
"2024","CA","California","TOT","All sectors","HPS","Pumped Storage","3869.9","megawatts"
"2024","CA","California","TOT","All sectors","HYC","Hydroelectric","10213.6","megawatts"
"2024","CA","California","TOT","All sectors","NG","Natural Gas","36329.1","megawatts"
"2024","CA","California","TOT","All sectors","NGCC","Natural Gas - CC","20412.6","megawatts"
"2024","CA","California","TOT","All sectors","NGGT","Natural Gas - GT","11506.3","megawatts"
"2024","CA","California","TOT","All sectors","NGIC","Natural Gas - IC","526.1","megawatts"
"2024","CA","California","TOT","All sectors","NGOTH","Natural Gas - OTH","140.1","megawatts"
"2024","CA","California","TOT","All sectors","NGST","Natural Gas - ST","3744","megawatts"
"2024","CA","California","TOT","All sectors","NUC","Nuclear","2240","megawatts"
"2024","CA","California","TOT","All sectors","OBM","Other Biomass","437.5","megawatts"
"2024","CA","California","TOT","All sectors","OOG","Other Gas","212.5","megawatts"
"2024","CA","California","TOT","All sectors","OT","Other","91.2","megawatts"
"2024","CA","California","TOT","All sectors","PET","Petroleum","442.2","megawatts"
"2024","CA","California","TOT","All sectors","PETGT","Petroleum - GT","186.9","megawatts"
"2024","CA","California","TOT","All sectors","PETIC","Petroleum - IC","255.3","megawatts"
"2024","CA","California","TOT","All sectors","SOL","Solar","22283","megawatts"
"2024","CA","California","TOT","All sectors","SOLPV","Solar - PV","21365.2","megawatts"
"2024","CA","California","TOT","All sectors","SOLTH","Solar - TH","917.8","megawatts"
"2024","CA","California","TOT","All sectors","WND","Wind","6456.8","megawatts"
"2024","CA","California","TOT","All sectors","WOO","Wood","541.9","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","ALL","All","11287.2","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","BAT","Battery","82.4","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","COL","Coal","3786","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","HPS","Pumped Storage","578.5","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","HYC","Hydroelectric","609.7","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","NG","Natural Gas","4917.8","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","NGCC","Natural Gas - CC","2642","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","NGGT","Natural Gas - GT","1908","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","NGIC","Natural Gas - IC","3.8","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","NGST","Natural Gas - ST","364","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","PET","Petroleum","148.1","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","PETGT","Petroleum - GT","100","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","PETIC","Petroleum - IC","48.1","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","SOL","Solar","8.5","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","SOLPV","Solar - PV","8.5","megawatts"
"2024","CO","Colorado","EU","Electric Utilities","WND","Wind","1156.2","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","ALL","All","8529.4","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","BAT","Battery","263.9","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","HYC","Hydroelectric","83.5","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","NG","Natural Gas","1606.1","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","NGCC","Natural Gas - CC","608.5","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","NGGT","Natural Gas - GT","729.2","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","NGIC","Natural Gas - IC","225.4","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","NGST","Natural Gas - ST","43","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","OBM","Other Biomass","16.1","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","OT","Other","6.1","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","PET","Petroleum","2.4","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","PETIC","Petroleum - IC","2.4","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","SOL","Solar","2358.2","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","SOLPV","Solar - PV","2358.2","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","WND","Wind","4180.5","megawatts"
"2024","CO","Colorado","IPP","Independent Power Producers","WOO","Wood","12.6","megawatts"
"2024","CO","Colorado","TOT","All sectors","ALL","All","19816.6","megawatts"
"2024","CO","Colorado","TOT","All sectors","BAT","Battery","346.3","megawatts"
"2024","CO","Colorado","TOT","All sectors","COL","Coal","3786","megawatts"
"2024","CO","Colorado","TOT","All sectors","HPS","Pumped Storage","578.5","megawatts"
"2024","CO","Colorado","TOT","All sectors","HYC","Hydroelectric","693.2","megawatts"
"2024","CO","Colorado","TOT","All sectors","NG","Natural Gas","6523.9","megawatts"
"2024","CO","Colorado","TOT","All sectors","NGCC","Natural Gas - CC","3250.5","megawatts"
"2024","CO","Colorado","TOT","All sectors","NGGT","Natural Gas - GT","2637.2","megawatts"
"2024","CO","Colorado","TOT","All sectors","NGIC","Natural Gas - IC","229.2","megawatts"
"2024","CO","Colorado","TOT","All sectors","NGST","Natural Gas - ST","407","megawatts"
"2024","CO","Colorado","TOT","All sectors","OBM","Other Biomass","16.1","megawatts"
"2024","CO","Colorado","TOT","All sectors","OT","Other","6.1","megawatts"
"2024","CO","Colorado","TOT","All sectors","PET","Petroleum","150.5","megawatts"
"2024","CO","Colorado","TOT","All sectors","PETGT","Petroleum - GT","100","megawatts"
"2024","CO","Colorado","TOT","All sectors","PETIC","Petroleum - IC","50.5","megawatts"
"2024","CO","Colorado","TOT","All sectors","SOL","Solar","2366.7","megawatts"
"2024","CO","Colorado","TOT","All sectors","SOLPV","Solar - PV","2366.7","megawatts"
"2024","CO","Colorado","TOT","All sectors","WND","Wind","5336.7","megawatts"
"2024","CO","Colorado","TOT","All sectors","WOO","Wood","12.6","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","ALL","All","153.4","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","HYC","Hydroelectric","9","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","NG","Natural Gas","88.7","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","NGGT","Natural Gas - GT","74.1","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","NGOTH","Natural Gas - OTH","14.6","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","PET","Petroleum","53.5","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","PETIC","Petroleum - IC","53.5","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","SOL","Solar","2.2","megawatts"
"2024","CT","Connecticut","EU","Electric Utilities","SOLPV","Solar - PV","2.2","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","ALL","All","9840.7","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","BAT","Battery","1.6","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","HPS","Pumped Storage","29.4","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","HYC","Hydroelectric","110.2","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NG","Natural Gas","4974.6","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NGCC","Natural Gas - CC","3901","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NGGT","Natural Gas - GT","517.7","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NGIC","Natural Gas - IC","15.7","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","83.1","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NGST","Natural Gas - ST","457.1","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","NUC","Nuclear","2104.2","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","OBM","Other Biomass","102.1","megawatts"
"2024","CT","Connecticut","IPP","Independent Power Producers","PET","Petroleum","2156","megawatts"
