"period","stateId","stateDescription","producertypeid","producerTypeDescription","energysourceid","energySourceDescription","capability","capability-units"
"2023","AZ","Arizona","IPP","Independent Power Producers","NGGT","Natural Gas - GT","7.9","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","NGIC","Natural Gas - IC","1.6","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","OBM","Other Biomass","3.2","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","PET","Petroleum","1.5","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","PETIC","Petroleum - IC","1.5","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","SOL","Solar","3326.3","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","SOLPV","Solar - PV","3030.7","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","SOLTH","Solar - TH","295.6","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","WND","Wind","855.5","megawatts"
"2023","AZ","Arizona","IPP","Independent Power Producers","WOO","Wood","24.7","megawatts"
"2023","AZ","Arizona","TOT","All sectors","ALL","All","29884.6","megawatts"
"2023","AZ","Arizona","TOT","All sectors","BAT","Battery","931","megawatts"
"2023","AZ","Arizona","TOT","All sectors","COL","Coal","2939","megawatts"
"2023","AZ","Arizona","TOT","All sectors","HPS","Pumped Storage","216.3","megawatts"
"2023","AZ","Arizona","TOT","All sectors","HYC","Hydroelectric","2721.9","megawatts"
"2023","AZ","Arizona","TOT","All sectors","NG","Natural Gas","14341","megawatts"
"2023","AZ","Arizona","TOT","All sectors","NGCC","Natural Gas - CC","10181.6","megawatts"
"2023","AZ","Arizona","TOT","All sectors","NGGT","Natural Gas - GT","3061.8","megawatts"
"2023","AZ","Arizona","TOT","All sectors","NGIC","Natural Gas - IC","183.6","megawatts"
"2023","AZ","Arizona","TOT","All sectors","NGST","Natural Gas - ST","914","megawatts"
"2023","AZ","Arizona","TOT","All sectors","NUC","Nuclear","3937","megawatts"
"2023","AZ","Arizona","TOT","All sectors","OBM","Other Biomass","3.2","megawatts"
"2023","AZ","Arizona","TOT","All sectors","PET","Petroleum","268.5","megawatts"
"2023","AZ","Arizona","TOT","All sectors","PETGT","Petroleum - GT","86","megawatts"
"2023","AZ","Arizona","TOT","All sectors","PETIC","Petroleum - IC","1.5","megawatts"
"2023","AZ","Arizona","TOT","All sectors","PETST","Petroleum - ST","181","megawatts"
"2023","AZ","Arizona","TOT","All sectors","SOL","Solar","3646.5","megawatts"
"2023","AZ","Arizona","TOT","All sectors","SOLPV","Solar - PV","3350.9","megawatts"
"2023","AZ","Arizona","TOT","All sectors","SOLTH","Solar - TH","295.6","megawatts"
"2023","AZ","Arizona","TOT","All sectors","WND","Wind","855.5","megawatts"
"2023","AZ","Arizona","TOT","All sectors","WOO","Wood","24.7","megawatts"
"2023","CA","California","EU","Electric Utilities","ALL","All","28570.6","megawatts"
"2023","CA","California","EU","Electric Utilities","BAT","Battery","420.5","megawatts"
"2023","CA","California","EU","Electric Utilities","GEO","Geothermal","125","megawatts"
"2023","CA","California","EU","Electric Utilities","HPS","Pumped Storage","3911.9","megawatts"
"2023","CA","California","EU","Electric Utilities","HYC","Hydroelectric","9660.4","megawatts"
"2023","CA","California","EU","Electric Utilities","NG","Natural Gas","11516.1","megawatts"
"2023","CA","California","EU","Electric Utilities","NGCC","Natural Gas - CC","7114.7","megawatts"
"2023","CA","California","EU","Electric Utilities","NGGT","Natural Gas - GT","3296.9","megawatts"
"2023","CA","California","EU","Electric Utilities","NGIC","Natural Gas - IC","232.6","megawatts"
"2023","CA","California","EU","Electric Utilities","NGST","Natural Gas - ST","871.9","megawatts"
"2023","CA","California","EU","Electric Utilities","NUC","Nuclear","2240","megawatts"
"2023","CA","California","EU","Electric Utilities","PET","Petroleum","116.3","megawatts"
"2023","CA","California","EU","Electric Utilities","PETGT","Petroleum - GT","76.9","megawatts"
"2023","CA","California","EU","Electric Utilities","PETIC","Petroleum - IC","39.4","megawatts"
"2023","CA","California","EU","Electric Utilities","SOL","Solar","230.4","megawatts"
"2023","CA","California","EU","Electric Utilities","SOLPV","Solar - PV","230.4","megawatts"
"2023","CA","California","EU","Electric Utilities","WND","Wind","350","megawatts"
"2023","CA","California","IPP","Independent Power Producers","ALL","All","61804.3","megawatts"
"2023","CA","California","IPP","Independent Power Producers","BAT","Battery","7564.1","megawatts"
"2023","CA","California","IPP","Independent Power Producers","COL","Coal","57","megawatts"
"2023","CA","California","IPP","Independent Power Producers","GEO","Geothermal","1760","megawatts"
"2023","CA","California","IPP","Independent Power Producers","HYC","Hydroelectric","565.5","megawatts"
"2023","CA","California","IPP","Independent Power Producers","NG","Natural Gas","24653.7","megawatts"
"2023","CA","California","IPP","Independent Power Producers","NGCC","Natural Gas - CC","13276.4","megawatts"
"2023","CA","California","IPP","Independent Power Producers","NGGT","Natural Gas - GT","8172.5","megawatts"
"2023","CA","California","IPP","Independent Power Producers","NGIC","Natural Gas - IC","167.9","megawatts"
"2023","CA","California","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","154.8","megawatts"
"2023","CA","California","IPP","Independent Power Producers","NGST","Natural Gas - ST","2882.1","megawatts"
"2023","CA","California","IPP","Independent Power Producers","OBM","Other Biomass","476","megawatts"
"2023","CA","California","IPP","Independent Power Producers","OOG","Other Gas","213","megawatts"
"2023","CA","California","IPP","Independent Power Producers","OT","Other","94.4","megawatts"
"2023","CA","California","IPP","Independent Power Producers","PET","Petroleum","298.9","megawatts"
"2023","CA","California","IPP","Independent Power Producers","PETGT","Petroleum - GT","110","megawatts"
"2023","CA","California","IPP","Independent Power Producers","PETIC","Petroleum - IC","188.9","megawatts"
"2023","CA","California","IPP","Independent Power Producers","SOL","Solar","19544.7","megawatts"
"2023","CA","California","IPP","Independent Power Producers","SOLPV","Solar - PV","18538.9","megawatts"
"2023","CA","California","IPP","Independent Power Producers","SOLTH","Solar - TH","1005.8","megawatts"
"2023","CA","California","IPP","Independent Power Producers","WND","Wind","5934.2","megawatts"
"2023","CA","California","IPP","Independent Power Producers","WOO","Wood","642.8","megawatts"
"2023","CA","California","TOT","All sectors","ALL","All","90374.9","megawatts"
"2023","CA","California","TOT","All sectors","BAT","Battery","7984.6","megawatts"
"2023","CA","California","TOT","All sectors","COL","Coal","57","megawatts"
"2023","CA","California","TOT","All sectors","GEO","Geothermal","1885","megawatts"
"2023","CA","California","TOT","All sectors","HPS","Pumped Storage","3911.9","megawatts"
"2023","CA","California","TOT","All sectors","HYC","Hydroelectric","10225.9","megawatts"
"2023","CA","California","TOT","All sectors","NG","Natural Gas","36169.8","megawatts"
"2023","CA","California","TOT","All sectors","NGCC","Natural Gas - CC","20391.1","megawatts"
"2023","CA","California","TOT","All sectors","NGGT","Natural Gas - GT","11469.4","megawatts"
"2023","CA","California","TOT","All sectors","NGIC","Natural Gas - IC","400.5","megawatts"
"2023","CA","California","TOT","All sectors","NGOTH","Natural Gas - OTH","154.8","megawatts"
"2023","CA","California","TOT","All sectors","NGST","Natural Gas - ST","3754","megawatts"
"2023","CA","California","TOT","All sectors","NUC","Nuclear","2240","megawatts"
"2023","CA","California","TOT","All sectors","OBM","Other Biomass","476","megawatts"
"2023","CA","California","TOT","All sectors","OOG","Other Gas","213","megawatts"
"2023","CA","California","TOT","All sectors","OT","Other","94.4","megawatts"
"2023","CA","California","TOT","All sectors","PET","Petroleum","415.2","megawatts"
"2023","CA","California","TOT","All sectors","PETGT","Petroleum - GT","186.9","megawatts"
"2023","CA","California","TOT","All sectors","PETIC","Petroleum - IC","228.3","megawatts"
"2023","CA","California","TOT","All sectors","SOL","Solar","19775.1","megawatts"
"2023","CA","California","TOT","All sectors","SOLPV","Solar - PV","18769.3","megawatts"
"2023","CA","California","TOT","All sectors","SOLTH","Solar - TH","1005.8","megawatts"
"2023","CA","California","TOT","All sectors","WND","Wind","6284.2","megawatts"
"2023","CA","California","TOT","All sectors","WOO","Wood","642.8","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","ALL","All","11207.8","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","BAT","Battery","5","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","COL","Coal","3804","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","HPS","Pumped Storage","590.4","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","HYC","Hydroelectric","609.7","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","NG","Natural Gas","4860.6","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","NGCC","Natural Gas - CC","2585","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","NGGT","Natural Gas - GT","1906.8","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","NGIC","Natural Gas - IC","3.8","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","NGST","Natural Gas - ST","365","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","PET","Petroleum","175.1","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","PETGT","Petroleum - GT","127","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","PETIC","Petroleum - IC","48.1","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","SOL","Solar","6.8","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","SOLPV","Solar - PV","6.8","megawatts"
"2023","CO","Colorado","EU","Electric Utilities","WND","Wind","1156.2","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","ALL","All","8333.6","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","BAT","Battery","236","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","HYC","Hydroelectric","80","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","NG","Natural Gas","1627.3","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","NGCC","Natural Gas - CC","608.5","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","NGGT","Natural Gas - GT","754.2","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","NGIC","Natural Gas - IC","221.6","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","NGST","Natural Gas - ST","43","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","OBM","Other Biomass","16.1","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","OOG","Other Gas","3","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","OT","Other","9.1","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","PET","Petroleum","2.4","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","PETIC","Petroleum - IC","2.4","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","SOL","Solar","2166.6","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","SOLPV","Solar - PV","2166.6","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","WND","Wind","4180.5","megawatts"
"2023","CO","Colorado","IPP","Independent Power Producers","WOO","Wood","12.6","megawatts"
"2023","CO","Colorado","TOT","All sectors","ALL","All","19541.4","megawatts"
"2023","CO","Colorado","TOT","All sectors","BAT","Battery","241","megawatts"
"2023","CO","Colorado","TOT","All sectors","COL","Coal","3804","megawatts"
"2023","CO","Colorado","TOT","All sectors","HPS","Pumped Storage","590.4","megawatts"
"2023","CO","Colorado","TOT","All sectors","HYC","Hydroelectric","689.7","megawatts"
"2023","CO","Colorado","TOT","All sectors","NG","Natural Gas","6487.9","megawatts"
"2023","CO","Colorado","TOT","All sectors","NGCC","Natural Gas - CC","3193.5","megawatts"
"2023","CO","Colorado","TOT","All sectors","NGGT","Natural Gas - GT","2661","megawatts"
"2023","CO","Colorado","TOT","All sectors","NGIC","Natural Gas - IC","225.4","megawatts"
"2023","CO","Colorado","TOT","All sectors","NGST","Natural Gas - ST","408","megawatts"
"2023","CO","Colorado","TOT","All sectors","OBM","Other Biomass","16.1","megawatts"
"2023","CO","Colorado","TOT","All sectors","OOG","Other Gas","3","megawatts"
"2023","CO","Colorado","TOT","All sectors","OT","Other","9.1","megawatts"
"2023","CO","Colorado","TOT","All sectors","PET","Petroleum","177.5","megawatts"
"2023","CO","Colorado","TOT","All sectors","PETGT","Petroleum - GT","127","megawatts"
"2023","CO","Colorado","TOT","All sectors","PETIC","Petroleum - IC","50.5","megawatts"
"2023","CO","Colorado","TOT","All sectors","SOL","Solar","2173.4","megawatts"
"2023","CO","Colorado","TOT","All sectors","SOLPV","Solar - PV","2173.4","megawatts"
"2023","CO","Colorado","TOT","All sectors","WND","Wind","5336.7","megawatts"
"2023","CO","Colorado","TOT","All sectors","WOO","Wood","12.6","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","ALL","All","153.4","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","HYC","Hydroelectric","9","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","NG","Natural Gas","88.7","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","NGGT","Natural Gas - GT","74.1","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","NGOTH","Natural Gas - OTH","14.6","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","PET","Petroleum","53.5","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","PETIC","Petroleum - IC","53.5","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","SOL","Solar","2.2","megawatts"
"2023","CT","Connecticut","EU","Electric Utilities","SOLPV","Solar - PV","2.2","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","ALL","All","9782.5","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","BAT","Battery","1.6","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","HPS","Pumped Storage","29.4","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","HYC","Hydroelectric","110.2","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NG","Natural Gas","4975.1","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NGCC","Natural Gas - CC","3923","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NGGT","Natural Gas - GT","509.9","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NGIC","Natural Gas - IC","15.7","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","69.4","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NGST","Natural Gas - ST","457.1","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","NUC","Nuclear","2081.2","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","OBM","Other Biomass","102.1","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","PET","Petroleum","2155.2","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","PETGT","Petroleum - GT","895.7","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","PETIC","Petroleum - IC","16.9","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","PETST","Petroleum - ST","1242.6","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","SOL","Solar","285.2","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","SOLPV","Solar - PV","285.2","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","WND","Wind","5","megawatts"
"2023","CT","Connecticut","IPP","Independent Power Producers","WOO","Wood","37.5","megawatts"
"2023","CT","Connecticut","TOT","All sectors","ALL","All","9935.9","megawatts"
"2023","CT","Connecticut","TOT","All sectors","BAT","Battery","1.6","megawatts"
"2023","CT","Connecticut","TOT","All sectors","HPS","Pumped Storage","29.4","megawatts"
"2023","CT","Connecticut","TOT","All sectors","HYC","Hydroelectric","119.2","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NG","Natural Gas","5063.8","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NGCC","Natural Gas - CC","3923","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NGGT","Natural Gas - GT","584","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NGIC","Natural Gas - IC","15.7","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NGOTH","Natural Gas - OTH","84","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NGST","Natural Gas - ST","457.1","megawatts"
"2023","CT","Connecticut","TOT","All sectors","NUC","Nuclear","2081.2","megawatts"
"2023","CT","Connecticut","TOT","All sectors","OBM","Other Biomass","102.1","megawatts"
"2023","CT","Connecticut","TOT","All sectors","PET","Petroleum","2208.7","megawatts"
"2023","CT","Connecticut","TOT","All sectors","PETGT","Petroleum - GT","895.7","megawatts"
"2023","CT","Connecticut","TOT","All sectors","PETIC","Petroleum - IC","70.4","megawatts"
"2023","CT","Connecticut","TOT","All sectors","PETST","Petroleum - ST","1242.6","megawatts"
"2023","CT","Connecticut","TOT","All sectors","SOL","Solar","287.4","megawatts"
"2023","CT","Connecticut","TOT","All sectors","SOLPV","Solar - PV","287.4","megawatts"
"2023","CT","Connecticut","TOT","All sectors","WND","Wind","5","megawatts"
"2023","CT","Connecticut","TOT","All sectors","WOO","Wood","37.5","megawatts"
"2023","DC","District of Columbia","EU","Electric Utilities","ALL","All","2","megawatts"
"2023","DC","District of Columbia","EU","Electric Utilities","SOL","Solar","2","megawatts"
"2023","DC","District of Columbia","EU","Electric Utilities","SOLPV","Solar - PV","2","megawatts"
"2023","DC","District of Columbia","IPP","Independent Power Producers","ALL","All","50.2","megawatts"
"2023","DC","District of Columbia","IPP","Independent Power Producers","NG","Natural Gas","20.6","megawatts"
"2023","DC","District of Columbia","IPP","Independent Power Producers","NGGT","Natural Gas - GT","20.6","megawatts"
"2023","DC","District of Columbia","IPP","Independent Power Producers","OBM","Other Biomass","12","megawatts"
"2023","DC","District of Columbia","IPP","Independent Power Producers","SOL","Solar","17.6","megawatts"
"2023","DC","District of Columbia","IPP","Independent Power Producers","SOLPV","Solar - PV","17.6","megawatts"
"2023","DC","District of Columbia","TOT","All sectors","ALL","All","52.2","megawatts"
"2023","DC","District of Columbia","TOT","All sectors","NG","Natural Gas","20.6","megawatts"
"2023","DC","District of Columbia","TOT","All sectors","NGGT","Natural Gas - GT","20.6","megawatts"
"2023","DC","District of Columbia","TOT","All sectors","OBM","Other Biomass","12","megawatts"
"2023","DC","District of Columbia","TOT","All sectors","SOL","Solar","19.6","megawatts"
"2023","DC","District of Columbia","TOT","All sectors","SOLPV","Solar - PV","19.6","megawatts"
"2023","DE","Delaware","EU","Electric Utilities","ALL","All","101.9","megawatts"
"2023","DE","Delaware","EU","Electric Utilities","NG","Natural Gas","98","megawatts"
"2023","DE","Delaware","EU","Electric Utilities","NGGT","Natural Gas - GT","98","megawatts"
"2023","DE","Delaware","EU","Electric Utilities","SOL","Solar","3.9","megawatts"
"2023","DE","Delaware","EU","Electric Utilities","SOLPV","Solar - PV","3.9","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","ALL","All","3193.6","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","COL","Coal","410","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","NG","Natural Gas","2435.8","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1496","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","NGGT","Natural Gas - GT","216","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","28.8","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","NGST","Natural Gas - ST","695","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","OBM","Other Biomass","14.2","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","OOG","Other Gas","135","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","PET","Petroleum","111.1","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","PETGT","Petroleum - GT","111.1","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","SOL","Solar","85.5","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","SOLPV","Solar - PV","85.5","megawatts"
"2023","DE","Delaware","IPP","Independent Power Producers","WND","Wind","2","megawatts"
"2023","DE","Delaware","TOT","All sectors","ALL","All","3295.5","megawatts"
"2023","DE","Delaware","TOT","All sectors","COL","Coal","410","megawatts"
"2023","DE","Delaware","TOT","All sectors","NG","Natural Gas","2533.8","megawatts"
"2023","DE","Delaware","TOT","All sectors","NGCC","Natural Gas - CC","1496","megawatts"
"2023","DE","Delaware","TOT","All sectors","NGGT","Natural Gas - GT","314","megawatts"
"2023","DE","Delaware","TOT","All sectors","NGOTH","Natural Gas - OTH","28.8","megawatts"
"2023","DE","Delaware","TOT","All sectors","NGST","Natural Gas - ST","695","megawatts"
"2023","DE","Delaware","TOT","All sectors","OBM","Other Biomass","14.2","megawatts"
"2023","DE","Delaware","TOT","All sectors","OOG","Other Gas","135","megawatts"
"2023","DE","Delaware","TOT","All sectors","PET","Petroleum","111.1","megawatts"
"2023","DE","Delaware","TOT","All sectors","PETGT","Petroleum - GT","111.1","megawatts"
"2023","DE","Delaware","TOT","All sectors","SOL","Solar","89.4","megawatts"
"2023","DE","Delaware","TOT","All sectors","SOLPV","Solar - PV","89.4","megawatts"
"2023","DE","Delaware","TOT","All sectors","WND","Wind","2","megawatts"
"2023","FL","Florida","EU","Electric Utilities","ALL","All","63158.9","megawatts"
"2023","FL","Florida","EU","Electric Utilities","BAT","Battery","555.7","megawatts"
"2023","FL","Florida","EU","Electric Utilities","COL","Coal","3989.7","megawatts"
"2023","FL","Florida","EU","Electric Utilities","HYC","Hydroelectric","43.5","megawatts"
"2023","FL","Florida","EU","Electric Utilities","NG","Natural Gas","45939.2","megawatts"
"2023","FL","Florida","EU","Electric Utilities","NGCC","Natural Gas - CC","34286.5","megawatts"
"2023","FL","Florida","EU","Electric Utilities","NGGT","Natural Gas - GT","6521.1","megawatts"
"2023","FL","Florida","EU","Electric Utilities","NGIC","Natural Gas - IC","141.7","megawatts"
"2023","FL","Florida","EU","Electric Utilities","NGST","Natural Gas - ST","4989.9","megawatts"
"2023","FL","Florida","EU","Electric Utilities","NUC","Nuclear","3666","megawatts"
"2023","FL","Florida","EU","Electric Utilities","OBM","Other Biomass","3","megawatts"
"2023","FL","Florida","EU","Electric Utilities","PET","Petroleum","1608.9","megawatts"
"2023","FL","Florida","EU","Electric Utilities","PETGT","Petroleum - GT","1513.5","megawatts"
"2023","FL","Florida","EU","Electric Utilities","PETIC","Petroleum - IC","95.4","megawatts"
"2023","FL","Florida","EU","Electric Utilities","SOL","Solar","7250.4","megawatts"
"2023","FL","Florida","EU","Electric Utilities","SOLPV","Solar - PV","7250.4","megawatts"
"2023","FL","Florida","EU","Electric Utilities","WOO","Wood","102.5","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","ALL","All","5564","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","BAT","Battery","5","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","NG","Natural Gas","3796.1","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1456.5","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","NGGT","Natural Gas - GT","2269.9","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","NGIC","Natural Gas - IC","33.7","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","NGST","Natural Gas - ST","36","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","OBM","Other Biomass","628.4","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","OT","Other","312.9","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","PET","Petroleum","2","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","PETIC","Petroleum - IC","2","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","SOL","Solar","551.9","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","SOLPV","Solar - PV","551.9","megawatts"
"2023","FL","Florida","IPP","Independent Power Producers","WOO","Wood","267.7","megawatts"
"2023","FL","Florida","TOT","All sectors","ALL","All","68722.9","megawatts"
"2023","FL","Florida","TOT","All sectors","BAT","Battery","560.7","megawatts"
"2023","FL","Florida","TOT","All sectors","COL","Coal","3989.7","megawatts"
"2023","FL","Florida","TOT","All sectors","HYC","Hydroelectric","43.5","megawatts"
"2023","FL","Florida","TOT","All sectors","NG","Natural Gas","49735.3","megawatts"
"2023","FL","Florida","TOT","All sectors","NGCC","Natural Gas - CC","35743","megawatts"
"2023","FL","Florida","TOT","All sectors","NGGT","Natural Gas - GT","8791","megawatts"
"2023","FL","Florida","TOT","All sectors","NGIC","Natural Gas - IC","175.4","megawatts"
"2023","FL","Florida","TOT","All sectors","NGST","Natural Gas - ST","5025.9","megawatts"
"2023","FL","Florida","TOT","All sectors","NUC","Nuclear","3666","megawatts"
"2023","FL","Florida","TOT","All sectors","OBM","Other Biomass","631.4","megawatts"
"2023","FL","Florida","TOT","All sectors","OT","Other","312.9","megawatts"
"2023","FL","Florida","TOT","All sectors","PET","Petroleum","1610.9","megawatts"
"2023","FL","Florida","TOT","All sectors","PETGT","Petroleum - GT","1513.5","megawatts"
"2023","FL","Florida","TOT","All sectors","PETIC","Petroleum - IC","97.4","megawatts"
"2023","FL","Florida","TOT","All sectors","SOL","Solar","7802.3","megawatts"
"2023","FL","Florida","TOT","All sectors","SOLPV","Solar - PV","7802.3","megawatts"
"2023","FL","Florida","TOT","All sectors","WOO","Wood","370.2","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","ALL","All","26480.8","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","BAT","Battery",".2","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","COL","Coal","5780","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","HPS","Pumped Storage","1897.4","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","HYC","Hydroelectric","1976.4","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NG","Natural Gas","10353.8","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NGCC","Natural Gas - CC","6579.2","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NGGT","Natural Gas - GT","3050","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NGIC","Natural Gas - IC",".4","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NGOTH","Natural Gas - OTH",".2","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NGST","Natural Gas - ST","724","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","NUC","Nuclear","5175","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","PET","Petroleum","938.1","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","PETGT","Petroleum - GT","933","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","PETIC","Petroleum - IC","5.1","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","SOL","Solar","359.9","megawatts"
"2023","GA","Georgia","EU","Electric Utilities","SOLPV","Solar - PV","359.9","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","ALL","All","11304.9","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","BAT","Battery","81","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","HYC","Hydroelectric","8.6","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","NG","Natural Gas","6132.4","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1487.8","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","NGGT","Natural Gas - GT","4519.1","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","NGIC","Natural Gas - IC","6.6","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","NGST","Natural Gas - ST","118.9","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","OBM","Other Biomass","55.8","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","PET","Petroleum","252.7","megawatts"
