"period","stateid","stateName","sector","sectorName","entityid","entityName","plantid","plantName","generatorid","technology","energy_source_code","energy-source-desc","prime_mover_code","balancing_authority_code","balancing-authority-name","status","statusDescription","county","latitude","longitude","nameplate-capacity-mw","net-summer-capacity-mw","net-winter-capacity-mw","operating-year-month","planned-derate-summer-cap-mw","planned-derate-year-month","planned-retirement-year-month","planned-uprate-summer-cap-mw","planned-uprate-year-month","unit","nameplate-capacity-mw-units","net-summer-capacity-mw-units","net-winter-capacity-mw-units","planned-derate-summer-cap-mw-units","planned-uprate-summer-cap-mw-units"
"2026-06","IA","Iowa","electric-utility","Electric Utility","3203","Cedar Falls Utilities","1131","Streeter Station","6","Natural Gas Steam Turbine","NG","Natural Gas","ST","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Black Hawk","42.5267","-92.4394","16.5","19.4","19.4","1963-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","3203","Cedar Falls Utilities","1131","Streeter Station","7","Natural Gas Steam Turbine","NG","Natural Gas","ST","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Black Hawk","42.5267","-92.4394","35","35.2","35.2","1973-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","65337","Coggon Municipal Light Plant","1132","Coggon","IC5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Linn","42.280827","-91.532705","2","1.8","1.8","2003-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","4375","City of Corning - (IA)","1134","Corning","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Adams","40.9871","-94.7352","2.8","2.8","2.8","1975-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","4375","City of Corning - (IA)","1134","Corning","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Adams","40.9871","-94.7352","2","2","2","2006-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","4375","City of Corning - (IA)","1134","Corning","7","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Adams","40.9871","-94.7352","2","2","2","2006-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","4919","City of Dayton - (IA)","1135","Dayton (IA)","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Webster","42.260162","-94.069243","1.8","1.8","1.8","2000-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","5998","City of Estherville - (IA)","1137","Estherville","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Emmet","43.4028","-94.8433","1.6","1.1","1.1","1946-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","5998","City of Estherville - (IA)","1137","Estherville","3","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","SWPP","Southwest Power Pool","OP","Operating","Emmet","43.4028","-94.8433","3","2.7","2.8","1960-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","5998","City of Estherville - (IA)","1137","Estherville","4","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","SWPP","Southwest Power Pool","OP","Operating","Emmet","43.4028","-94.8433","4","3.5","3.5","1969-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","5998","City of Estherville - (IA)","1137","Estherville","5","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","SWPP","Southwest Power Pool","OP","Operating","Emmet","43.4028","-94.8433","4","3.6","3.6","1969-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","5998","City of Estherville - (IA)","1137","Estherville","7","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","SWPP","Southwest Power Pool","OP","Operating","Emmet","43.4028","-94.8433","3","2.7","2.8","1960-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","6579","City of Forest City- (IA)","1138","Forest City Light Plant","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.263235","-93.635383","1.2","1.3","1.3","1958-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","6579","City of Forest City- (IA)","1138","Forest City Light Plant","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.263235","-93.635383","2.7","2.2","2.2","1965-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","6579","City of Forest City- (IA)","1138","Forest City Light Plant","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.263235","-93.635383","3.5","3.3","3.3","1968-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","6579","City of Forest City- (IA)","1138","Forest City Light Plant","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.263235","-93.635383","6.3","6.1","6.1","1976-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","6579","City of Forest City- (IA)","1138","Forest City Light Plant","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.263235","-93.635383",".7",".7",".7","1950-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","6579","City of Forest City- (IA)","1138","Forest City Light Plant","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.263235","-93.635383","7.6","7.6","7.6","2000-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7424","Gowrie Municipal Utilities","1141","Gowrie","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Webster","42.282807","-94.288965","2.5","2.2","2.2","2013-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7443","City of Graettinger - (IA)","1142","Graettinger","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Palo Alto","43.2397","-94.7498","1.1","1.1","1.1","1990-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7443","City of Graettinger - (IA)","1142","Graettinger","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Palo Alto","43.2397","-94.7498","2","2","2","2002-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7486","City of Grand Junction - (IA)","1143","Grand Junction","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Greene","42.0296","-94.3699","1.7","1.7","1.7","1994-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7743","Grundy Center Mun Light & Power","1145","Grundy Center City Light Plant","IC1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Grundy","42.363094","-92.772322","2.2","2.2","2.2","1963-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7743","Grundy Center Mun Light & Power","1145","Grundy Center City Light Plant","IC2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Grundy","42.363094","-92.772322","3.5","3.5","3.5","1972-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","7743","Grundy Center Mun Light & Power","1145","Grundy Center City Light Plant","IC3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Grundy","42.363094","-92.772322","3","3","3","1990-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","8122","Harlan Municipal Utilities - (IA)","1146","Harlan","HMU1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Shelby","41.644542","-95.315283","1.7","1.6","1.6","2001-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","8122","Harlan Municipal Utilities - (IA)","1146","Harlan","HMU2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Shelby","41.644542","-95.315283","1.7","1.6","1.6","2001-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","9275","Indianola Municipal Utilities","1150","Indianola","7","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Warren","41.359491","-93.563268","20.6","19.4","23","1977-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","9275","Indianola Municipal Utilities","1150","Indianola","8","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Warren","41.359491","-93.563268","20.3","22.8","24","2000-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10608","City of Lake Park - (IA)","1153","Lake Park","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Dickinson","43.4301","-95.3153","2","2","2","2005-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10608","City of Lake Park - (IA)","1153","Lake Park","G2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Dickinson","43.4301","-95.3153","2","2","2","2005-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10606","City of Lake Mills","1154","Lake Mills","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.4172","-93.5322","1.3","1.3","1.3","1962-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10606","City of Lake Mills","1154","Lake Mills","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.4172","-93.5322","5.7","5.7","5.7","1979-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10606","City of Lake Mills","1154","Lake Mills","7","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.4172","-93.5322","7.6","7.6","7.6","1999-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10606","City of Lake Mills","1154","Lake Mills","8","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Winnebago","43.4172","-93.5322","3.1","3.1","3.1","2022-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326","2.8","2.7","2.8","1973-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326",".2",".2",".2","1940-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326",".3",".3",".3","1941-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326",".6",".6",".6","1948-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326","1.1","1.1","1.1","1955-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326",".5",".5",".5","1993-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","7","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326","2.5","2.3","2.3","2011-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10650","City of Lamoni - (IA)","1155","Lamoni Municipal Utilities","8","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Decatur","40.622","-93.9326","2.5","2.3","2.3","2011-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10542","La Porte City Utilities","1156","La Porte","3A","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Black Hawk","42.3159","-92.1928","1.8","1.8","1.8","2000-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10542","La Porte City Utilities","1156","La Porte","4A","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Black Hawk","42.3159","-92.1928","1.8","1.8","1.8","2000-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10542","La Porte City Utilities","1156","La Porte","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Black Hawk","42.3159","-92.1928","1.8","1.8","1.8","2013-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10769","City of Laurens - (IA)","1157","Laurens","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","SB","Standby/Backup: available for service but not normally used","Pocahontas","42.8486","-94.8506","2.5","2.3","2.3","2013-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10769","City of Laurens - (IA)","1157","Laurens","6","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","SB","Standby/Backup: available for service but not normally used","Pocahontas","42.8486","-94.8506","2.5","2.3","2.3","2013-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10769","City of Laurens - (IA)","1157","Laurens","7","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","SB","Standby/Backup: available for service but not normally used","Pocahontas","42.8486","-94.8506","2.5","2.3","2.3","2013-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10908","City of Lenox - (IA)","1158","Lenox","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Taylor","40.88","-94.5589",".3",".3",".3","1948-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10908","City of Lenox - (IA)","1158","Lenox","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Taylor","40.88","-94.5589","1.1","1.1","1.1","1965-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10908","City of Lenox - (IA)","1158","Lenox","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Taylor","40.88","-94.5589",".9",".9",".9","1966-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10908","City of Lenox - (IA)","1158","Lenox","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Taylor","40.88","-94.5589","1.8","1.7","1.8","2001-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","10908","City of Lenox - (IA)","1158","Lenox","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Taylor","40.88","-94.5589","2","1.8","1.8","2016-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11581","City of Manning","1160","Manning","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","SB","Standby/Backup: available for service but not normally used","Carroll","41.9067","-95.0347",".2",".2",".2","1928-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11581","City of Manning","1160","Manning","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","SB","Standby/Backup: available for service but not normally used","Carroll","41.9067","-95.0347",".2",".2",".2","1928-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11581","City of Manning","1160","Manning","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","SB","Standby/Backup: available for service but not normally used","Carroll","41.9067","-95.0347",".6",".6",".6","1949-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11581","City of Manning","1160","Manning","M1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Carroll","41.9067","-95.0347","2.3","2.3","2.3","2012-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11581","City of Manning","1160","Manning","M2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Carroll","41.9067","-95.0347","2.3","2.3","2.3","2012-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11581","City of Manning","1160","Manning","M3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Carroll","41.9067","-95.0347","2.3","2.3","2.3","2012-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","1A","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","3.1","2.8","3","2004-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","2A","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","3.1","2.8","3","2004-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","3","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","2.1","1.8","1.9","1969-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","4A","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","1.8","1.7","1.7","1999-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","5","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","SB","Standby/Backup: available for service but not normally used","Jackson","42.035556","-90.665","1.7","1.4","1.5","1956-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","6","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","2.5","2.1","2.2","1962-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","7","Natural Gas Internal Combustion Engine","NG","Natural Gas","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","6.5","6","6.1","1982-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","8","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","1.8","1.7","1.7","1996-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","11611","City of Maquoketa - (IA)","1162","Maquoketa 1","9","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Jackson","42.035556","-90.665","1.8","1.7","1.7","2000-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","12114","City of McGregor- (IA)","1163","McGregor","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Clayton","43.023733","-91.174927","1.2","1.2","1.2","1977-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","12114","City of McGregor- (IA)","1163","McGregor","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","Clayton","43.023733","-91.174927",".3",".3",".3","1941-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","12541","City of Milford - (IA)","1164","Milford","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Dickinson","43.326083","-95.148339",".6",".6",".6","1954-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","12541","City of Milford - (IA)","1164","Milford","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Dickinson","43.326083","-95.148339",".5",".5",".5","1949-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","IA","Iowa","electric-utility","Electric Utility","12541","City of Milford - (IA)","1164","Milford","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SWPP","Southwest Power Pool","OP","Operating","Dickinson","43.326083","-95.148339","1.8","1.8","1.8","1997-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
