"period","stateid","stateName","sector","sectorName","entityid","entityName","plantid","plantName","generatorid","technology","energy_source_code","energy-source-desc","prime_mover_code","balancing_authority_code","balancing-authority-name","status","statusDescription","county","latitude","longitude","nameplate-capacity-mw","net-summer-capacity-mw","net-winter-capacity-mw","operating-year-month","planned-derate-summer-cap-mw","planned-derate-year-month","planned-retirement-year-month","planned-uprate-summer-cap-mw","planned-uprate-year-month","unit","nameplate-capacity-mw-units","net-summer-capacity-mw-units","net-winter-capacity-mw-units","planned-derate-summer-cap-mw-units","planned-uprate-summer-cap-mw-units"
"2026-06","AK","Alaska","electric-utility","Electric Utility","63560","Sand Point Generating, LLC","1","Sand Point","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"SB","Standby/Backup: available for service but not normally used","Aleutians East","55.339722","-160.497222",".9",".4",".4","2000-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AK","Alaska","electric-utility","Electric Utility","63560","Sand Point Generating, LLC","1","Sand Point","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Aleutians East","55.339722","-160.497222",".9",".3",".3","2000-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AK","Alaska","electric-utility","Electric Utility","63560","Sand Point Generating, LLC","1","Sand Point","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Aleutians East","55.339722","-160.497222",".5",".3",".3","2010-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AK","Alaska","electric-utility","Electric Utility","63560","Sand Point Generating, LLC","1","Sand Point","5.1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Aleutians East","55.339722","-160.497222",".4",".3",".3","2023-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AK","Alaska","electric-utility","Electric Utility","63560","Sand Point Generating, LLC","1","Sand Point","WT1","Onshore Wind Turbine","WND","Wind","WT",NA,NA,"OS","Out of service and NOT expected to return to service in next calendar year","Aleutians East","55.339722","-160.497222",".5",".1",".1","2011-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AK","Alaska","electric-utility","Electric Utility","63560","Sand Point Generating, LLC","1","Sand Point","WT2","Onshore Wind Turbine","WND","Wind","WT",NA,NA,"OS","Out of service and NOT expected to return to service in next calendar year","Aleutians East","55.339722","-160.497222",".5",".3",".3","2011-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","2","Bankhead Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Tuscaloosa","33.458665","-87.356823","53.9","53","53","1963-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","1","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","153.1","80","80","1954-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","2","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","153.1","80","80","1954-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","4","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","403.7","362","362","1969-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","5","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","788.8","756.5","756.5","1971-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A1CT","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","170.1","184.4","194.5","2000-05",NA,NA,NA,NA,NA,"G521","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A1CT2","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","170.1","184.4","194.5","2000-05",NA,NA,NA,NA,NA,"G521","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A1ST","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","195.2","200","205","2000-05",NA,NA,NA,NA,NA,"G521","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A2C1","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","170.1","186.2","190","2000-05",NA,NA,NA,NA,NA,"G522","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A2C2","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","170.1","186.2","190","2000-05",NA,NA,NA,NA,NA,"G522","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A2ST","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","195.2","195","200","2000-05",NA,NA,NA,NA,NA,"G522","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A3C1","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","464","385","443","2023-11",NA,NA,NA,NA,NA,"G523","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","3","Barry","A3ST","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Mobile","31.0069","-88.0103","310","300","300","2023-11",NA,NA,NA,NA,NA,"G523","MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","4","Walter Bouldin Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.583889","-86.283056","75","74.7","74.7","1967-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","4","Walter Bouldin Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.583889","-86.283056","75","74.7","74.7","1967-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","4","Walter Bouldin Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.583889","-86.283056","75","74.7","74.7","1967-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","TX","Texas","electric-utility","Electric Utility","5701","El Paso Electric Co","9","Copper","1","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","EPE","El Paso Electric Company","OP","Operating","El Paso","31.7569","-106.375","86.9","63","65","1980-07",NA,NA,"2030-12",NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","1","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","299.2","257.8","257.8","1965-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","2","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","269.2","258.3","258.3","1966-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT10","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","85","101","1996-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT2","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","84","100","1996-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT3","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","82","98","1995-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT4","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","81","97","1995-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT5","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","82","98","1995-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT6","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","81","97","1995-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT7","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","80","96","1995-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT8","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","83","99","1996-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","10","Greene County","GT9","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Greene","32.6017","-87.7811","80","82","98","1996-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","11","H Neely Henry Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Calhoun","33.7845","-86.0524","24.3","23.7","22.7","1966-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","11","H Neely Henry Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Calhoun","33.7845","-86.0524","24.3","23.7","22.7","1966-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","11","H Neely Henry Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Calhoun","33.7845","-86.0524","24.3","23.7","22.7","1966-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","12","Holt Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Tuscaloosa","33.2553","-87.4495","46.9","48","48","1968-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","13","Jordan Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.6189","-86.2548","25","32.3","32.5","1929-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","13","Jordan Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.6189","-86.2548","25","32.3","32.5","1929-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","13","Jordan Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.6189","-86.2548","25","32.3","32.5","1929-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","13","Jordan Dam","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.6189","-86.2548","25","32.3","32.5","1929-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","14","Logan Martin Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Talladega","33.425878","-86.337547","42.7","43","39.7","1964-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","14","Logan Martin Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Talladega","33.425878","-86.337547","42.7","43","39.7","1964-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","14","Logan Martin Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Talladega","33.425878","-86.337547","42.7","43","39.7","1964-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","15","Lay Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Chilton","32.9633","-86.5187","29.5","30","30.3","1968-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","15","Lay Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Chilton","32.9633","-86.5187","29.5","30","30.3","1968-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","15","Lay Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Chilton","32.9633","-86.5187","29.5","30","30.3","1967-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","15","Lay Dam","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Chilton","32.9633","-86.5187","29.5","30","30.3","1967-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","15","Lay Dam","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Chilton","32.9633","-86.5187","29.5","30","30.3","1967-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","15","Lay Dam","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Chilton","32.9633","-86.5187","29.5","30","30.3","1967-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","16","Martin Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.680394","-85.911442","50.2","41.5","39.4","1927-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","16","Martin Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.680394","-85.911442","50.2","41.5","39.4","1927-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","16","Martin Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.680394","-85.911442","50.2","41.5","39.4","1927-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","16","Martin Dam","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.680394","-85.911442","60","57.6","54.7","1952-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","17","Mitchell Dam","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Coosa","32.806025","-86.444892","20","22.4","22.7","1949-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","17","Mitchell Dam","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Coosa","32.806025","-86.444892","50","46.9","47.4","1985-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","17","Mitchell Dam","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Coosa","32.806025","-86.444892","50","46.9","47.4","1985-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","17","Mitchell Dam","7","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Coosa","32.806025","-86.444892","50","46.9","47.4","1985-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","18","Lewis Smith Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Walker","33.9406","-87.1077","90.5","89","87.5","1961-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","18","Lewis Smith Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Walker","33.9406","-87.1077","90.5","89","87.5","1962-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","19","Thurlow Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.535436","-85.887614","40.5","36.2","35.3","1931-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","19","Thurlow Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.535436","-85.887614","40.5","36.2","35.3","1931-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","19","Thurlow Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.535436","-85.887614","10","7.5","7.3","1931-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","20","Weiss Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cherokee","34.172142","-85.753806","29.2","27","24.3","1962-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","20","Weiss Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cherokee","34.172142","-85.753806","29.2","27","24.3","1961-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","20","Weiss Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cherokee","34.172142","-85.753806","29.2","27","24.3","1961-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","21","Yates Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.5743","-85.8901","25.5","22","22.5","1928-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","21","Yates Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Elmore","32.5743","-85.8901","25","22","22.5","1928-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","26","E C Gaston","1","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Shelby","33.244211","-86.458056","272","254","254","1960-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","26","E C Gaston","2","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Shelby","33.244211","-86.458056","272","256","256","1960-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","26","E C Gaston","3","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Shelby","33.244211","-86.458056","272","254","254","1961-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","26","E C Gaston","5","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Shelby","33.244211","-86.458056","952","832","832","1974-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","26","E C Gaston","GT4","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Shelby","33.244211","-86.458056","21.2","16","20","1970-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","195","Alabama Power Co","26","E C Gaston","ST4","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Shelby","33.244211","-86.458056","244.8","256","256","1962-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","MN","Minnesota","electric-utility","Electric Utility","29305","City of Madelia - (MN)","30","Madelia","1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","WATONWAN","44.0501","-94.4178","3.1","3.1","3.1","2001-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","MN","Minnesota","electric-utility","Electric Utility","29305","City of Madelia - (MN)","30","Madelia","2","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","WATONWAN","44.0501","-94.4178","2","1.8","2","1965-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","MN","Minnesota","electric-utility","Electric Utility","29305","City of Madelia - (MN)","30","Madelia","3","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","WATONWAN","44.0501","-94.4178","1.1",".9","1","1959-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","MN","Minnesota","electric-utility","Electric Utility","29305","City of Madelia - (MN)","30","Madelia","4","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","WATONWAN","44.0501","-94.4178","4.3","3.7","4","1973-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","MN","Minnesota","electric-utility","Electric Utility","29305","City of Madelia - (MN)","30","Madelia","5","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","MISO","Midcontinent Independent Transmission System Operator, Inc..","OP","Operating","WATONWAN","44.0501","-94.4178","1.3","1.1","1.2","1954-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
