"period","stateid","stateDescription","sectorid","sectorName","customers","price","revenue","sales","customers-units","price-units","revenue-units","sales-units"
"2026-01","TX","Texas","COM","commercial","1535132","8.64","1232.70739","14272.48726","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","TX","Texas","IND","industrial","419101","7.25","964.40786","13308.22651","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","TX","Texas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","TX","Texas","RES","residential","12852996","15.69","2188.11612","13949.8656","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","TX","Texas","TRA","transportation","2","6.92",".00155",".0224","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","US","U.S. Total","ALL","all sectors","165351053","14.17","50442.63164","355940.17295","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","US","U.S. Total","COM","commercial","19609552","13.64","17204.46652","126119.66184","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","US","U.S. Total","IND","industrial","1128662","9.29","7810.84324","84042.7216","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","US","U.S. Total","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","US","U.S. Total","RES","residential","144612759","17.45","25323.37307","145115.01144","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","US","U.S. Total","TRA","transportation","80","15.68","103.94881","662.77807","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","UT","Utah","ALL","all sectors","1432027","10.4","302.88756","2913.04173","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","UT","Utah","COM","commercial","146045","9.64","119.78515","1242.58113","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","UT","Utah","IND","industrial","10712","8.35","59.15679","708.21205","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","UT","Utah","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","UT","Utah","RES","residential","1275269","12.88","123.38291","957.64769","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","UT","Utah","TRA","transportation","1","12.23",".56271","4.60086","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VA","Virginia","ALL","all sectors","4164986","13.14","1844.79585","14043.4284","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VA","Virginia","COM","commercial","450719","11.43","836.50941","7316.66472","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VA","Virginia","IND","industrial","4027","10.59","116.63951","1100.9716","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VA","Virginia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VA","Virginia","RES","residential","3710239","15.87","888.63113","5599.59934","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VA","Virginia","TRA","transportation","1","11.51","3.01581","26.19274","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VT","Vermont","ALL","all sectors","376542","20.14","108.3874","538.14349","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VT","Vermont","COM","commercial","64082","20.64","36.56053","177.11433","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VT","Vermont","IND","industrial","221","12.57","14.37907","114.40453","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VT","Vermont","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VT","Vermont","RES","residential","312239","23.29","57.4478","246.62463","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","VT","Vermont","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WA","Washington","ALL","all sectors","3846041","11.92","1057.87114","8877.37719","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WA","Washington","COM","commercial","405239","11.64","350.70235","3013.01126","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WA","Washington","IND","industrial","24875","7.05","107.05611","1518.85704","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WA","Washington","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WA","Washington","RES","residential","3415922","13.81","598.88773","4336.15767","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WA","Washington","TRA","transportation","5","13.1","1.22495","9.35121","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WI","Wisconsin","ALL","all sectors","3280585","13.82","872.47314","6312.61092","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WI","Wisconsin","COM","commercial","375172","13.1","274.67845","2096.66532","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WI","Wisconsin","IND","industrial","5619","9.46","183.49552","1939.18236","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WI","Wisconsin","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WI","Wisconsin","RES","residential","2899792","18.2","414.27501","2276.63991","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WI","Wisconsin","TRA","transportation","2","19.59",".02416",".12333","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WNC","West North Central","ALL","all sectors","11826472","10.64","3219.21912","30260.09913","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WNC","West North Central","COM","commercial","1550975","10.01","1022.0932","10210.02321","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WNC","West North Central","IND","industrial","127867","8.32","712.92954","8565.04687","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WNC","West North Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WNC","West North Central","RES","residential","10147627","12.92","1483.70031","11480.27309","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WNC","West North Central","TRA","transportation","3","10.43",".49608","4.75597","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WSC","West South Central","ALL","all sectors","21290417","10.32","6255.40633","60624.9089","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WSC","West South Central","COM","commercial","2363174","9.18","1767.59033","19255.80621","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WSC","West South Central","IND","industrial","491629","7.04","1451.53045","20625.52975","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WSC","West South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WSC","West South Central","RES","residential","18435609","14.64","3036.20327","20742.76311","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WSC","West South Central","TRA","transportation","5","10.16",".08229",".80983","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WV","West Virginia","ALL","all sectors","1033226","11.77","401.63708","3411.24088","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WV","West Virginia","COM","commercial","152850","11.6","90.27926","778.44121","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WV","West Virginia","IND","industrial","10743","8.43","103.00442","1221.8388","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WV","West Virginia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WV","West Virginia","RES","residential","869633","14.77","208.35341","1410.96087","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WV","West Virginia","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WY","Wyoming","ALL","all sectors","363294","9.8","155.72437","1588.77947","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WY","Wyoming","COM","commercial","59722","9.63","49.64933","515.68921","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WY","Wyoming","IND","industrial","11922","8.6","64.36085","748.42574","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WY","Wyoming","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WY","Wyoming","RES","residential","291650","12.85","41.71419","324.66452","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-01","WY","Wyoming","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AK","Alaska","ALL","all sectors","364851","22.75","136.76541","601.07865","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AK","Alaska","COM","commercial","58188","21.61","53.05017","245.43965","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AK","Alaska","IND","industrial","1240","19.79","24.51537","123.85935","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AK","Alaska","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AK","Alaska","RES","residential","305423","25.54","59.19987","231.77965","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AK","Alaska","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AL","Alabama","ALL","all sectors","2845394","12.71","925.39031","7279.29847","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AL","Alabama","COM","commercial","398434","14.95","262.98594","1758.68956","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AL","Alabama","IND","industrial","7237","7.8","210.39081","2697.09801","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AL","Alabama","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AL","Alabama","RES","residential","2439723","16.01","452.01356","2823.51089","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AL","Alabama","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AR","Arkansas","ALL","all sectors","1747085","9.51","406.97278","4281.38017","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AR","Arkansas","COM","commercial","210310","10.72","95.02974","886.54436","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AR","Arkansas","IND","industrial","36352","6.43","116.08052","1806.56397","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AR","Arkansas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AR","Arkansas","RES","residential","1500421","12.33","195.86023","1588.25391","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AR","Arkansas","TRA","transportation","2","12.78",".00229",".01792","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AZ","Arizona","ALL","all sectors","3553515","12.25","784.07772","6398.1012","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AZ","Arizona","COM","commercial","352676","11.87","336.74979","2837.62523","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AZ","Arizona","IND","industrial","7117","7.22","90.21594","1249.92947","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AZ","Arizona","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AZ","Arizona","RES","residential","3193720","15.46","357.03192","2309.70764","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","AZ","Arizona","TRA","transportation","2","9.55",".08008",".83886","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CA","California","ALL","all sectors","16706378","28.18","5262.0095","18676.06776","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CA","California","COM","commercial","1823887","26.92","2579.66497","9582.47466","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CA","California","IND","industrial","152387","19.86","621.06209","3127.3613","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CA","California","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CA","California","RES","residential","14730091","34.71","2051.94171","5911.17633","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CA","California","TRA","transportation","13","16.97","9.34074","55.05546","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CO","Colorado","ALL","all sectors","2947190","12.69","586.12707","4617.37115","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CO","Colorado","COM","commercial","401998","12.21","205.25133","1680.89593","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CO","Colorado","IND","industrial","14584","8.83","111.40067","1261.59295","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CO","Colorado","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CO","Colorado","RES","residential","2530607","16.12","268.78559","1667.64135","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CO","Colorado","TRA","transportation","1","9.52",".68948","7.24093","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CT","Connecticut","ALL","all sectors","1762723","23.57","613.35707","2602.21197","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CT","Connecticut","COM","commercial","156612","22.21","221.92753","999.26198","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CT","Connecticut","IND","industrial","3746","19.13","39.6524","207.31902","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CT","Connecticut","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CT","Connecticut","RES","residential","1602362","25.3","349.59774","1381.75489","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","CT","Connecticut","TRA","transportation","3","15.71","2.17941","13.87608","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DC","District of Columbia","ALL","all sectors","353716","22.1","215.94889","977.18276","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DC","District of Columbia","COM","commercial","27630","22.21","150.05511","675.4997","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DC","District of Columbia","IND","industrial","1","17.31","3.47235","20.06153","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DC","District of Columbia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DC","District of Columbia","RES","residential","326082","23.9","59.26793","247.96806","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DC","District of Columbia","TRA","transportation","3","9.37","3.15351","33.65346","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DE","Delaware","ALL","all sectors","539935","14.71","157.74248","1072.66834","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DE","Delaware","COM","commercial","60842","12.91","47.88951","370.81062","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DE","Delaware","IND","industrial","1141","10.58","16.6963","157.77345","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DE","Delaware","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DE","Delaware","RES","residential","477952","17.12","93.15668","544.08427","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","DE","Delaware","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ENC","East North Central","ALL","all sectors","23659455","13.41","6703.30703","50001.50446","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ENC","East North Central","COM","commercial","2595710","12.93","2156.7741","16681.28863","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ENC","East North Central","IND","industrial","53589","9.19","1405.58311","15302.27153","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ENC","East North Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ENC","East North Central","RES","residential","21010146","17.45","3137.40924","17978.15742","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ENC","East North Central","TRA","transportation","10","8.9","3.54058","39.78687","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ESC","East South Central","ALL","all sectors","10494731","11.55","3083.78457","26689.14496","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ESC","East South Central","COM","commercial","1525580","13.08","969.90325","7412.94066","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ESC","East South Central","IND","industrial","25230","7.13","601.68125","8433.05931","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ESC","East South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ESC","East South Central","RES","residential","8943921","13.95","1512.20007","10843.14498","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ESC","East South Central","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","FL","Florida","ALL","all sectors","12060644","13.07","2415.89954","18478.09193","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","FL","Florida","COM","commercial","1331669","11.38","863.81686","7587.83572","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","FL","Florida","IND","industrial","24494","8.79","118.05927","1343.62482","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","FL","Florida","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","FL","Florida","RES","residential","10704479","15.02","1433.47727","9541.41989","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","FL","Florida","TRA","transportation","2","10.48",".54614","5.21149","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","GA","Georgia","ALL","all sectors","5531580","11.6","1450.08812","12505.6898","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","GA","Georgia","COM","commercial","629259","11.49","520.19828","4528.07739","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","GA","Georgia","IND","industrial","22554","7.53","195.95853","2602.04676","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","GA","Georgia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","GA","Georgia","RES","residential","4879766","13.67","733.04005","5361.74141","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","GA","Georgia","TRA","transportation","1","6.45",".89126","13.82425","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","HI","Hawaii","ALL","all sectors","510653","37.12","287.90543","775.58326","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","HI","Hawaii","COM","commercial","59875","38.18","88.36523","231.44092","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","HI","Hawaii","IND","industrial","854","32.77","99.72562","304.31304","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","HI","Hawaii","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","HI","Hawaii","RES","residential","449924","41.62","99.81459","239.8293","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","HI","Hawaii","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IA","Iowa","ALL","all sectors","1747358","8.94","467.50403","5228.48964","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IA","Iowa","COM","commercial","255787","10.26","115.40697","1124.48956","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IA","Iowa","IND","industrial","9475","6.4","170.06997","2659.13876","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IA","Iowa","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IA","Iowa","RES","residential","1482096","12.6","182.02709","1444.86132","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IA","Iowa","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ID","Idaho","ALL","all sectors","1054512","9.63","206.45919","2144.09396","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ID","Idaho","COM","commercial","127050","8.9","53.01163","595.63153","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ID","Idaho","IND","industrial","29780","6.78","40.4827","597.12883","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ID","Idaho","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ID","Idaho","RES","residential","897682","11.87","112.96486","951.33359","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","ID","Idaho","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IL","Illinois","ALL","all sectors","6073192","13.36","1573.85856","11777.30065","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IL","Illinois","COM","commercial","648402","12.42","504.94493","4064.8563","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IL","Illinois","IND","industrial","5485","10.1","354.98575","3513.87602","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IL","Illinois","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IL","Illinois","RES","residential","5419302","17.07","711.15091","4165.17427","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IL","Illinois","TRA","transportation","3","8.32","2.77697","33.39405","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IN","Indiana","ALL","all sectors","3421898","12.58","1145.58547","9110.0413","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IN","Indiana","COM","commercial","377271","13.64","306.00202","2243.13274","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IN","Indiana","IND","industrial","19248","8.77","310.5125","3540.84008","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IN","Indiana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IN","Indiana","RES","residential","3025378","15.91","528.761","3323.84843","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","IN","Indiana","TRA","transportation","1","13.96",".30995","2.22005","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KS","Kansas","ALL","all sectors","1624867","11.21","375.26166","3346.56163","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KS","Kansas","COM","commercial","251283","10.93","138.51073","1267.05456","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KS","Kansas","IND","industrial","23731","7.85","75.52098","962.38217","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KS","Kansas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KS","Kansas","RES","residential","1349853","14.43","161.22995","1117.1249","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KS","Kansas","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KY","Kentucky","ALL","all sectors","2355037","10.68","705.85176","6608.5038","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KY","Kentucky","COM","commercial","327845","11.75","201.95441","1719.0223","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KY","Kentucky","IND","industrial","4662","6.98","159.28019","2282.3797","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KY","Kentucky","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KY","Kentucky","RES","residential","2022530","13.22","344.61717","2607.1018","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","KY","Kentucky","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","LA","Louisiana","ALL","all sectors","2490047","9.28","710.27107","7655.0717","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","LA","Louisiana","COM","commercial","303670","11.6","205.9181","1775.4753","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","LA","Louisiana","IND","industrial","17372","5.96","211.46421","3547.12588","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","LA","Louisiana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","LA","Louisiana","RES","residential","2169004","12.56","292.80824","2331.71223","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","LA","Louisiana","TRA","transportation","1","10.62",".08052",".7583","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MA","Massachusetts","ALL","all sectors","3483694","26.72","1247.23415","4667.79675","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MA","Massachusetts","COM","commercial","443074","24.76","540.93298","2184.98422","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MA","Massachusetts","IND","industrial","9684","20.04","102.19848","509.89579","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MA","Massachusetts","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MA","Massachusetts","RES","residential","3030934","30.88","601.03731","1946.11421","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MA","Massachusetts","TRA","transportation","2","11.44","3.06539","26.80252","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-12","MAT","Middle Atlantic","ALL","all sectors","19328300","18.55","5931.84314","31978.58229","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
