"period","stateid","stateDescription","sectorid","sectorName","customers","price","revenue","sales","customers-units","price-units","revenue-units","sales-units"
"2026-03","OR","Oregon","TRA","transportation","2","14.58",".27596","1.89229","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PA","Pennsylvania","ALL","all sectors","6324282","15.42","1815.38815","11772.10066","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PA","Pennsylvania","COM","commercial","742887","14.19","457.82966","3226.44356","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PA","Pennsylvania","IND","industrial","10963","10.33","414.81345","4015.57464","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PA","Pennsylvania","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PA","Pennsylvania","RES","residential","5570427","20.92","937.79751","4482.67686","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PA","Pennsylvania","TRA","transportation","5","10.44","4.94753","47.4056","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACC","Pacific Contiguous","ALL","all sectors","22581554","21.41","6709.57899","31331.96533","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACC","Pacific Contiguous","COM","commercial","2461581","21.59","2789.47911","12920.74577","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACC","Pacific Contiguous","IND","industrial","196142","14.14","875.42183","6190.97968","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACC","Pacific Contiguous","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACC","Pacific Contiguous","RES","residential","19923811","24.96","3032.15788","12145.95232","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACC","Pacific Contiguous","TRA","transportation","20","16.85","12.52016","74.28755","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACN","Pacific Noncontiguous","ALL","all sectors","880316","31.83","418.84386","1316.07303","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACN","Pacific Noncontiguous","COM","commercial","120750","30.1","137.81482","457.82806","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACN","Pacific Noncontiguous","IND","industrial","2104","30.7","129.78058","422.78752","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACN","Pacific Noncontiguous","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACN","Pacific Noncontiguous","RES","residential","757462","34.73","151.24846","435.45746","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","PACN","Pacific Noncontiguous","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","RI","Rhode Island","ALL","all sectors","535777","25.67","150.38387","585.89011","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","RI","Rhode Island","COM","commercial","65130","23.44","68.91577","293.99027","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","RI","Rhode Island","IND","industrial","1750","17.13","7.76286","45.32619","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","RI","Rhode Island","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","RI","Rhode Island","RES","residential","468896","29.91","73.38665","245.32822","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","RI","Rhode Island","TRA","transportation","1","25.58",".31858","1.24545","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SAT","South Atlantic","ALL","all sectors","35577911","13.4","9016.8505","67274.09493","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SAT","South Atlantic","COM","commercial","4101826","11.8","3373.72345","28601.53925","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SAT","South Atlantic","IND","industrial","84637","8","893.33239","11172.15717","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SAT","South Atlantic","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SAT","South Atlantic","RES","residential","31391435","17.29","4736.44841","27398.01585","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SAT","South Atlantic","TRA","transportation","13","13.04","13.34625","102.38266","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SC","South Carolina","ALL","all sectors","3068254","11.94","758.27061","6352.93278","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SC","South Carolina","COM","commercial","417776","11.7","247.33624","2113.37139","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SC","South Carolina","IND","industrial","3476","7.44","154.15893","2071.21628","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SC","South Carolina","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SC","South Carolina","RES","residential","2647002","16.45","356.77544","2168.34512","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SC","South Carolina","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SD","South Dakota","ALL","all sectors","532657","12.18","140.24207","1151.27752","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SD","South Dakota","COM","commercial","80548","11.7","50.68316","433.11126","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SD","South Dakota","IND","industrial","4296","9.41","25.21401","267.86346","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SD","South Dakota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SD","South Dakota","RES","residential","447813","14.29","64.34489","450.30281","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","SD","South Dakota","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TN","Tennessee","ALL","all sectors","3693141","12.76","1015.17635","7958.45356","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TN","Tennessee","COM","commercial","552081","14.53","398.56554","2742.19415","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TN","Tennessee","IND","industrial","1000","7.06","149.74524","2119.55703","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TN","Tennessee","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TN","Tennessee","RES","residential","3140060","15.08","466.86557","3096.70239","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TN","Tennessee","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TX","Texas","ALL","all sectors","14844201","10.01","3787.73561","37843.21973","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TX","Texas","COM","commercial","1536510","8.69","1250.85949","14400.24913","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TX","Texas","IND","industrial","421456","6.26","807.84492","12895.46317","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TX","Texas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TX","Texas","RES","residential","12886233","16.39","1729.0296","10547.48492","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","TX","Texas","TRA","transportation","2","7.09",".0016",".02251","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","US","U.S. Total","ALL","all sectors","166374115","14.18","44562.95799","314308.22665","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","US","U.S. Total","COM","commercial","19705203","13.92","16649.77163","119621.52556","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","US","U.S. Total","IND","industrial","1137552","8.58","7313.06869","85227.76244","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","US","U.S. Total","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","US","U.S. Total","RES","residential","145531280","18.83","20494.70359","108867.7275","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","US","U.S. Total","TRA","transportation","80","17.83","105.41408","591.21114","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","UT","Utah","ALL","all sectors","1436513","10.58","283.03654","2675.72927","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","UT","Utah","COM","commercial","146662","10.11","121.3698","1200.88922","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","UT","Utah","IND","industrial","10732","8.28","55.06491","665.1151","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","UT","Utah","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","UT","Utah","RES","residential","1279118","13.17","106.06545","805.29253","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","UT","Utah","TRA","transportation","1","12.1",".53638","4.43243","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VA","Virginia","ALL","all sectors","4169430","12.23","1376.41969","11256.63307","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VA","Virginia","COM","commercial","450611","10.16","688.21545","6772.20406","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VA","Virginia","IND","industrial","4054","10.25","113.27168","1105.57549","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VA","Virginia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VA","Virginia","RES","residential","3714764","17.05","572.30704","3356.87351","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VA","Virginia","TRA","transportation","1","11.95","2.62551","21.98001","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VT","Vermont","ALL","all sectors","376819","20.48","95.47694","466.30893","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VT","Vermont","COM","commercial","64173","20.86","34.74277","166.54731","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VT","Vermont","IND","industrial","221","13.26","14.10388","106.32945","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VT","Vermont","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VT","Vermont","RES","residential","312425","24.11","46.6303","193.43216","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","VT","Vermont","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WA","Washington","ALL","all sectors","3870816","12.22","1005.19782","8228.89982","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WA","Washington","COM","commercial","409268","12.18","360.20532","2957.31584","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WA","Washington","IND","industrial","25191","6.85","103.4187","1510.35922","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WA","Washington","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WA","Washington","RES","residential","3436352","14.4","540.36071","3752.64944","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WA","Washington","TRA","transportation","5","14.15","1.21309","8.57531","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WI","Wisconsin","ALL","all sectors","3264808","13.48","772.78116","5732.37399","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WI","Wisconsin","COM","commercial","373163","13.42","262.67065","1957.74866","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WI","Wisconsin","IND","industrial","5631","8.66","170.27521","1966.63344","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WI","Wisconsin","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WI","Wisconsin","RES","residential","2886012","18.8","339.81536","1807.89514","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WI","Wisconsin","TRA","transportation","2","20.62",".01995",".09675","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WNC","West North Central","ALL","all sectors","11838714","10.59","2824.0846","26675.74079","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WNC","West North Central","COM","commercial","1552428","10.27","979.01375","9537.09793","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WNC","West North Central","IND","industrial","128309","7.73","678.2208","8773.76729","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WNC","West North Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WNC","West North Central","RES","residential","10157974","13.95","1166.46355","8361.25083","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WNC","West North Central","TRA","transportation","3","10.66",".3865","3.62474","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WSC","West South Central","ALL","all sectors","21361976","9.95","5420.4626","54480.4087","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WSC","West South Central","COM","commercial","2371259","9.16","1761.81095","19227.46436","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WSC","West South Central","IND","industrial","489581","6.4","1279.09493","20000.38442","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WSC","West South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WSC","West South Central","RES","residential","18501131","15.6","2379.46509","15251.84713","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WSC","West South Central","TRA","transportation","5","12.86",".09163",".71279","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WV","West Virginia","ALL","all sectors","1032439","11.71","329.09554","2811.252","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WV","West Virginia","COM","commercial","153157","12","80.24945","668.96162","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WV","West Virginia","IND","industrial","10726","8.14","100.85484","1238.42099","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WV","West Virginia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WV","West Virginia","RES","residential","868556","16.37","147.99126","903.86939","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WV","West Virginia","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WY","Wyoming","ALL","all sectors","364361","9.69","150.29362","1550.51606","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WY","Wyoming","COM","commercial","60290","9.5","46.49137","489.39214","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WY","Wyoming","IND","industrial","11941","8.6","69.67976","810.11099","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WY","Wyoming","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WY","Wyoming","RES","residential","292130","13.59","34.12249","251.01293","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-03","WY","Wyoming","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AK","Alaska","ALL","all sectors","368138","23.31","127.08637","545.08894","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AK","Alaska","COM","commercial","60814","22.49","50.92351","226.43597","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AK","Alaska","IND","industrial","1231","20.81","25.17628","120.96316","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AK","Alaska","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AK","Alaska","RES","residential","306093","25.79","50.98657","197.68981","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AK","Alaska","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AL","Alabama","ALL","all sectors","2848186","12.7","912.52953","7183.84991","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AL","Alabama","COM","commercial","398302","15","254.01418","1693.24882","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AL","Alabama","IND","industrial","7215","7.5","198.51332","2647.41287","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AL","Alabama","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AL","Alabama","RES","residential","2442669","16.18","460.00203","2843.18822","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AL","Alabama","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AR","Arkansas","ALL","all sectors","1740714","10","447.66087","4474.75323","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AR","Arkansas","COM","commercial","208144","11.64","99.89196","858.10345","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AR","Arkansas","IND","industrial","35190","6.4","113.8995","1779.05684","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AR","Arkansas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AR","Arkansas","RES","residential","1497378","12.73","233.86712","1837.57602","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AR","Arkansas","TRA","transportation","2","13.55",".00229",".01692","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AZ","Arizona","ALL","all sectors","3560233","12.29","730.39493","5943.18148","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AZ","Arizona","COM","commercial","352677","11.72","322.226","2748.41713","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AZ","Arizona","IND","industrial","7074","7.07","81.91637","1158.9453","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AZ","Arizona","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AZ","Arizona","RES","residential","3200480","16.03","326.17641","2035.04983","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","AZ","Arizona","TRA","transportation","2","9.9",".07616",".76922","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CA","California","ALL","all sectors","15688276","26.55","4622.00461","17407.42785","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CA","California","COM","commercial","1717766","24.73","2122.72356","8582.83455","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CA","California","IND","industrial","135970","18.91","558.49241","2953.66285","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CA","California","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CA","California","RES","residential","13834527","33.22","1931.46646","5814.8205","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CA","California","TRA","transportation","13","16.61","9.32218","56.10996","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CO","Colorado","ALL","all sectors","2950836","13.44","552.89085","4114.47117","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CO","Colorado","COM","commercial","401247","13.27","202.28419","1523.98233","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CO","Colorado","IND","industrial","14579","9.38","106.04868","1131.16194","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CO","Colorado","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CO","Colorado","RES","residential","2535009","16.79","243.89384","1452.86461","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CO","Colorado","TRA","transportation","1","10.28",".66415","6.4623","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CT","Connecticut","ALL","all sectors","1766502","27.61","659.80666","2389.48997","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CT","Connecticut","COM","commercial","156433","24.59","224.56561","913.10414","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CT","Connecticut","IND","industrial","3744","21.52","41.20535","191.44223","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CT","Connecticut","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CT","Connecticut","RES","residential","1606322","30.77","390.34812","1268.72724","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","CT","Connecticut","TRA","transportation","3","22.74","3.68758","16.21636","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DC","District of Columbia","ALL","all sectors","354322","22.7","184.81175","814.22754","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DC","District of Columbia","COM","commercial","27710","22.38","122.85127","549.01547","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DC","District of Columbia","IND","industrial","1","22.72","2.88623","12.70332","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DC","District of Columbia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DC","District of Columbia","RES","residential","326608","23.97","55.62197","232.05773","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DC","District of Columbia","TRA","transportation","3","16.88","3.45228","20.45103","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DE","Delaware","ALL","all sectors","542823","15.23","161.31674","1059.5484","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DE","Delaware","COM","commercial","60943","14.5","48.91276","337.3909","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DE","Delaware","IND","industrial","1142","12.67","17.95882","141.74957","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DE","Delaware","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DE","Delaware","RES","residential","480738","16.27","94.44517","580.40794","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","DE","Delaware","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ENC","East North Central","ALL","all sectors","23658065","14.16","6559.16625","46321.26823","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ENC","East North Central","COM","commercial","2592831","14.2","2169.06991","15274.28881","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ENC","East North Central","IND","industrial","53477","9.78","1387.75967","14188.14619","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ENC","East North Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ENC","East North Central","RES","residential","21011747","17.84","2997.18292","16799.81124","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ENC","East North Central","TRA","transportation","10","8.73","5.15376","59.02199","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ESC","East South Central","ALL","all sectors","10509765","11.95","3318.82611","27763.31311","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ESC","East South Central","COM","commercial","1523602","13.69","994.36035","7265.95342","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ESC","East South Central","IND","industrial","24917","7.37","605.4398","8210.0845","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ESC","East South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ESC","East South Central","RES","residential","8961246","13.99","1719.02596","12287.2752","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","ESC","East South Central","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","FL","Florida","ALL","all sectors","12085847","14.31","2671.06994","18661.24852","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","FL","Florida","COM","commercial","1333921","12.84","879.77556","6851.23265","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","FL","Florida","IND","industrial","24460","9.51","113.061","1189.13162","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","FL","Florida","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","FL","Florida","RES","residential","10727464","15.8","1677.65609","10616.21423","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","FL","Florida","TRA","transportation","2","12.36",".57729","4.67002","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","GA","Georgia","ALL","all sectors","5538616","12.09","1454.09526","12032.23111","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","GA","Georgia","COM","commercial","630633","12.02","515.89858","4293.49042","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","GA","Georgia","IND","industrial","22360","7.83","192.13145","2453.16086","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","GA","Georgia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","GA","Georgia","RES","residential","4885622","14.13","744.63302","5271.58636","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","GA","Georgia","TRA","transportation","1","10.23","1.43221","13.99346","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","HI","Hawaii","ALL","all sectors","511726","37.78","242.16384","641.02936","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","HI","Hawaii","COM","commercial","60088","38.62","75.45137","195.36579","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","HI","Hawaii","IND","industrial","864","33.24","84.84678","255.2932","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-02","HI","Hawaii","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
