"period","stateid","stateDescription","sectorid","sectorName","customers","price","revenue","sales","customers-units","price-units","revenue-units","sales-units"
"2025-Q1","ESC","East South Central","ALL","all sectors","10340836","11.48","9204.90002","80149.25599","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ESC","East South Central","COM","commercial","1512184","13.06","2855.34642","21858.83914","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ESC","East South Central","IND","industrial","25316","7.08","1721.81006","24311.16701","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ESC","East South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ESC","East South Central","RES","residential","8803337","13.62","4627.74354","33979.24984","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ESC","East South Central","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","FL","Florida","ALL","all sectors","11875989","13.06","7325.72315","56087.66974","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","FL","Florida","COM","commercial","1318209","11.5","2523.20568","21932.71676","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","FL","Florida","IND","industrial","25495","8.69","359.65544","4137.75956","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","FL","Florida","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","FL","Florida","RES","residential","10532283","14.8","4441.10578","30001.38879","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","FL","Florida","TRA","transportation","2","11.11","1.75627","15.80462","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","GA","Georgia","ALL","all sectors","5451084","11.68","4326.81096","37037.16547","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","GA","Georgia","COM","commercial","624112","11.54","1512.60627","13101.9588","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","GA","Georgia","IND","industrial","22532","7.55","593.69937","7859.64037","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","GA","Georgia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","GA","Georgia","RES","residential","4804439","13.83","2217.40209","16033.41958","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","GA","Georgia","TRA","transportation","1","7.36","3.10324","42.14671","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","HI","Hawaii","ALL","all sectors","508090","36.77","782.25566","2127.55103","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","HI","Hawaii","COM","commercial","59686","37.52","246.03591","655.66406","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","HI","Hawaii","IND","industrial","829","32.62","270.50956","829.35072","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","HI","Hawaii","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","HI","Hawaii","RES","residential","447574","41.35","265.71019","642.53624","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","HI","Hawaii","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IA","Iowa","ALL","all sectors","1732951","8.88","1304.6291","14685.79525","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IA","Iowa","COM","commercial","254228","9.96","335.3101","3367.18165","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IA","Iowa","IND","industrial","9283","6.37","448.68348","7044.27076","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IA","Iowa","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IA","Iowa","RES","residential","1469440","12.18","520.63553","4274.34283","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IA","Iowa","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ID","Idaho","ALL","all sectors","1034702","9.43","609.77104","6465.61858","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ID","Idaho","COM","commercial","124847","9.09","160.01014","1760.92199","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ID","Idaho","IND","industrial","29539","7.03","123.72737","1760.58684","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ID","Idaho","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ID","Idaho","RES","residential","880316","11.07","326.03351","2944.10975","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ID","Idaho","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IL","Illinois","ALL","all sectors","6003588","13.17","4420.5182","33552.67408","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IL","Illinois","COM","commercial","638156","12.56","1435.48103","11428.75529","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IL","Illinois","IND","industrial","5961","10.21","1061.50561","10397.70733","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IL","Illinois","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IL","Illinois","RES","residential","5359469","16.51","1906.06949","11541.5268","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IL","Illinois","TRA","transportation","3","9.46","17.46207","184.68467","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IN","Indiana","ALL","all sectors","3382623","12.1","3124.81154","25831.08112","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IN","Indiana","COM","commercial","374677","13.59","788.13021","5799.25594","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IN","Indiana","IND","industrial","19078","8.56","896.78546","10477.36949","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IN","Indiana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IN","Indiana","RES","residential","2988866","15.07","1439.1024","9548.5716","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","IN","Indiana","TRA","transportation","1","13.48",".79346","5.8841","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KS","Kansas","ALL","all sectors","1611366","10.99","1099.74806","10003.99592","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KS","Kansas","COM","commercial","249794","10.74","406.99832","3791.15915","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KS","Kansas","IND","industrial","23825","7.82","211.56178","2706.39506","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KS","Kansas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KS","Kansas","RES","residential","1337748","13.72","481.18795","3506.44171","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KS","Kansas","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KY","Kentucky","ALL","all sectors","2326460","10.49","2050.5347","19544.0239","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KY","Kentucky","COM","commercial","326918","11.82","584.66993","4946.15032","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KY","Kentucky","IND","industrial","4755","6.93","472.62811","6816.65732","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KY","Kentucky","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KY","Kentucky","RES","residential","1994787","12.76","993.23666","7781.21625","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","KY","Kentucky","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","LA","Louisiana","ALL","all sectors","2471698","9.02","2088.13702","23140.46956","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","LA","Louisiana","COM","commercial","302403","11.11","595.57245","5359.8108","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","LA","Louisiana","IND","industrial","17701","5.82","595.73395","10228.61977","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","LA","Louisiana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","LA","Louisiana","RES","residential","2151593","11.88","896.59993","7549.9521","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","LA","Louisiana","TRA","transportation","1","11.05",".23069","2.08689","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MA","Massachusetts","ALL","all sectors","3313570","25.79","3376.38351","13090.18435","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MA","Massachusetts","COM","commercial","427573","23.31","1420.9495","6095.03199","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MA","Massachusetts","IND","industrial","9587","19.66","264.45868","1345.12645","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MA","Massachusetts","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MA","Massachusetts","RES","residential","2876408","30.22","1682.33598","5566.96071","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MA","Massachusetts","TRA","transportation","2","10.4","8.63935","83.06521","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MAT","Middle Atlantic","ALL","all sectors","19210606","17.29","15870.73908","91802.40499","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MAT","Middle Atlantic","COM","commercial","2450244","16.95","6309.92834","37235.61887","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MAT","Middle Atlantic","IND","industrial","38468","9.68","1612.40772","16660.06285","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MAT","Middle Atlantic","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MAT","Middle Atlantic","RES","residential","16721876","21.15","7799.48978","36883.54505","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MAT","Middle Atlantic","TRA","transportation","18","14.55","148.91325","1023.17824","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MD","Maryland","ALL","all sectors","2727149","16.2","2566.93948","15843.57365","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MD","Maryland","COM","commercial","261940","14.08","952.31065","6763.25451","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MD","Maryland","IND","industrial","9323","12.06","100.34564","831.8416","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MD","Maryland","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MD","Maryland","RES","residential","2455881","18.44","1502.81189","8150.8262","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MD","Maryland","TRA","transportation","5","11.75","11.47131","97.65133","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ME","Maine","ALL","all sectors","861605","22.63","692.50473","3059.69801","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ME","Maine","COM","commercial","112071","20.41","217.51891","1065.78833","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ME","Maine","IND","industrial","1882","16.19","91.94784","568.07922","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ME","Maine","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ME","Maine","RES","residential","747652","26.86","383.03798","1425.83048","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ME","Maine","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MI","Michigan","ALL","all sectors","5112446","14.22","3479.75929","24463.66231","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MI","Michigan","COM","commercial","568141","13.96","1272.35128","9111.72362","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MI","Michigan","IND","industrial","5666","8.53","569.28164","6671.95614","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MI","Michigan","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MI","Michigan","RES","residential","4538637","18.87","1637.88483","8678.15164","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MI","Michigan","TRA","transportation","2","13.19",".24155","1.8309","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MN","Minnesota","ALL","all sectors","2926683","12.12","2040.82415","16842.59733","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MN","Minnesota","COM","commercial","310388","11.68","671.86295","5754.26274","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MN","Minnesota","IND","industrial","9192","9.11","426.39689","4681.41901","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MN","Minnesota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MN","Minnesota","RES","residential","2607101","14.71","942.05794","6402.61097","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MN","Minnesota","TRA","transportation","1","11.76",".50638","4.30463","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MO","Missouri","ALL","all sectors","3273417","10.15","2083.6516","20523.30531","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MO","Missouri","COM","commercial","405440","9.37","679.67392","7254.92197","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MO","Missouri","IND","industrial","9304","7.74","238.07706","3075.87742","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MO","Missouri","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MO","Missouri","RES","residential","2858672","11.44","1165.22217","10184.83475","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MO","Missouri","TRA","transportation","2","8.84",".67846","7.67116","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MS","Mississippi","ALL","all sectors","1597193","11.23","1337.14178","11911.37227","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MS","Mississippi","COM","commercial","247697","12.92","414.03567","3203.65161","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MS","Mississippi","IND","industrial","12316","7.1","277.23228","3906.19501","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MS","Mississippi","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MS","Mississippi","RES","residential","1337180","13.45","645.87385","4801.52566","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MS","Mississippi","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MT","Montana","ALL","all sectors","716659","10.19","442.05503","4338.77078","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MT","Montana","COM","commercial","142025","10.82","148.80466","1375.36718","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MT","Montana","IND","industrial","10469","6.83","73.01643","1068.89882","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MT","Montana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MT","Montana","RES","residential","564165","11.62","220.23393","1894.50478","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MT","Montana","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MTN","Mountain","ALL","all sectors","12514303","10.83","7698.54899","71063.78716","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MTN","Mountain","COM","commercial","1545980","10.69","2811.295","26298.17816","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MTN","Mountain","IND","industrial","98477","7.45","1490.05085","20004.22859","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MTN","Mountain","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MTN","Mountain","RES","residential","10869841","13.73","3393.11658","24720.91045","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","MTN","Mountain","TRA","transportation","5","10.1","4.08658","40.46996","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NC","North Carolina","ALL","all sectors","5874988","11.57","4114.5262","35553.69806","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NC","North Carolina","COM","commercial","753251","10.39","1225.10092","11793.44173","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NC","North Carolina","IND","industrial","8756","7.96","486.22494","6111.07642","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NC","North Carolina","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NC","North Carolina","RES","residential","5112980","13.62","2402.87731","17645.99693","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NC","North Carolina","TRA","transportation","1","10.15",".32302","3.183","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ND","North Dakota","ALL","all sectors","487253","7.96","649.20615","8160.41087","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ND","North Dakota","COM","commercial","77484","7.27","220.61492","3035.0247","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ND","North Dakota","IND","industrial","10802","7.36","251.62468","3417.15702","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ND","North Dakota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ND","North Dakota","RES","residential","398967","10.36","176.96655","1708.22915","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","ND","North Dakota","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NE","Nebraska","ALL","all sectors","1144327","9","833.35704","9261.19621","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NE","Nebraska","COM","commercial","163657","8.29","291.54292","3517.25746","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NE","Nebraska","IND","industrial","61514","7.6","199.72655","2627.86514","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NE","Nebraska","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NE","Nebraska","RES","residential","919156","10.98","342.08755","3116.07362","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NE","Nebraska","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NEW","New England","ALL","all sectors","7573375","25.36","7413.99422","29233.61119","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NEW","New England","COM","commercial","936374","23.18","2848.97224","12291.50105","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NEW","New England","IND","industrial","20292","18.48","635.05198","3436.47449","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NEW","New England","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NEW","New England","RES","residential","6616703","29.25","3910.9333","13371.25144","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NEW","New England","TRA","transportation","6","14.17","19.03671","134.38422","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NH","New Hampshire","ALL","all sectors","771234","21.29","621.05018","2917.34166","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NH","New Hampshire","COM","commercial","112692","20.34","212.49179","1044.9337","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NH","New Hampshire","IND","industrial","3110","17.94","83.25204","464.12943","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NH","New Hampshire","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NH","New Hampshire","RES","residential","655432","23.1","325.30635","1408.27851","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NH","New Hampshire","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NJ","New Jersey","ALL","all sectors","4299463","16.9","2979.01182","17628.08918","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NJ","New Jersey","COM","commercial","540792","15.36","1383.83427","9007.20183","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NJ","New Jersey","IND","industrial","11006","13.28","202.32607","1523.37145","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NJ","New Jersey","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NJ","New Jersey","RES","residential","3747658","19.74","1380.40939","6993.08423","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NJ","New Jersey","TRA","transportation","7","11.91","12.4421","104.43168","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NM","New Mexico","ALL","all sectors","1073580","9.36","681.11676","7273.02118","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NM","New Mexico","COM","commercial","146936","10.63","232.05157","2183.11223","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NM","New Mexico","IND","industrial","9238","6.06","204.43205","3373.95438","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NM","New Mexico","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NM","New Mexico","RES","residential","917406","14.26","244.63315","1715.95456","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NM","New Mexico","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NV","Nevada","ALL","all sectors","1505220","10.04","835.226","8321.55098","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NV","Nevada","COM","commercial","178174","9.46","288.43992","3049.12017","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NV","Nevada","IND","industrial","4677","6.82","186.05191","2727.59466","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NV","Nevada","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NV","Nevada","RES","residential","1322368","14.18","360.58467","2543.10067","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NV","Nevada","TRA","transportation","1","8.61",".14948","1.73547","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NY","New York","ALL","all sectors","8627212","21.28","7749.92842","36427.31886","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NY","New York","COM","commercial","1166518","20.53","3713.20196","18090.48591","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NY","New York","IND","industrial","16238","10.39","404.93575","3895.66058","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NY","New York","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NY","New York","RES","residential","7444450","25.67","3507.89726","13667.06264","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","NY","New York","TRA","transportation","6","16","123.89346","774.10974","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OH","Ohio","ALL","all sectors","5727423","11.86","4737.92274","39950.44852","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OH","Ohio","COM","commercial","624827","11","1429.58249","13001.1603","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OH","Ohio","IND","industrial","17855","7.96","966.0775","12139.28393","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OH","Ohio","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OH","Ohio","RES","residential","5084739","15.82","2341.1895","14797.59883","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OH","Ohio","TRA","transportation","2","8.65","1.07327","12.40547","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OK","Oklahoma","ALL","all sectors","2235779","8.7","1564.39716","17980.24766","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OK","Oklahoma","COM","commercial","310216","8.39","520.20263","6200.74993","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OK","Oklahoma","IND","industrial","19737","5.73","312.53886","5450.09477","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OK","Oklahoma","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OK","Oklahoma","RES","residential","1905826","11.56","731.65567","6329.40297","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-Q1","OK","Oklahoma","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
