"period","stateid","stateDescription","sectorid","sectorName","customers","price","revenue","sales","customers-units","price-units","revenue-units","sales-units"
"2026-Q1","MT","Montana","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","MTN","Mountain","ALL","all sectors","12709041","11.28","8183.7061","72567.08044","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","MTN","Mountain","COM","commercial","1558085","11.04","3055.09935","27664.16519","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","MTN","Mountain","IND","industrial","98199","7.62","1598.25923","20977.97473","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","MTN","Mountain","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","MTN","Mountain","RES","residential","11052752","14.76","3526.05612","23885.77017","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","MTN","Mountain","TRA","transportation","5","10.96","4.29141","39.17035","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NC","North Carolina","ALL","all sectors","5980706","12.12","4306.87794","35522.22232","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NC","North Carolina","COM","commercial","758471","10.67","1265.77916","11867.85689","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NC","North Carolina","IND","industrial","8583","7.85","477.73511","6086.88148","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NC","North Carolina","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NC","North Carolina","RES","residential","5213650","14.59","2563.04147","17564.30133","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NC","North Carolina","TRA","transportation","1","10.12",".32219","3.18262","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","ND","North Dakota","ALL","all sectors","490052","8.62","681.74896","7907.63051","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","ND","North Dakota","COM","commercial","77992","7.68","224.24034","2920.7488","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","ND","North Dakota","IND","industrial","10879","8.09","273.66191","3381.33192","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","ND","North Dakota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","ND","North Dakota","RES","residential","401181","11.45","183.84672","1605.5498","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","ND","North Dakota","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NE","Nebraska","ALL","all sectors","1156370","9.58","942.92479","9838.36118","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NE","Nebraska","COM","commercial","165245","9.26","376.78892","4070.41952","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NE","Nebraska","IND","industrial","61412","7.55","221.61885","2934.76226","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NE","Nebraska","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NE","Nebraska","RES","residential","929713","12.16","344.51703","2833.1794","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NE","Nebraska","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NEW","New England","ALL","all sectors","7678694","26.12","7903.81841","30258.8095","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NEW","New England","COM","commercial","933994","24.34","3085.22727","12675.49428","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NEW","New England","IND","industrial","19968","19.28","675.85827","3505.12817","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NEW","New England","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NEW","New England","RES","residential","6724725","29.56","4123.26374","13946.47444","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NEW","New England","TRA","transportation","6","14.78","19.46914","131.71261","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NH","New Hampshire","ALL","all sectors","779051","23.96","710.77449","2966.61678","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NH","New Hampshire","COM","commercial","113688","22.37","244.46011","1093.01178","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NH","New Hampshire","IND","industrial","3017","19.25","82.63002","429.21274","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NH","New Hampshire","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NH","New Hampshire","RES","residential","662346","26.56","383.68435","1444.39227","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NH","New Hampshire","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NJ","New Jersey","ALL","all sectors","4364394","19.47","3571.67236","18342.65038","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NJ","New Jersey","COM","commercial","541666","17.31","1612.04034","9314.06561","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NJ","New Jersey","IND","industrial","10948","15.07","232.07435","1539.98869","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NJ","New Jersey","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NJ","New Jersey","RES","residential","3811772","23.23","1712.84728","7374.80663","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NJ","New Jersey","TRA","transportation","7","12.93","14.7104","113.78944","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NM","New Mexico","ALL","all sectors","1085195","8.93","681.73087","7630.6852","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NM","New Mexico","COM","commercial","147486","10.32","219.92984","2131.4192","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NM","New Mexico","IND","industrial","9078","5.74","223.6268","3895.43123","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NM","New Mexico","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NM","New Mexico","RES","residential","928632","14.85","238.17423","1603.83475","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NM","New Mexico","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NV","Nevada","ALL","all sectors","1530743","10.15","879.16066","8662.89876","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NV","Nevada","COM","commercial","179174","9.04","306.4217","3388.75953","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NV","Nevada","IND","industrial","4637","7.62","202.9202","2662.47528","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NV","Nevada","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NV","Nevada","RES","residential","1346932","14.16","369.65257","2609.97283","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NV","Nevada","TRA","transportation","1","9.83",".1662","1.69113","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NY","New York","ALL","all sectors","8675258","23.91","8756.54671","36629.72898","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NY","New York","COM","commercial","1177552","22.67","4122.62121","18184.25274","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NY","New York","IND","industrial","17303","10.85","395.11652","3641.64177","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NY","New York","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NY","New York","RES","residential","7480397","28.99","4071.30204","14044.08237","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","NY","New York","TRA","transportation","6","22.05","167.50697","759.7521","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OH","Ohio","ALL","all sectors","5766856","14.28","5999.79108","42020.57042","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OH","Ohio","COM","commercial","624863","13.79","2114.17877","15334.93869","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OH","Ohio","IND","industrial","17452","10.53","1268.42012","12046.38534","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OH","Ohio","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OH","Ohio","RES","residential","5124539","17.88","2616.10632","14628.03456","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OH","Ohio","TRA","transportation","2","9.69","1.08588","11.21183","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OK","Oklahoma","ALL","all sectors","2249033","9.48","1642.76685","17327.98919","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OK","Oklahoma","COM","commercial","313076","9","568.10106","6312.77402","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OK","Oklahoma","IND","industrial","19279","6.42","346.35453","5397.43264","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OK","Oklahoma","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OK","Oklahoma","RES","residential","1916678","12.96","728.31125","5617.78252","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OK","Oklahoma","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OR","Oregon","ALL","all sectors","2180630","11.36","1835.19236","16156.73053","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OR","Oregon","COM","commercial","250586","10.52","686.5181","6522.83846","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OR","Oregon","IND","industrial","26321","7.97","318.52251","3994.15912","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OR","Oregon","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OR","Oregon","RES","residential","1903720","14.72","829.28985","5633.66012","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","OR","Oregon","TRA","transportation","2","14.19",".8619","6.07284","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PA","Pennsylvania","ALL","all sectors","6273717","16.21","6212.31636","38322.04268","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PA","Pennsylvania","COM","commercial","743086","14.42","1491.37391","10343.05464","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PA","Pennsylvania","IND","industrial","10965","11.77","1334.11008","11337.58253","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PA","Pennsylvania","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PA","Pennsylvania","RES","residential","5519661","20.43","3369.596","16496.3875","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PA","Pennsylvania","TRA","transportation","5","11.89","17.23638","145.01801","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACC","Pacific Contiguous","ALL","all sectors","22097889","20.43","19717.30769","96507.6142","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACC","Pacific Contiguous","COM","commercial","2412613","19.99","8018.90505","40117.66667","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACC","Pacific Contiguous","IND","industrial","189808","13.68","2420.6219","17690.72043","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACC","Pacific Contiguous","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACC","Pacific Contiguous","RES","residential","19495448","24.02","9244.36088","38493.59437","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACC","Pacific Contiguous","TRA","transportation","20","16.25","33.41985","205.63274","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACN","Pacific Noncontiguous","ALL","all sectors","878683","31.07","1210.10464","3894.64053","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACN","Pacific Noncontiguous","COM","commercial","119890","29.68","402.20377","1355.07916","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACN","Pacific Noncontiguous","IND","industrial","2096","29.64","359.37888","1212.53919","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACN","Pacific Noncontiguous","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACN","Pacific Noncontiguous","RES","residential","756697","33.8","448.52199","1327.02217","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","PACN","Pacific Noncontiguous","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","RI","Rhode Island","ALL","all sectors","534789","26.41","494.00197","1870.4341","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","RI","Rhode Island","COM","commercial","65156","24.14","220.93519","915.15769","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","RI","Rhode Island","IND","industrial","1753","21.34","29.32675","137.4467","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","RI","Rhode Island","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","RI","Rhode Island","RES","residential","467878","29.84","242.54124","812.75757","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","RI","Rhode Island","TRA","transportation","1","23.63","1.19877","5.07217","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SAT","South Atlantic","ALL","all sectors","35530541","13.6","29788.87153","218983.45851","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SAT","South Atlantic","COM","commercial","4097549","12.48","10786.17761","86403.53265","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SAT","South Atlantic","IND","industrial","84423","8.69","2777.91191","31956.59916","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SAT","South Atlantic","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SAT","South Atlantic","RES","residential","31348556","16.13","16181.54339","100305.85802","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SAT","South Atlantic","TRA","transportation","13","13.62","43.23862","317.46868","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SC","South Carolina","ALL","all sectors","3068293","12.67","2642.02529","20859.79064","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SC","South Carolina","COM","commercial","417390","12.3","782.1193","6359.47673","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SC","South Carolina","IND","industrial","3469","8.34","495.11555","5934.25312","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SC","South Carolina","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SC","South Carolina","RES","residential","2647434","15.93","1364.79044","8566.0608","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SC","South Carolina","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SD","South Dakota","ALL","all sectors","531965","11.96","435.85758","3645.53612","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SD","South Dakota","COM","commercial","80444","11.56","155.23139","1342.31852","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SD","South Dakota","IND","industrial","4282","9.3","73.33653","788.37687","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SD","South Dakota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SD","South Dakota","RES","residential","447239","13.68","207.28964","1514.84074","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","SD","South Dakota","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TN","Tennessee","ALL","all sectors","3685202","11.97","3271.60561","27340.34074","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TN","Tennessee","COM","commercial","550208","13.55","1174.02354","8667.55898","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TN","Tennessee","IND","industrial","1000","6.79","425.52197","6268.9052","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TN","Tennessee","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TN","Tennessee","RES","residential","3133994","13.48","1672.0601","12403.87658","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TN","Tennessee","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TX","Texas","ALL","all sectors","14805496","10.33","12057.17396","116770.01727","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TX","Texas","COM","commercial","1532568","8.74","3646.0292","41729.78297","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TX","Texas","IND","industrial","419934","6.9","2674.21578","38737.3775","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TX","Texas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TX","Texas","RES","residential","12852992","15.8","5736.92434","36302.79415","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","TX","Texas","TRA","transportation","2","7.42",".00465",".06266","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","US","U.S. Total","ALL","all sectors","165511946","14.23","141382.65837","993282.92239","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","US","U.S. Total","COM","commercial","19617044","13.97","50479.45429","361432.68337","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","US","U.S. Total","IND","industrial","1131028","8.94","22164.26511","247923.97604","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","US","U.S. Total","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","US","U.S. Total","RES","residential","144763794","17.91","68423.03073","382037.42089","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","US","U.S. Total","TRA","transportation","80","16.72","315.90824","1888.84208","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","UT","Utah","ALL","all sectors","1434316","10.54","861.49329","8176.08949","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","UT","Utah","COM","commercial","146327","9.91","355.23104","3582.97598","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","UT","Utah","IND","industrial","10719","8.36","168.47094","2016.40583","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","UT","Utah","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","UT","Utah","RES","residential","1277270","13.11","336.13793","2563.09281","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","UT","Utah","TRA","transportation","1","12.14","1.65338","13.61488","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VA","Virginia","ALL","all sectors","4166798","13.12","4955.35175","37760.51991","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VA","Virginia","COM","commercial","450539","11.52","2381.48254","20676.28771","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VA","Virginia","IND","industrial","4034","10.28","327.82065","3188.02808","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VA","Virginia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VA","Virginia","RES","residential","3712224","16.19","2237.58451","13823.69099","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VA","Virginia","TRA","transportation","1","11.67","8.46406","72.51313","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VT","Vermont","ALL","all sectors","376586","20.34","302.38698","1486.89657","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VT","Vermont","COM","commercial","64103","20.75","104.89481","505.49315","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VT","Vermont","IND","industrial","221","13.14","42.2454","321.4139","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VT","Vermont","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VT","Vermont","RES","residential","312262","23.52","155.24678","659.98952","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","VT","Vermont","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WA","Washington","ALL","all sectors","3857531","12.1","3029.69245","25033.61195","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WA","Washington","COM","commercial","406827","12.01","1046.89654","8717.29686","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WA","Washington","IND","industrial","24989","7.02","314.21255","4474.137","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WA","Washington","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WA","Washington","RES","residential","3425710","14.09","1664.99912","11816.07205","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WA","Washington","TRA","transportation","5","13.73","3.58424","26.10602","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WI","Wisconsin","ALL","all sectors","3268989","13.75","2417.50662","17579.67741","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WI","Wisconsin","COM","commercial","373944","13.48","796.09757","5905.42682","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WI","Wisconsin","IND","industrial","5620","9.08","521.65693","5745.08062","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WI","Wisconsin","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WI","Wisconsin","RES","residential","2889423","18.55","1099.68916","5928.85304","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WI","Wisconsin","TRA","transportation","2","19.87",".06298",".31694","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WNC","West North Central","ALL","all sectors","11832724","10.62","8861.94874","83416.47891","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WNC","West North Central","COM","commercial","1551428","10.28","2953.99403","28723.40584","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WNC","West North Central","IND","industrial","127966","7.91","2013.16729","25439.83703","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WNC","West North Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WNC","West North Central","RES","residential","10153326","13.32","3893.46615","29240.58362","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WNC","West North Central","TRA","transportation","3","10.44","1.32127","12.65243","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WSC","West South Central","ALL","all sectors","21294363","10.15","17261.44704","170035.38849","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WSC","West South Central","COM","commercial","2360474","9.22","5168.95645","56042.15324","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WSC","West South Central","IND","industrial","490584","6.78","4070.33668","60062.33276","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WSC","West South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WSC","West South Central","RES","residential","18443300","14.88","8021.89708","53928.64646","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WSC","West South Central","TRA","transportation","5","11.38",".25684","2.25605","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WV","West Virginia","ALL","all sectors","1033098","11.71","1071.77173","9152.93206","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WV","West Virginia","COM","commercial","153024","11.77","245.99696","2089.66692","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WV","West Virginia","IND","industrial","10736","8.29","291.26951","3512.45099","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WV","West Virginia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WV","West Virginia","RES","residential","869337","15.05","534.50528","3550.81416","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WV","West Virginia","TRA","transportation","0",NA,"0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WY","Wyoming","ALL","all sectors","363815","9.86","448.95553","4552.24887","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WY","Wyoming","COM","commercial","60028","9.64","143.6665","1489.80088","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2026-Q1","WY","Wyoming","IND","industrial","11928","8.75","193.31612","2209.67854","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
