"period","subba","subba-name","parent","parent-name","value","value-units"
"2026-09-16T14","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","278","megawatthours"
"2026-09-16T14","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","373","megawatthours"
"2026-09-16T14","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","11710","megawatthours"
"2026-09-16T14","SCE","Southern California Edison","CISO","California Independent System Operator","12254","megawatthours"
"2026-09-16T14","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2655","megawatthours"
"2026-09-16T14","VEA","Valley Electric Association","CISO","California Independent System Operator","57","megawatthours"
"2026-09-16T14","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","15948","megawatthours"
"2026-09-16T14","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","1967","megawatthours"
"2026-09-16T14","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","7346","megawatthours"
"2026-09-16T14","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","18477","megawatthours"
"2026-09-16T14","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1995","megawatthours"
"2026-09-16T14","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","10291","megawatthours"
"2026-09-16T14","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4990","megawatthours"
"2026-09-16T14","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2038","megawatthours"
"2026-09-16T14","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10227","megawatthours"
"2026-09-16T14","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5639","megawatthours"
"2026-09-16T14","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11855","megawatthours"
"2026-09-16T14","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20355","megawatthours"
"2026-09-16T14","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","11167","megawatthours"
"2026-09-16T14","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","22509","megawatthours"
"2026-09-16T14","ZONA","West","NYIS","New York Independent System Operator","1857","megawatthours"
"2026-09-16T14","ZONB","Genesee","NYIS","New York Independent System Operator","1163","megawatthours"
"2026-09-16T14","ZONC","Central","NYIS","New York Independent System Operator","1601","megawatthours"
"2026-09-16T14","ZOND","North","NYIS","New York Independent System Operator","540","megawatthours"
"2026-09-16T14","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","712","megawatthours"
"2026-09-16T14","ZONF","Capital","NYIS","New York Independent System Operator","1143","megawatthours"
"2026-09-16T14","ZONG","Hudson Valley","NYIS","New York Independent System Operator","989","megawatthours"
"2026-09-16T14","ZONH","Millwood","NYIS","New York Independent System Operator","238","megawatthours"
"2026-09-16T14","ZONI","Dunwoodie","NYIS","New York Independent System Operator","616","megawatthours"
"2026-09-16T14","ZONJ","New York City","NYIS","New York Independent System Operator","6157","megawatthours"
"2026-09-16T14","ZONK","Long Island","NYIS","New York Independent System Operator","2194","megawatthours"
"2026-09-16T14","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","946","megawatthours"
"2026-09-16T14","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","18261","megawatthours"
"2026-09-16T14","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5459","megawatthours"
"2026-09-16T14","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","8949","megawatthours"
"2026-09-16T14","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3136","megawatthours"
"2026-09-16T14","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","11610","megawatthours"
"2026-09-16T14","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2397","megawatthours"
"2026-09-16T14","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3609","megawatthours"
"2026-09-16T14","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","15637","megawatthours"
"2026-09-16T14","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1537","megawatthours"
"2026-09-16T14","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1561","megawatthours"
"2026-09-16T14","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1702","megawatthours"
"2026-09-16T14","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2236","megawatthours"
"2026-09-16T14","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1713","megawatthours"
"2026-09-16T14","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4252","megawatthours"
"2026-09-16T14","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3119","megawatthours"
"2026-09-16T14","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4551","megawatthours"
"2026-09-16T14","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","2009","megawatthours"
"2026-09-16T14","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4609","megawatthours"
"2026-09-16T14","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","169","megawatthours"
"2026-09-16T14","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-16T14","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","15","megawatthours"
"2026-09-16T14","Frep","Freeport","PNM","Public Service Company of New Mexico","38","megawatthours"
"2026-09-16T14","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-16T14","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","59","megawatthours"
"2026-09-16T14","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","24","megawatthours"
"2026-09-16T14","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","71","megawatthours"
"2026-09-16T14","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1228","megawatthours"
"2026-09-16T14","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","262","megawatthours"
"2026-09-16T14","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6480","megawatthours"
"2026-09-16T14","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","797","megawatthours"
"2026-09-16T14","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1344","megawatthours"
"2026-09-16T14","INDN","Independence Power & Light","SWPP","Southwest Power Pool","121","megawatthours"
"2026-09-16T14","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","294","megawatthours"
"2026-09-16T14","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2299","megawatthours"
"2026-09-16T14","LES","Lincoln Electric System","SWPP","Southwest Power Pool","481","megawatthours"
"2026-09-16T14","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1153","megawatthours"
"2026-09-16T14","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1997","megawatthours"
"2026-09-16T14","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","5276","megawatthours"
"2026-09-16T14","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1999","megawatthours"
"2026-09-16T14","SECI","Sunflower Electric","SWPP","Southwest Power Pool","735","megawatthours"
"2026-09-16T14","SPRM","City of Springfield","SWPP","Southwest Power Pool","513","megawatthours"
"2026-09-16T14","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4232","megawatthours"
"2026-09-16T14","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3902","megawatthours"
"2026-09-16T14","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1162","megawatthours"
"2026-09-16T14","WR","Westar Energy","SWPP","Southwest Power Pool","4018","megawatthours"
"2026-09-16T14","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","337","megawatthours"
"2026-09-16T14","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2251","megawatthours"
"2026-09-16T14","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","60","megawatthours"
"2026-09-16T13","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","196","megawatthours"
"2026-09-16T13","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","262","megawatthours"
"2026-09-16T13","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","368","megawatthours"
"2026-09-16T13","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10839","megawatthours"
"2026-09-16T13","SCE","Southern California Edison","CISO","California Independent System Operator","11456","megawatthours"
"2026-09-16T13","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2425","megawatthours"
"2026-09-16T13","VEA","Valley Electric Association","CISO","California Independent System Operator","56","megawatthours"
"2026-09-16T13","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","15238","megawatthours"
"2026-09-16T13","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","1993","megawatthours"
"2026-09-16T13","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","7064","megawatthours"
"2026-09-16T13","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","17925","megawatthours"
"2026-09-16T13","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1895","megawatthours"
"2026-09-16T13","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","10027","megawatthours"
"2026-09-16T13","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4945","megawatthours"
"2026-09-16T13","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","1855","megawatthours"
"2026-09-16T13","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10464","megawatthours"
"2026-09-16T13","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5601","megawatthours"
"2026-09-16T13","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11468","megawatthours"
"2026-09-16T13","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20025","megawatthours"
"2026-09-16T13","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10863","megawatthours"
"2026-09-16T13","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","21752","megawatthours"
"2026-09-16T13","ZONA","West","NYIS","New York Independent System Operator","1835","megawatthours"
"2026-09-16T13","ZONB","Genesee","NYIS","New York Independent System Operator","1155","megawatthours"
"2026-09-16T13","ZONC","Central","NYIS","New York Independent System Operator","1604","megawatthours"
"2026-09-16T13","ZOND","North","NYIS","New York Independent System Operator","555","megawatthours"
"2026-09-16T13","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","774","megawatthours"
"2026-09-16T13","ZONF","Capital","NYIS","New York Independent System Operator","1211","megawatthours"
"2026-09-16T13","ZONG","Hudson Valley","NYIS","New York Independent System Operator","968","megawatthours"
"2026-09-16T13","ZONH","Millwood","NYIS","New York Independent System Operator","242","megawatthours"
"2026-09-16T13","ZONI","Dunwoodie","NYIS","New York Independent System Operator","609","megawatthours"
"2026-09-16T13","ZONJ","New York City","NYIS","New York Independent System Operator","5944","megawatthours"
"2026-09-16T13","ZONK","Long Island","NYIS","New York Independent System Operator","2150","megawatthours"
"2026-09-16T13","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1005","megawatthours"
"2026-09-16T13","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","17792","megawatthours"
"2026-09-16T13","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5348","megawatthours"
"2026-09-16T13","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","8652","megawatthours"
"2026-09-16T13","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3099","megawatthours"
"2026-09-16T13","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","11408","megawatthours"
"2026-09-16T13","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2316","megawatthours"
"2026-09-16T13","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3429","megawatthours"
"2026-09-16T13","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","15301","megawatthours"
"2026-09-16T13","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1547","megawatthours"
"2026-09-16T13","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1479","megawatthours"
"2026-09-16T13","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1569","megawatthours"
"2026-09-16T13","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2226","megawatthours"
"2026-09-16T13","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1693","megawatthours"
"2026-09-16T13","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4096","megawatthours"
"2026-09-16T13","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3095","megawatthours"
"2026-09-16T13","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4532","megawatthours"
"2026-09-16T13","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1975","megawatthours"
"2026-09-16T13","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4505","megawatthours"
"2026-09-16T13","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","166","megawatthours"
"2026-09-16T13","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-16T13","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","16","megawatthours"
"2026-09-16T13","Frep","Freeport","PNM","Public Service Company of New Mexico","36","megawatthours"
"2026-09-16T13","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-16T13","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","58","megawatthours"
"2026-09-16T13","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","27","megawatthours"
"2026-09-16T13","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","70","megawatthours"
"2026-09-16T13","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1220","megawatthours"
"2026-09-16T13","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","262","megawatthours"
"2026-09-16T13","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6188","megawatthours"
"2026-09-16T13","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","753","megawatthours"
"2026-09-16T13","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1318","megawatthours"
"2026-09-16T13","INDN","Independence Power & Light","SWPP","Southwest Power Pool","118","megawatthours"
"2026-09-16T13","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","295","megawatthours"
"2026-09-16T13","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2244","megawatthours"
"2026-09-16T13","LES","Lincoln Electric System","SWPP","Southwest Power Pool","487","megawatthours"
"2026-09-16T13","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1124","megawatthours"
"2026-09-16T13","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1971","megawatthours"
"2026-09-16T13","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","5128","megawatthours"
"2026-09-16T13","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1969","megawatthours"
"2026-09-16T13","SECI","Sunflower Electric","SWPP","Southwest Power Pool","723","megawatthours"
"2026-09-16T13","SPRM","City of Springfield","SWPP","Southwest Power Pool","477","megawatthours"
"2026-09-16T13","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4238","megawatthours"
"2026-09-16T13","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3852","megawatthours"
"2026-09-16T13","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1147","megawatthours"
"2026-09-16T13","WR","Westar Energy","SWPP","Southwest Power Pool","3888","megawatthours"
"2026-09-16T13","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","320","megawatthours"
"2026-09-16T13","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2238","megawatthours"
"2026-09-16T13","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","60","megawatthours"
"2026-09-16T12","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","200","megawatthours"
"2026-09-16T12","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","239","megawatthours"
"2026-09-16T12","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","359","megawatthours"
"2026-09-16T12","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10362","megawatthours"
"2026-09-16T12","SCE","Southern California Edison","CISO","California Independent System Operator","11131","megawatthours"
"2026-09-16T12","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2326","megawatthours"
"2026-09-16T12","VEA","Valley Electric Association","CISO","California Independent System Operator","54","megawatthours"
"2026-09-16T12","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","15210","megawatthours"
"2026-09-16T12","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2057","megawatthours"
"2026-09-16T12","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","7286","megawatthours"
"2026-09-16T12","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","17892","megawatthours"
"2026-09-16T12","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1882","megawatthours"
"2026-09-16T12","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","9954","megawatthours"
"2026-09-16T12","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4953","megawatthours"
"2026-09-16T12","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2014","megawatthours"
"2026-09-16T12","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","9964","megawatthours"
"2026-09-16T12","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5419","megawatthours"
"2026-09-16T12","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11323","megawatthours"
"2026-09-16T12","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","19455","megawatthours"
"2026-09-16T12","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10693","megawatthours"
"2026-09-16T12","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","21679","megawatthours"
"2026-09-16T12","ZONA","West","NYIS","New York Independent System Operator","1800","megawatthours"
"2026-09-16T12","ZONB","Genesee","NYIS","New York Independent System Operator","1126","megawatthours"
"2026-09-16T12","ZONC","Central","NYIS","New York Independent System Operator","1622","megawatthours"
"2026-09-16T12","ZOND","North","NYIS","New York Independent System Operator","554","megawatthours"
"2026-09-16T12","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","810","megawatthours"
"2026-09-16T12","ZONF","Capital","NYIS","New York Independent System Operator","1259","megawatthours"
"2026-09-16T12","ZONG","Hudson Valley","NYIS","New York Independent System Operator","982","megawatthours"
"2026-09-16T12","ZONH","Millwood","NYIS","New York Independent System Operator","242","megawatthours"
"2026-09-16T12","ZONI","Dunwoodie","NYIS","New York Independent System Operator","587","megawatthours"
"2026-09-16T12","ZONJ","New York City","NYIS","New York Independent System Operator","5615","megawatthours"
"2026-09-16T12","ZONK","Long Island","NYIS","New York Independent System Operator","2035","megawatthours"
"2026-09-16T12","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1049","megawatthours"
"2026-09-16T12","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","17402","megawatthours"
"2026-09-16T12","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5186","megawatthours"
"2026-09-16T12","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","8472","megawatthours"
"2026-09-16T12","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3054","megawatthours"
"2026-09-16T12","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","10966","megawatthours"
"2026-09-16T12","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2273","megawatthours"
"2026-09-16T12","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3349","megawatthours"
"2026-09-16T12","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","15145","megawatthours"
"2026-09-16T12","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1638","megawatthours"
"2026-09-16T12","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1400","megawatthours"
"2026-09-16T12","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1541","megawatthours"
"2026-09-16T12","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2167","megawatthours"
"2026-09-16T12","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1652","megawatthours"
"2026-09-16T12","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","3924","megawatthours"
"2026-09-16T12","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3043","megawatthours"
"2026-09-16T12","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4498","megawatthours"
"2026-09-16T12","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1938","megawatthours"
"2026-09-16T12","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4415","megawatthours"
"2026-09-16T12","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","155","megawatthours"
"2026-09-16T12","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-16T12","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","13","megawatthours"
"2026-09-16T12","Frep","Freeport","PNM","Public Service Company of New Mexico","38","megawatthours"
"2026-09-16T12","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-16T12","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","56","megawatthours"
"2026-09-16T12","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","24","megawatthours"
"2026-09-16T12","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","69","megawatthours"
"2026-09-16T12","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1151","megawatthours"
"2026-09-16T12","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","250","megawatthours"
"2026-09-16T12","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6089","megawatthours"
"2026-09-16T12","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","731","megawatthours"
"2026-09-16T12","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1307","megawatthours"
"2026-09-16T12","INDN","Independence Power & Light","SWPP","Southwest Power Pool","114","megawatthours"
"2026-09-16T12","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","285","megawatthours"
"2026-09-16T12","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2157","megawatthours"
"2026-09-16T12","LES","Lincoln Electric System","SWPP","Southwest Power Pool","455","megawatthours"
"2026-09-16T12","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1084","megawatthours"
"2026-09-16T12","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1869","megawatthours"
"2026-09-16T12","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","5041","megawatthours"
"2026-09-16T12","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1879","megawatthours"
"2026-09-16T12","SECI","Sunflower Electric","SWPP","Southwest Power Pool","699","megawatthours"
"2026-09-16T12","SPRM","City of Springfield","SWPP","Southwest Power Pool","461","megawatthours"
"2026-09-16T12","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4188","megawatthours"
"2026-09-16T12","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3685","megawatthours"
"2026-09-16T12","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1164","megawatthours"
"2026-09-16T12","WR","Westar Energy","SWPP","Southwest Power Pool","3743","megawatthours"
"2026-09-16T12","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","298","megawatthours"
"2026-09-16T12","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2124","megawatthours"
"2026-09-16T12","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","57","megawatthours"
"2026-09-16T11","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","197","megawatthours"
"2026-09-16T11","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","226","megawatthours"
"2026-09-16T11","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","353","megawatthours"
"2026-09-16T11","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10254","megawatthours"
"2026-09-16T11","SCE","Southern California Edison","CISO","California Independent System Operator","11462","megawatthours"
"2026-09-16T11","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2329","megawatthours"
"2026-09-16T11","VEA","Valley Electric Association","CISO","California Independent System Operator","53","megawatthours"
"2026-09-16T11","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","14880","megawatthours"
"2026-09-16T11","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","1971","megawatthours"
"2026-09-16T11","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","7426","megawatthours"
"2026-09-16T11","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","17418","megawatthours"
"2026-09-16T11","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1863","megawatthours"
"2026-09-16T11","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","9673","megawatthours"
"2026-09-16T11","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4769","megawatthours"
"2026-09-16T11","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","1997","megawatthours"
"2026-09-16T11","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","9159","megawatthours"
"2026-09-16T11","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5141","megawatthours"
"2026-09-16T11","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","10853","megawatthours"
"2026-09-16T11","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","18715","megawatthours"
"2026-09-16T11","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10337","megawatthours"
"2026-09-16T11","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","20973","megawatthours"
"2026-09-16T11","ZONA","West","NYIS","New York Independent System Operator","1716","megawatthours"
"2026-09-16T11","ZONB","Genesee","NYIS","New York Independent System Operator","1063","megawatthours"
"2026-09-16T11","ZONC","Central","NYIS","New York Independent System Operator","1599","megawatthours"
"2026-09-16T11","ZOND","North","NYIS","New York Independent System Operator","501","megawatthours"
"2026-09-16T11","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","797","megawatthours"
"2026-09-16T11","ZONF","Capital","NYIS","New York Independent System Operator","1246","megawatthours"
"2026-09-16T11","ZONG","Hudson Valley","NYIS","New York Independent System Operator","938","megawatthours"
"2026-09-16T11","ZONH","Millwood","NYIS","New York Independent System Operator","223","megawatthours"
