"period","subba","subba-name","parent","parent-name","value","value-units"
"2026-09-17T14","SCE","Southern California Edison","CISO","California Independent System Operator","12262","megawatthours"
"2026-09-17T14","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2576","megawatthours"
"2026-09-17T14","VEA","Valley Electric Association","CISO","California Independent System Operator","62","megawatthours"
"2026-09-17T14","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10930","megawatthours"
"2026-09-17T14","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5625","megawatthours"
"2026-09-17T14","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","12012","megawatthours"
"2026-09-17T14","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","19759","megawatthours"
"2026-09-17T14","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","11582","megawatthours"
"2026-09-17T14","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","21969","megawatthours"
"2026-09-17T14","ZONA","West","NYIS","New York Independent System Operator","1777","megawatthours"
"2026-09-17T14","ZONB","Genesee","NYIS","New York Independent System Operator","1173","megawatthours"
"2026-09-17T14","ZONC","Central","NYIS","New York Independent System Operator","1782","megawatthours"
"2026-09-17T14","ZOND","North","NYIS","New York Independent System Operator","530","megawatthours"
"2026-09-17T14","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","832","megawatthours"
"2026-09-17T14","ZONF","Capital","NYIS","New York Independent System Operator","1359","megawatthours"
"2026-09-17T14","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1046","megawatthours"
"2026-09-17T14","ZONH","Millwood","NYIS","New York Independent System Operator","278","megawatthours"
"2026-09-17T14","ZONI","Dunwoodie","NYIS","New York Independent System Operator","712","megawatthours"
"2026-09-17T14","ZONJ","New York City","NYIS","New York Independent System Operator","7121","megawatthours"
"2026-09-17T14","ZONK","Long Island","NYIS","New York Independent System Operator","2498","megawatthours"
"2026-09-17T14","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T14","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","15","megawatthours"
"2026-09-17T14","Frep","Freeport","PNM","Public Service Company of New Mexico","39","megawatthours"
"2026-09-17T14","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T14","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","59","megawatthours"
"2026-09-17T14","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","27","megawatthours"
"2026-09-17T14","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","72","megawatthours"
"2026-09-17T14","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1232","megawatthours"
"2026-09-17T14","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","258","megawatthours"
"2026-09-17T14","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6391","megawatthours"
"2026-09-17T14","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","778","megawatthours"
"2026-09-17T14","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1335","megawatthours"
"2026-09-17T14","INDN","Independence Power & Light","SWPP","Southwest Power Pool","137","megawatthours"
"2026-09-17T14","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","325","megawatthours"
"2026-09-17T14","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2477","megawatthours"
"2026-09-17T14","LES","Lincoln Electric System","SWPP","Southwest Power Pool","555","megawatthours"
"2026-09-17T14","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1241","megawatthours"
"2026-09-17T14","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2027","megawatthours"
"2026-09-17T14","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4843","megawatthours"
"2026-09-17T14","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2125","megawatthours"
"2026-09-17T14","SECI","Sunflower Electric","SWPP","Southwest Power Pool","795","megawatthours"
"2026-09-17T14","SPRM","City of Springfield","SWPP","Southwest Power Pool","494","megawatthours"
"2026-09-17T14","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4316","megawatthours"
"2026-09-17T14","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3913","megawatthours"
"2026-09-17T14","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1159","megawatthours"
"2026-09-17T14","WR","Westar Energy","SWPP","Southwest Power Pool","4299","megawatthours"
"2026-09-17T14","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","362","megawatthours"
"2026-09-17T14","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2381","megawatthours"
"2026-09-17T14","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","56","megawatthours"
"2026-09-17T13","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","192","megawatthours"
"2026-09-17T13","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","262","megawatthours"
"2026-09-17T13","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","376","megawatthours"
"2026-09-17T13","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10738","megawatthours"
"2026-09-17T13","SCE","Southern California Edison","CISO","California Independent System Operator","11462","megawatthours"
"2026-09-17T13","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2520","megawatthours"
"2026-09-17T13","VEA","Valley Electric Association","CISO","California Independent System Operator","59","megawatthours"
"2026-09-17T13","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10836","megawatthours"
"2026-09-17T13","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5588","megawatthours"
"2026-09-17T13","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11529","megawatthours"
"2026-09-17T13","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20072","megawatthours"
"2026-09-17T13","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","11170","megawatthours"
"2026-09-17T13","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","21292","megawatthours"
"2026-09-17T13","ZONA","West","NYIS","New York Independent System Operator","1770","megawatthours"
"2026-09-17T13","ZONB","Genesee","NYIS","New York Independent System Operator","1178","megawatthours"
"2026-09-17T13","ZONC","Central","NYIS","New York Independent System Operator","1813","megawatthours"
"2026-09-17T13","ZOND","North","NYIS","New York Independent System Operator","525","megawatthours"
"2026-09-17T13","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","845","megawatthours"
"2026-09-17T13","ZONF","Capital","NYIS","New York Independent System Operator","1380","megawatthours"
"2026-09-17T13","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1093","megawatthours"
"2026-09-17T13","ZONH","Millwood","NYIS","New York Independent System Operator","270","megawatthours"
"2026-09-17T13","ZONI","Dunwoodie","NYIS","New York Independent System Operator","688","megawatthours"
"2026-09-17T13","ZONJ","New York City","NYIS","New York Independent System Operator","6817","megawatthours"
"2026-09-17T13","ZONK","Long Island","NYIS","New York Independent System Operator","2440","megawatthours"
"2026-09-17T13","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","3","megawatthours"
"2026-09-17T13","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","14","megawatthours"
"2026-09-17T13","Frep","Freeport","PNM","Public Service Company of New Mexico","38","megawatthours"
"2026-09-17T13","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T13","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","57","megawatthours"
"2026-09-17T13","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","26","megawatthours"
"2026-09-17T13","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","69","megawatthours"
"2026-09-17T13","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1182","megawatthours"
"2026-09-17T13","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","259","megawatthours"
"2026-09-17T13","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6062","megawatthours"
"2026-09-17T13","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","737","megawatthours"
"2026-09-17T13","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1303","megawatthours"
"2026-09-17T13","INDN","Independence Power & Light","SWPP","Southwest Power Pool","131","megawatthours"
"2026-09-17T13","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","304","megawatthours"
"2026-09-17T13","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2369","megawatthours"
"2026-09-17T13","LES","Lincoln Electric System","SWPP","Southwest Power Pool","540","megawatthours"
"2026-09-17T13","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1189","megawatthours"
"2026-09-17T13","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2042","megawatthours"
"2026-09-17T13","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4701","megawatthours"
"2026-09-17T13","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2110","megawatthours"
"2026-09-17T13","SECI","Sunflower Electric","SWPP","Southwest Power Pool","785","megawatthours"
"2026-09-17T13","SPRM","City of Springfield","SWPP","Southwest Power Pool","460","megawatthours"
"2026-09-17T13","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4298","megawatthours"
"2026-09-17T13","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3878","megawatthours"
"2026-09-17T13","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1129","megawatthours"
"2026-09-17T13","WR","Westar Energy","SWPP","Southwest Power Pool","4129","megawatthours"
"2026-09-17T13","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","346","megawatthours"
"2026-09-17T13","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2303","megawatthours"
"2026-09-17T13","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","60","megawatthours"
"2026-09-17T12","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","204","megawatthours"
"2026-09-17T12","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","238","megawatthours"
"2026-09-17T12","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","367","megawatthours"
"2026-09-17T12","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10296","megawatthours"
"2026-09-17T12","SCE","Southern California Edison","CISO","California Independent System Operator","10913","megawatthours"
"2026-09-17T12","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2386","megawatthours"
"2026-09-17T12","VEA","Valley Electric Association","CISO","California Independent System Operator","56","megawatthours"
"2026-09-17T12","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10299","megawatthours"
"2026-09-17T12","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5387","megawatthours"
"2026-09-17T12","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11287","megawatthours"
"2026-09-17T12","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","19427","megawatthours"
"2026-09-17T12","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10858","megawatthours"
"2026-09-17T12","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","21329","megawatthours"
"2026-09-17T12","ZONA","West","NYIS","New York Independent System Operator","1726","megawatthours"
"2026-09-17T12","ZONB","Genesee","NYIS","New York Independent System Operator","1177","megawatthours"
"2026-09-17T12","ZONC","Central","NYIS","New York Independent System Operator","1797","megawatthours"
"2026-09-17T12","ZOND","North","NYIS","New York Independent System Operator","553","megawatthours"
"2026-09-17T12","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","844","megawatthours"
"2026-09-17T12","ZONF","Capital","NYIS","New York Independent System Operator","1388","megawatthours"
"2026-09-17T12","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1109","megawatthours"
"2026-09-17T12","ZONH","Millwood","NYIS","New York Independent System Operator","258","megawatthours"
"2026-09-17T12","ZONI","Dunwoodie","NYIS","New York Independent System Operator","659","megawatthours"
"2026-09-17T12","ZONJ","New York City","NYIS","New York Independent System Operator","6386","megawatthours"
"2026-09-17T12","ZONK","Long Island","NYIS","New York Independent System Operator","2332","megawatthours"
"2026-09-17T12","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T12","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","14","megawatthours"
"2026-09-17T12","Frep","Freeport","PNM","Public Service Company of New Mexico","38","megawatthours"
"2026-09-17T12","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T12","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","55","megawatthours"
"2026-09-17T12","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","24","megawatthours"
"2026-09-17T12","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","67","megawatthours"
"2026-09-17T12","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1125","megawatthours"
"2026-09-17T12","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","247","megawatthours"
"2026-09-17T12","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","5905","megawatthours"
"2026-09-17T12","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","702","megawatthours"
"2026-09-17T12","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1280","megawatthours"
"2026-09-17T12","INDN","Independence Power & Light","SWPP","Southwest Power Pool","127","megawatthours"
"2026-09-17T12","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","293","megawatthours"
"2026-09-17T12","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2261","megawatthours"
"2026-09-17T12","LES","Lincoln Electric System","SWPP","Southwest Power Pool","502","megawatthours"
"2026-09-17T12","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1134","megawatthours"
"2026-09-17T12","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1926","megawatthours"
"2026-09-17T12","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4558","megawatthours"
"2026-09-17T12","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1995","megawatthours"
"2026-09-17T12","SECI","Sunflower Electric","SWPP","Southwest Power Pool","749","megawatthours"
"2026-09-17T12","SPRM","City of Springfield","SWPP","Southwest Power Pool","439","megawatthours"
"2026-09-17T12","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4193","megawatthours"
"2026-09-17T12","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3704","megawatthours"
"2026-09-17T12","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1110","megawatthours"
"2026-09-17T12","WR","Westar Energy","SWPP","Southwest Power Pool","3958","megawatthours"
"2026-09-17T12","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","321","megawatthours"
"2026-09-17T12","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2173","megawatthours"
"2026-09-17T12","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","53","megawatthours"
"2026-09-17T11","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","200","megawatthours"
"2026-09-17T11","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","224","megawatthours"
"2026-09-17T11","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","360","megawatthours"
"2026-09-17T11","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10223","megawatthours"
"2026-09-17T11","SCE","Southern California Edison","CISO","California Independent System Operator","10986","megawatthours"
"2026-09-17T11","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2376","megawatthours"
"2026-09-17T11","VEA","Valley Electric Association","CISO","California Independent System Operator","56","megawatthours"
"2026-09-17T11","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","9517","megawatthours"
"2026-09-17T11","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5103","megawatthours"
"2026-09-17T11","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","10907","megawatthours"
"2026-09-17T11","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","18501","megawatthours"
"2026-09-17T11","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10515","megawatthours"
"2026-09-17T11","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","20853","megawatthours"
"2026-09-17T11","ZONA","West","NYIS","New York Independent System Operator","1643","megawatthours"
"2026-09-17T11","ZONB","Genesee","NYIS","New York Independent System Operator","1116","megawatthours"
"2026-09-17T11","ZONC","Central","NYIS","New York Independent System Operator","1714","megawatthours"
"2026-09-17T11","ZOND","North","NYIS","New York Independent System Operator","546","megawatthours"
"2026-09-17T11","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","821","megawatthours"
"2026-09-17T11","ZONF","Capital","NYIS","New York Independent System Operator","1334","megawatthours"
"2026-09-17T11","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1052","megawatthours"
"2026-09-17T11","ZONH","Millwood","NYIS","New York Independent System Operator","248","megawatthours"
"2026-09-17T11","ZONI","Dunwoodie","NYIS","New York Independent System Operator","617","megawatthours"
"2026-09-17T11","ZONJ","New York City","NYIS","New York Independent System Operator","5880","megawatthours"
"2026-09-17T11","ZONK","Long Island","NYIS","New York Independent System Operator","2223","megawatthours"
"2026-09-17T11","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T11","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","12","megawatthours"
"2026-09-17T11","Frep","Freeport","PNM","Public Service Company of New Mexico","36","megawatthours"
"2026-09-17T11","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T11","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","54","megawatthours"
"2026-09-17T11","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","21","megawatthours"
"2026-09-17T11","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","66","megawatthours"
"2026-09-17T11","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1091","megawatthours"
"2026-09-17T11","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","235","megawatthours"
"2026-09-17T11","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","5668","megawatthours"
"2026-09-17T11","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","655","megawatthours"
"2026-09-17T11","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1270","megawatthours"
"2026-09-17T11","INDN","Independence Power & Light","SWPP","Southwest Power Pool","121","megawatthours"
"2026-09-17T11","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","285","megawatthours"
"2026-09-17T11","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2141","megawatthours"
"2026-09-17T11","LES","Lincoln Electric System","SWPP","Southwest Power Pool","460","megawatthours"
"2026-09-17T11","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1072","megawatthours"
"2026-09-17T11","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1809","megawatthours"
"2026-09-17T11","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4413","megawatthours"
"2026-09-17T11","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1875","megawatthours"
"2026-09-17T11","SECI","Sunflower Electric","SWPP","Southwest Power Pool","711","megawatthours"
"2026-09-17T11","SPRM","City of Springfield","SWPP","Southwest Power Pool","416","megawatthours"
"2026-09-17T11","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4137","megawatthours"
"2026-09-17T11","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3514","megawatthours"
"2026-09-17T11","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1083","megawatthours"
"2026-09-17T11","WR","Westar Energy","SWPP","Southwest Power Pool","3716","megawatthours"
"2026-09-17T11","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","308","megawatthours"
"2026-09-17T11","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2100","megawatthours"
"2026-09-17T11","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","47","megawatthours"
"2026-09-17T10","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","199","megawatthours"
"2026-09-17T10","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","220","megawatthours"
"2026-09-17T10","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","358","megawatthours"
"2026-09-17T10","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10347","megawatthours"
"2026-09-17T10","SCE","Southern California Edison","CISO","California Independent System Operator","11355","megawatthours"
"2026-09-17T10","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2586","megawatthours"
"2026-09-17T10","VEA","Valley Electric Association","CISO","California Independent System Operator","56","megawatthours"
"2026-09-17T10","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","9069","megawatthours"
"2026-09-17T10","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","4945","megawatthours"
"2026-09-17T10","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","10340","megawatthours"
"2026-09-17T10","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","17464","megawatthours"
"2026-09-17T10","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10191","megawatthours"
"2026-09-17T10","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","20615","megawatthours"
"2026-09-17T10","ZONA","West","NYIS","New York Independent System Operator","1541","megawatthours"
"2026-09-17T10","ZONB","Genesee","NYIS","New York Independent System Operator","1022","megawatthours"
"2026-09-17T10","ZONC","Central","NYIS","New York Independent System Operator","1566","megawatthours"
"2026-09-17T10","ZOND","North","NYIS","New York Independent System Operator","527","megawatthours"
"2026-09-17T10","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","736","megawatthours"
"2026-09-17T10","ZONF","Capital","NYIS","New York Independent System Operator","1227","megawatthours"
"2026-09-17T10","ZONG","Hudson Valley","NYIS","New York Independent System Operator","973","megawatthours"
"2026-09-17T10","ZONH","Millwood","NYIS","New York Independent System Operator","226","megawatthours"
"2026-09-17T10","ZONI","Dunwoodie","NYIS","New York Independent System Operator","563","megawatthours"
"2026-09-17T10","ZONJ","New York City","NYIS","New York Independent System Operator","5372","megawatthours"
"2026-09-17T10","ZONK","Long Island","NYIS","New York Independent System Operator","2067","megawatthours"
"2026-09-17T10","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T10","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","12","megawatthours"
"2026-09-17T10","Frep","Freeport","PNM","Public Service Company of New Mexico","39","megawatthours"
"2026-09-17T10","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-17T10","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","53","megawatthours"
"2026-09-17T10","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","22","megawatthours"
"2026-09-17T10","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","66","megawatthours"
"2026-09-17T10","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1091","megawatthours"
"2026-09-17T10","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","237","megawatthours"
"2026-09-17T10","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","5629","megawatthours"
"2026-09-17T10","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","642","megawatthours"
"2026-09-17T10","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1269","megawatthours"
"2026-09-17T10","INDN","Independence Power & Light","SWPP","Southwest Power Pool","120","megawatthours"
"2026-09-17T10","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","284","megawatthours"
"2026-09-17T10","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2096","megawatthours"
"2026-09-17T10","LES","Lincoln Electric System","SWPP","Southwest Power Pool","446","megawatthours"
"2026-09-17T10","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1054","megawatthours"
"2026-09-17T10","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","1753","megawatthours"
"2026-09-17T10","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4400","megawatthours"
"2026-09-17T10","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1834","megawatthours"
"2026-09-17T10","SECI","Sunflower Electric","SWPP","Southwest Power Pool","687","megawatthours"
"2026-09-17T10","SPRM","City of Springfield","SWPP","Southwest Power Pool","409","megawatthours"
"2026-09-17T10","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4156","megawatthours"
"2026-09-17T10","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3457","megawatthours"
"2026-09-17T10","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1080","megawatthours"
"2026-09-17T10","WR","Westar Energy","SWPP","Southwest Power Pool","3605","megawatthours"
"2026-09-17T10","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","307","megawatthours"
"2026-09-17T10","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2084","megawatthours"
"2026-09-17T10","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","46","megawatthours"
"2026-09-17T09","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","195","megawatthours"
"2026-09-17T09","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","221","megawatthours"
"2026-09-17T09","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","358","megawatthours"
"2026-09-17T09","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","10730","megawatthours"
"2026-09-17T09","SCE","Southern California Edison","CISO","California Independent System Operator","11380","megawatthours"
"2026-09-17T09","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2625","megawatthours"
"2026-09-17T09","VEA","Valley Electric Association","CISO","California Independent System Operator","57","megawatthours"
"2026-09-17T09","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","8958","megawatthours"
"2026-09-17T09","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","4951","megawatthours"
"2026-09-17T09","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","10028","megawatthours"
"2026-09-17T09","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","16951","megawatthours"
"2026-09-17T09","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10170","megawatthours"
